Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,86,0,0,0
1,1.5625,8,86,0,0,0
1,3.125,9,81,0,0,0
1,4.6875,10,79,0,0,0
1,6.25,11,84,0,0,0
1,7.8125,12,83,0,0,0
1,9.375,13,80,0,0,0
1,10.9375,14,81,0,0,0
1,12.5,15,81,0,0,0
1,14.0625,0,81,0,0,0
1,15.625,1,83,0,0,0
1,17.1875,2,81,0,0,0
1,18.75,3,80,0,0,0
1,20.3125,4,85,0,0,0
1,21.875,5,81,0,0,0
1,23.4375,6,80,0,0,0
1,25.0,7,85,0,0,0
1,26.5625,8,80,0,0,0
1,28.125,9,81,0,0,0
1,29.6875,10,81,0,0,0
1,31.25,11,82,0,0,0
1,32.8125,12,83,0,0,0
1,34.375,13,81,0,0,0
1,35.9375,14,81,0,0,0
1,37.5,15,84,0,0,0
1,39.0625,0,81,0,0,0
1,40.625,1,82,0,0,0
1,42.1875,2,81,0,0,0
1,43.75,3,82,0,0,0
1,45.3125,4,87,0,0,0
1,46.875,5,82,0,0,0
1,48.4375,6,82,0,0,0
1,50.0,7,84,0,0,0
1,51.5625,8,83,0,0,0
1,54.6875,10,84,0,0,0
1,56.25,11,81,0,0,0
1,57.8125,12,81,0,0,0
1,60.9375,14,83,0,0,0
1,62.5,15,82,0,0,0
1,64.0625,0,80,0,0,0
1,65.625,1,81,0,0,0
1,67.1875,2,83,0,0,0
1,68.75,3,80,0,0,0
1,70.3125,4,86,0,0,0
1,71.875,5,81,0,0,0
1,73.4375,6,80,0,0,0
1,75.0,7,112,0,0,0
1,76.5625,8,160,0,0,0
1,78.125,9,255,0,0,0
1,79.6875,10,383,0,0,0
1,81.25,11,519,0,0,0
1,82.8125,12,654,0,0,0
1,84.375,13,784,0,0,0
1,85.9375,14,909,0,0,0
1,87.5,15,1001,0,0,0
1,89.0625,0,1023,0,0,0
1,90.625,1,1023,0,0,0
1,92.1875,2,1023,0,0,0
1,93.75,3,1023,0,0,0
1,95.3125,4,1023,0,0,0
1,96.875,5,1023,0,0,0
1,98.4375,6,89,0,0,0
1,100.0,7,918,0,0,0
1,101.5625,8,806,634,976,987
1,103.125,9,717,639,1016,903
1,104.6875,10,620,638,1008,835
1,106.25,11,574,638,1008,769
1,107.8125,12,548,635,984,731
1,109.375,13,533,640,1024,648
1,110.9375,14,509,636,992,581
1,112.5,15,511,638,1008,513
1,114.0625,0,507,638,1008,457
1,115.625,1,499,637,1000,390
1,117.1875,2,501,639,1016,325
1,118.75,3,494,637,1000,259
1,120.3125,4,496,640,1024,201
1,121.875,5,484,638,1008,137
1,123.4375,6,991,0,0,0
1,125.0,7,476,639,1016,1023
1,126.5625,8,455,0,0,0
1,128.125,9,459,0,0,0
1,129.6875,10,444,0,0,0
1,131.25,11,433,0,0,0
1,132.8125,12,420,0,0,0
1,134.375,13,416,0,0,0
1,135.9375,14,396,0,0,0
1,137.5,15,388,0,0,0
1,140.625,1,367,0,0,0
1,142.1875,2,360,0,0,0
1,143.75,3,349,0,0,0
1,146.875,5,328,0,0,0
1,148.4375,6,475,577,520,69
1,150.0,7,310,0,0,0
1,151.5625,8,300,0,0,0
1,153.125,9,296,0,0,0
1,154.6875,10,288,0,0,0
1,156.25,11,274,0,0,0
1,157.8125,12,274,0,0,0
1,159.375,13,269,0,0,0
1,160.9375,14,255,0,0,0
1,162.5,15,253,0,0,0
1,164.0625,0,246,0,0,0
1,165.625,1,243,0,0,0
1,167.1875,2,241,0,0,0
1,168.75,3,236,0,0,0
1,170.3125,4,229,0,0,0
1,171.875,5,226,0,0,0
1,173.4375,6,319,0,0,0
1,175.0,7,217,0,0,0
1,176.5625,8,213,0,0,0
1,178.125,9,215,0,0,0
1,179.6875,10,205,0,0,0
1,181.25,11,207,0,0,0
1,182.8125,12,203,0,0,0
1,184.375,13,203,0,0,0
1,185.9375,14,196,0,0,0
1,187.5,15,193,0,0,0
1,189.0625,0,189,0,0,0
1,190.625,1,189,0,0,0
1,192.1875,2,190,0,0,0
1,193.75,3,186,0,0,0
1,195.3125,4,185,0,0,0
1,196.875,5,183,0,0,0
1,198.4375,6,221,0,0,0
2,0.0,7,82,0,0,0
2,1.5625,8,80,0,0,0
2,3.125,9,82,0,0,0
2,4.6875,10,81,0,0,0
2,6.25,11,80,0,0,0
2,7.8125,12,82,0,0,0
2,9.375,13,81,0,0,0
2,10.9375,14,81,0,0,0
2,12.5,15,80,0,0,0
2,14.0625,0,80,0,0,0
2,15.625,1,80,0,0,0
2,17.1875,2,80,0,0,0
2,18.75,3,80,0,0,0
2,20.3125,4,79,0,0,0
2,21.875,5,80,0,0,0
2,23.4375,6,80,0,0,0
2,25.0,7,81,0,0,0
2,26.5625,8,80,0,0,0
2,28.125,9,83,0,0,0
2,29.6875,10,82,0,0,0
2,31.25,11,80,0,0,0
2,32.8125,12,81,0,0,0
2,34.375,13,81,0,0,0
2,35.9375,14,80,0,0,0
2,37.5,15,78,0,0,0
2,39.0625,0,79,0,0,0
2,40.625,1,82,0,0,0
2,42.1875,2,80,0,0,0
2,43.75,3,82,0,0,0
2,45.3125,4,80,0,0,0
2,46.875,5,77,0,0,0
2,48.4375,6,80,0,0,0
2,50.0,7,82,0,0,0
2,51.5625,8,81,0,0,0
2,53.125,9,85,0,0,0
2,54.6875,10,81,0,0,0
2,56.25,11,81,0,0,0
2,57.8125,12,80,0,0,0
2,59.375,13,78,0,0,0
2,60.9375,14,81,0,0,0
2,62.5,15,78,0,0,0
2,64.0625,0,81,0,0,0
2,65.625,1,81,0,0,0
2,67.1875,2,81,0,0,0
2,68.75,3,81,0,0,0
2,70.3125,4,80,0,0,0
2,71.875,5,81,0,0,0
2,73.4375,6,82,0,0,0
2,75.0,7,106,0,0,0
2,76.5625,8,154,0,0,0
2,78.125,9,252,0,0,0
2,79.6875,10,381,0,0,0
2,81.25,11,514,0,0,0
2,82.8125,12,656,0,0,0
2,84.375,13,789,0,0,0
2,85.9375,14,914,0,0,0
2,87.5,15,1011,0,0,0
2,89.0625,0,1023,0,0,0
2,90.625,1,1023,0,0,0
2,92.1875,2,1023,0,0,0
2,93.75,3,1023,0,0,0
2,95.3125,4,1023,0,0,0
2,96.875,5,1023,0,0,0
2,98.4375,6,88,0,0,0
2,100.0,7,907,0,0,0
2,101.5625,8,807,633,968,979
2,103.125,9,687,632,960,911
2,104.6875,10,604,630,944,844
2,106.25,11,564,634,976,780
2,107.8125,12,533,632,960,722
2,109.375,13,514,634,976,658
2,110.9375,14,501,633,968,590
2,112.5,15,492,634,976,523
2,114.0625,0,489,633,968,464
2,115.625,1,481,632,960,399
2,117.1875,2,479,632,960,333
2,118.75,3,475,632,960,268
2,120.3125,4,469,629,936,211
2,121.875,5,466,632,960,146
2,123.4375,6,1016,0,0,0
2,125.0,7,455,634,976,11
2,126.5625,8,451,0,0,0
2,128.125,9,436,0,0,0
2,129.6875,10,425,0,0,0
2,131.25,11,424,0,0,0
2,132.8125,12,412,0,0,0
2,134.375,13,409,0,0,0
2,135.9375,14,389,0,0,0
2,137.5,15,382,0,0,0
2,139.0625,0,370,0,0,0
2,142.1875,2,350,0,0,0
2,143.75,3,337,0,0,0
2,145.3125,4,328,0,0,0
2,146.875,5,322,0,0,0
2,148.4375,6,466,0,0,78
2,150.0,7,304,0,0,0
2,151.5625,8,295,0,0,0
2,153.125,9,282,0,0,0
2,154.6875,10,278,0,0,0
2,156.25,11,272,0,0,0
2,157.8125,12,265,0,0,0
2,159.375,13,264,0,0,0
2,160.9375,14,255,0,0,0
2,162.5,15,246,0,0,0
2,164.0625,0,241,0,0,0
2,165.625,1,235,0,0,0
2,167.1875,2,235,0,0,0
2,168.75,3,227,0,0,0
2,170.3125,4,222,0,0,0
2,171.875,5,217,0,0,0
2,173.4375,6,310,0,0,0
2,175.0,7,213,0,0,0
2,176.5625,8,207,0,0,0
2,178.125,9,199,0,0,0
2,179.6875,10,201,0,0,0
2,181.25,11,199,0,0,0
2,182.8125,12,199,0,0,0
2,184.375,13,197,0,0,0
2,185.9375,14,193,0,0,0
2,187.5,15,188,0,0,0
2,189.0625,0,185,0,0,0
2,190.625,1,182,0,0,0
2,192.1875,2,182,0,0,0
2,193.75,3,181,0,0,0
2,195.3125,4,179,0,0,0
2,196.875,5,175,0,0,0
2,198.4375,6,216,0,0,0
3,0.0,7,80,0,0,0
3,1.5625,8,80,0,0,0
3,3.125,9,77,0,0,0
3,4.6875,10,76,0,0,0
3,6.25,11,82,0,0,0
3,7.8125,12,81,0,0,0
3,9.375,13,82,0,0,0
3,10.9375,14,80,0,0,0
3,12.5,15,82,0,0,0
3,14.0625,0,80,0,0,0
3,15.625,1,80,0,0,0
3,17.1875,2,77,0,0,0
3,18.75,3,80,0,0,0
3,20.3125,4,81,0,0,0
3,21.875,5,78,0,0,0
3,23.4375,6,79,0,0,0
3,25.0,7,78,0,0,0
3,26.5625,8,82,0,0,0
3,28.125,9,78,0,0,0
3,29.6875,10,80,0,0,0
3,31.25,11,81,0,0,0
3,32.8125,12,80,0,0,0
3,34.375,13,81,0,0,0
3,35.9375,14,81,0,0,0
3,37.5,15,82,0,0,0
3,39.0625,0,77,0,0,0
3,40.625,1,78,0,0,0
3,42.1875,2,76,0,0,0
3,43.75,3,78,0,0,0
3,45.3125,4,81,0,0,0
3,46.875,5,81,0,0,0
3,48.4375,6,80,0,0,0
3,50.0,7,79,0,0,0
3,51.5625,8,80,0,0,0
3,53.125,9,80,0,0,0
3,54.6875,10,80,0,0,0
3,56.25,11,82,0,0,0
3,57.8125,12,78,0,0,0
3,59.375,13,78,0,0,0
3,60.9375,14,81,0,0,0
3,62.5,15,84,0,0,0
3,64.0625,0,80,0,0,0
3,65.625,1,78,0,0,0
3,68.75,3,81,0,0,0
3,70.3125,4,82,0,0,0
3,71.875,5,82,0,0,0
3,73.4375,6,80,0,0,0
3,75.0,7,106,0,0,0
3,76.5625,8,155,0,0,0
3,78.125,9,244,0,0,0
3,79.6875,10,370,0,0,0
3,81.25,11,500,0,0,0
3,82.8125,12,635,0,0,0
3,84.375,13,768,0,0,0
3,85.9375,14,892,0,0,0
3,87.5,15,992,0,0,0
3,89.0625,0,1023,0,0,0
3,90.625,1,1023,0,0,0
3,92.1875,2,1023,0,0,0
3,93.75,3,1023,0,0,0
3,95.3125,4,1023,0,0,0
