Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,127,127,0
0,8,0,127,127,0
0,9,0,125,125,0
0,10,0,126,126,0
0,11,0,0,0,0
0,12,0,127,127,0
0,13,0,127,127,0
0,14,0,127,127,0
0,15,0,0,0,0
0,0,0,127,127,0
0,1,0,127,127,0
0,2,0,126,126,0
0,3,0,126,126,0
0,4,0,127,127,0
0,5,0,127,127,0
0,6,0,126,126,0
0,7,0,127,127,0
0,8,0,126,126,0
0,9,0,123,123,0
0,10,0,120,120,0
0,11,0,118,118,0
0,12,0,115,115,0
0,13,0,116,116,0
0,14,0,112,112,0
0,15,0,0,0,0
0,0,0,116,116,0
0,1,0,115,115,0
0,2,0,116,116,0
0,3,0,120,120,0
0,4,0,120,120,0
0,5,0,123,123,0
0,6,0,126,126,0
0,7,0,126,126,0
0,8,0,126,126,0
0,9,0,127,127,0
0,10,0,0,0,0
0,11,0,128,128,0
0,12,0,3,3,0
0,13,0,4,4,0
0,14,0,3,3,0
0,15,0,0,0,0
0,0,0,0,0,0
0,1,0,132,132,0
0,2,0,131,131,0
0,3,0,0,0,0
0,4,0,130,130,0
0,5,0,5,5,0
0,6,0,147,147,0
0,7,0,3,3,0
0,8,0,4,4,0
0,9,0,128,128,0
0,10,0,130,130,0
0,11,0,3,3,0
0,12,0,127,127,0
0,13,0,3,3,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,3,3,0
0,1,0,1,1,0
0,2,0,129,129,0
0,3,0,129,129,0
0,4,0,127,127,0
0,5,0,129,129,0
0,6,0,1,1,0
0,7,0,127,127,0
0,8,0,127,127,0
0,9,0,1,1,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,127,127,0
0,13,0,128,128,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,126,126,0
0,1,0,127,127,0
0,2,0,127,127,0
0,3,0,127,127,0
0,4,0,127,127,0
0,5,0,127,127,0
0,6,0,110,110,0
0,7,0,127,127,0
0,8,0,127,127,0
0,9,0,127,127,0
0,10,0,125,125,0
0,11,0,126,126,0
0,12,0,127,127,0
0,13,0,127,127,0
0,14,0,127,127,0
0,15,0,0,0,0
0,0,0,127,127,0
0,1,0,127,127,0
0,2,0,125,125,0
0,3,0,127,127,0
0,4,0,126,126,0
0,5,0,126,126,0
0,6,0,126,126,0
0,7,0,127,127,0
0,8,0,0,0,0
