Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,106,106,0
0,10,0,108,108,0
0,11,0,109,109,0
0,12,0,108,108,0
0,13,0,110,110,0
0,14,0,107,107,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,107,107,0
0,2,0,108,108,0
0,3,0,109,109,0
0,4,0,108,108,0
0,5,0,106,106,0
0,6,0,107,107,0
0,7,0,107,107,0
0,8,0,108,108,0
0,9,0,103,103,0
0,10,0,101,101,0
0,11,0,99,99,0
0,12,0,97,97,0
0,13,0,95,95,0
0,14,0,95,95,0
0,15,0,0,0,0
0,0,0,97,97,0
0,1,0,97,97,0
0,2,0,99,99,0
0,3,0,100,100,0
0,4,0,102,102,0
0,5,0,103,103,0
0,6,0,105,105,0
0,7,0,109,109,0
0,8,0,107,107,0
0,9,0,107,107,0
0,10,0,109,109,0
0,11,0,111,111,0
0,12,0,113,113,0
0,13,0,113,113,0
0,14,0,114,114,0
0,15,0,0,0,0
0,0,0,111,111,0
0,1,0,111,111,0
0,2,0,113,113,0
0,3,0,111,111,0
0,4,0,112,112,0
0,5,0,111,111,0
0,6,0,96,96,0
0,7,0,110,110,0
0,8,0,111,111,0
0,9,0,110,110,0
0,10,0,110,110,0
0,11,0,111,111,0
0,12,0,111,111,0
0,13,0,110,110,0
0,14,0,111,111,0
0,15,0,0,0,0
0,0,0,111,111,0
0,1,0,109,109,0
0,2,0,110,110,0
0,3,0,109,109,0
0,4,0,110,110,0
0,5,0,108,108,0
0,6,0,109,109,0
0,7,0,108,108,0
0,8,0,110,110,0
0,9,0,108,108,0
0,10,0,108,108,0
0,11,0,109,109,0
0,12,0,108,108,0
0,13,0,110,110,0
0,14,0,111,111,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,107,107,0
0,2,0,111,111,0
0,3,0,107,107,0
0,4,0,109,109,0
0,5,0,107,107,0
0,6,0,108,108,0
0,7,0,106,106,0
0,8,0,108,108,0
0,9,0,106,106,0
0,10,0,107,107,0
0,11,0,109,109,0
0,12,0,108,108,0
0,13,0,108,108,0
0,14,0,109,109,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,107,107,0
0,2,0,108,108,0
0,3,0,108,108,0
0,4,0,107,107,0
0,5,0,106,106,0
0,6,0,108,108,0
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,107,107,0
0,10,0,107,107,0
0,11,0,108,108,0
0,12,0,108,108,0
0,13,0,109,109,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,108,108,0
0,2,0,109,109,0
0,3,0,106,106,0
0,4,0,106,106,0
0,5,0,105,105,0
0,6,0,108,108,0
0,7,0,106,106,0
0,8,0,108,108,0
0,9,0,107,107,0
0,10,0,106,106,0
0,11,0,106,106,0
0,12,0,108,108,0
0,13,0,108,108,0
0,14,0,109,109,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,109,109,0
0,2,0,109,109,0
0,3,0,106,106,0
0,4,0,109,109,0
0,5,0,107,107,0
0,6,0,107,107,0
0,7,0,106,106,0
0,8,0,108,108,0
0,9,0,107,107,0
0,10,0,106,106,0
0,11,0,107,107,0
0,12,0,0,0,0
0,13,0,108,108,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,108,108,0
0,2,0,109,109,0
0,3,0,107,107,0
0,4,0,108,108,0
0,5,0,106,106,0
0,6,0,109,109,0
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,108,108,0
0,10,0,109,109,0
0,11,0,107,107,0
0,12,0,109,109,0
0,13,0,107,107,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,109,109,0
0,2,0,109,109,0
0,3,0,107,107,0
0,4,0,109,109,0
0,5,0,107,107,0
0,6,0,109,109,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,0,0,0
0,13,0,0,0,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,4,0,0,0,0
0,5,0,0,0,0
0,6,0,0,0,0
1,7,72,0,0,0
1,8,73,0,0,0
1,9,70,0,0,0
1,10,70,0,0,0
1,11,74,0,0,0
1,12,75,0,0,0
1,13,72,0,0,0
1,14,74,0,0,0
1,15,0,0,0,0
1,0,72,0,0,0
1,1,71,0,0,0
1,2,71,0,0,0
1,3,74,0,0,0
1,4,75,0,0,0
1,5,73,0,0,0
1,6,73,0,0,0
1,7,89,0,0,0
1,8,125,0,0,0
1,9,188,0,0,0
1,10,281,0,0,0
1,11,383,0,0,0
1,12,485,0,0,0
1,13,63,0,0,0
1,14,127,0,0,0
1,15,0,0,0,0
1,0,191,0,0,0
1,1,191,0,0,0
1,2,159,0,0,0
1,3,95,0,0,0
1,4,63,0,0,0
1,5,504,0,0,0
1,6,77,0,0,0
1,7,400,0,0,0
1,8,360,300,300,237
1,9,315,298,298,175
1,10,279,294,294,113
1,11,255,300,300,47
1,12,229,299,299,1005
1,13,210,297,297,944
1,14,195,297,297,881
1,15,0,0,0,0
1,0,171,296,296,751
1,1,160,294,294,688
1,2,152,292,292,626
1,3,149,296,296,560
1,4,143,295,295,494
1,5,142,298,298,432
1,6,193,0,0,0
1,7,134,297,297,301
1,8,134,0,0,0
1,9,129,0,0,0
1,10,127,0,0,0
1,11,127,0,0,0
1,12,125,0,0,0
1,13,125,0,0,0
1,14,120,0,0,0
1,15,0,0,0,0
1,0,118,0,0,0
1,1,116,0,0,0
1,2,113,0,0,0
1,3,113,0,0,0
1,4,113,0,0,0
1,5,111,0,0,0
1,6,137,288,288,370
1,7,110,0,0,0
1,8,113,0,0,0
1,9,109,0,0,0
1,10,108,0,0,0
1,11,107,0,0,0
1,12,109,0,0,0
1,13,108,0,0,0
1,14,105,0,0,0
1,15,0,0,0,0
1,0,106,0,0,0
1,1,105,0,0,0
1,2,102,0,0,0
1,3,103,0,0,0
1,4,101,0,0,0
1,5,101,0,0,0
1,6,111,0,0,0
1,7,101,0,0,0
1,8,102,0,0,0
1,9,100,0,0,0
1,10,99,0,0,0
1,11,97,0,0,0
1,12,101,0,0,0
1,13,99,0,0,0
1,14,98,0,0,0
1,15,0,0,0,0
1,0,98,0,0,0
1,1,97,0,0,0
1,2,95,0,0,0
1,3,97,0,0,0
1,4,94,0,0,0
1,5,94,0,0,0
1,6,101,0,0,0
1,7,94,0,0,0
1,8,96,0,0,0
1,9,94,0,0,0
1,10,91,0,0,0
1,11,94,0,0,0
1,12,93,0,0,0
1,13,94,0,0,0
1,14,92,0,0,0
1,15,0,0,0,0
1,0,94,0,0,0
1,1,94,0,0,0
1,2,90,0,0,0
1,3,90,0,0,0
1,4,89,0,0,0
1,5,92,0,0,0
1,6,92,0,0,0
1,7,90,0,0,0
1,8,89,0,0,0
1,9,88,0,0,0
1,10,91,0,0,0
1,11,89,0,0,0
1,12,90,0,0,0
1,13,91,0,0,0
1,14,88,0,0,0
1,15,0,0,0,0
1,0,88,0,0,0
1,1,89,0,0,0
1,2,86,0,0,0
1,3,85,0,0,0
1,4,87,0,0,0
1,5,88,0,0,0
1,6,88,0,0,0
1,7,86,0,0,0
1,8,86,0,0,0
1,9,86,0,0,0
1,10,86,0,0,0
1,11,86,0,0,0
1,12,0,0,0,0
1,13,88,0,0,0
1,14,86,0,0,0
1,15,0,0,0,0
1,0,85,0,0,0
1,1,87,0,0,0
1,2,84,0,0,0
1,3,82,0,0,0
1,4,83,0,0,0
1,5,84,0,0,0
1,6,84,0,0,0
1,7,84,0,0,0
1,8,84,0,0,0
1,9,83,0,0,0
1,10,84,0,0,0
1,11,83,0,0,0
1,12,84,0,0,0
1,13,81,0,0,0
1,14,84,0,0,0
1,15,0,0,0,0
1,0,83,0,0,0
1,1,82,0,0,0
1,2,84,0,0,0
1,3,80,0,0,0
1,4,81,0,0,0
1,5,80,0,0,0
1,6,82,0,0,0
1,7,0,0,0,0
1,8,0,0,0,0
1,9,0,0,0,0
1,10,0,0,0,0
1,11,0,0,0,0
1,12,0,0,0,0
1,13,0,0,0,0
1,14,0,0,0,0
1,15,0,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
1,2,0,0,0,0
1,3,0,0,0,0
1,4,0,0,0,0
1,5,0,0,0,0
1,6,0,0,0,0
2,7,79,0,0,0
2,8,80,0,0,0
2,9,80,0,0,0
2,10,79,0,0,0
2,11,78,0,0,0
2,12,78,0,0,0
2,13,80,0,0,0
2,14,83,0,0,0
2,15,0,0,0,0
2,0,81,0,0,0
2,1,81,0,0,0
2,2,81,0,0,0
2,3,83,0,0,0
2,4,81,0,0,0
2,5,82,0,0,0
2,6,80,0,0,0
2,7,97,0,0,0
2,8,126,0,0,0
2,9,192,0,0,0
2,10,285,0,0,0
2,11,388,0,0,0
2,12,487,0,0,0
2,13,569,0,0,0
2,14,640,0,0,0
2,15,0,0,0,0
2,0,690,0,0,0
2,1,677,0,0,0
2,2,649,0,0,0
2,3,611,0,0,0
2,4,563,0,0,0
2,5,512,0,0,0
2,6,86,0,0,0
2,7,412,0,0,0
2,8,366,298,298,235
2,9,327,301,301,169
2,10,293,298,298,106
2,11,261,303,303,42
2,12,239,302,302,1002
2,13,217,299,299,940
2,14,204,303,303,874
2,15,0,0,0,0
2,0,179,304,304,746
2,1,168,302,302,682
2,2,163,301,301,618
2,3,160,304,304,553
2,4,155,301,301,490
2,5,149,298,298,429
2,6,210,0,0,0
2,7,142,299,299,298
2,8,140,0,0,0
2,9,137,0,0,0
2,10,136,0,0,0
2,11,133,0,0,0
2,12,132,0,0,0
2,13,130,0,0,0
2,14,128,0,0,0
2,15,0,0,0,0
2,0,127,0,0,0
2,1,121,0,0,0
2,2,123,0,0,0
2,3,126,0,0,0
2,4,121,0,0,0
2,5,120,0,0,0
2,6,148,288,288,362
2,7,117,0,0,0
2,8,118,0,0,0
2,9,117,0,0,0
2,10,115,0,0,0
2,11,118,0,0,0
2,12,116,0,0,0
2,13,115,0,0,0
2,14,113,0,0,0
2,15,0,0,0,0
2,0,113,0,0,0
2,1,111,0,0,0
2,2,111,0,0,0
2,3,115,0,0,0
2,4,112,0,0,0
2,5,110,0,0,0
2,6,116,0,0,0
2,7,108,0,0,0
2,8,108,0,0,0
2,9,109,0,0,0
2,10,108,0,0,0
2,11,110,0,0,0
2,12,107,0,0,0
2,13,106,0,0,0
2,14,106,0,0,0
2,15,0,0,0,0
2,0,110,0,0,0
2,1,104,0,0,0
2,2,103,0,0,0
2,3,107,0,0,0
2,4,106,0,0,0
2,5,101,0,0,0
2,6,112,0,0,0
2,7,101,0,0,0
2,8,103,0,0,0
2,9,104,0,0,0
2,10,101,0,0,0
2,11,105,0,0,0
2,12,101,0,0,0
2,13,101,0,0,0
2,14,102,0,0,0
2,15,0,0,0,0
2,0,103,0,0,0
2,1,100,0,0,0
2,2,98,0,0,0
2,3,101,0,0,0
2,4,100,0,0,0
2,5,95,0,0,0
2,6,102,0,0,0
2,7,96,0,0,0
2,8,97,0,0,0
2,9,99,0,0,0
2,10,95,0,0,0
2,11,101,0,0,0
2,12,97,0,0,0
2,13,97,0,0,0
2,14,97,0,0,0
2,15,0,0,0,0
2,0,97,0,0,0
2,1,95,0,0,0
2,2,95,0,0,0
2,3,97,0,0,0
2,4,97,0,0,0
2,5,92,0,0,0
2,6,98,0,0,0
2,7,94,0,0,0
2,8,95,0,0,0
2,9,94,0,0,0
2,10,91,0,0,0
2,11,95,0,0,0
2,12,0,0,0,0
2,13,94,0,0,0
2,14,91,0,0,0
2,15,0,0,0,0
2,0,95,0,0,0
2,1,93,0,0,0
2,2,92,0,0,0
2,3,95,0,0,0
2,4,93,0,0,0
2,5,92,0,0,0
2,6,94,0,0,0
2,7,90,0,0,0
2,8,92,0,0,0
2,9,90,0,0,0
2,10,90,0,0,0
2,11,95,0,0,0
2,12,90,0,0,0
2,13,91,0,0,0
2,14,90,0,0,0
2,15,0,0,0,0
2,0,91,0,0,0
2,1,92,0,0,0
2,2,90,0,0,0
2,3,94,0,0,0
2,4,90,0,0,0
2,5,89,0,0,0
2,6,92,0,0,0
2,7,0,0,0,0
2,8,0,0,0,0
2,9,0,0,0,0
2,10,0,0,0,0
2,11,0,0,0,0
2,12,0,0,0,0
2,13,0,0,0,0
2,14,0,0,0,0
2,15,0,0,0,0
2,0,0,0,0,0
2,1,0,0,0,0
2,2,0,0,0,0
2,3,0,0,0,0
2,4,0,0,0,0
2,5,0,0,0,0
2,6,0,0,0,0
3,7,116,0,0,0
3,8,120,0,0,0
3,9,117,0,0,0
3,10,117,0,0,0
3,11,118,0,0,0
3,12,119,0,0,0
3,13,121,0,0,0
3,14,120,0,0,0
3,15,0,0,0,0
3,0,118,0,0,0
3,1,118,0,0,0
3,2,120,0,0,0
3,3,119,0,0,0
3,4,121,0,0,0
3,5,122,0,0,0
3,6,116,0,0,0
3,7,139,0,0,0
3,8,176,0,0,0
3,9,247,0,0,0
3,10,345,0,0,0
3,11,446,0,0,0
3,12,554,0,0,0
3,13,645,0,0,0
3,14,720,0,0,0
3,15,0,0,0,0
3,0,772,0,0,0
3,1,756,0,0,0
3,2,731,0,0,0
3,3,686,0,0,0
3,4,640,0,0,0
3,5,581,0,0,0
3,6,12,0,0,0
3,7,469,0,0,0
3,8,427,374,374,213
3,9,380,372,372,150
3,10,343,370,370,85
3,11,314,371,371,24
3,12,287,371,371,982
3,13,268,375,375,917
3,14,251,376,376,852
3,15,0,0,0,0
3,0,226,373,373,726
3,1,213,370,370,662
3,2,210,372,372,597
3,3,198,373,373,533
3,4,201,374,374,469
3,5,191,371,371,407
3,6,14,0,0,0
3,7,186,370,370,277
3,8,182,0,0,0
