Time,ToA_mean,ToA_std,Amplitude
81.25,546.0,0.0,200
56.25,389.0,0.0,500
56.25,348.0,0.0,800
56.25,338.0,0.0,1100
56.25,331.0,0.0,1400
56.25,327.0,0.0,1700
56.25,328.0,0.0,2000
56.25,325.0,0.0,2300
56.25,325.0,0.0,2600
56.25,324.0,0.0,2900
56.25,325.0,0.0,3200
56.25,325.0,0.0,3500
