Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,110,110,0
0,8,0,106,106,0
0,9,0,109,109,0
0,10,0,105,105,0
0,11,0,108,108,0
0,12,0,107,107,0
0,13,0,108,108,0
0,14,0,109,109,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,108,108,0
0,2,0,108,108,0
0,3,0,108,108,0
0,4,0,108,108,0
0,5,0,107,107,0
0,6,0,106,106,0
0,7,0,108,108,0
0,8,0,106,106,0
0,9,0,107,107,0
0,10,0,102,102,0
0,11,0,102,102,0
0,12,0,100,100,0
0,13,0,98,98,0
0,14,0,100,100,0
0,15,0,0,0,0
0,0,0,99,99,0
0,1,0,99,99,0
0,2,0,101,101,0
0,3,0,102,102,0
0,4,0,103,103,0
0,5,0,105,105,0
0,6,0,108,108,0
0,7,0,107,107,0
0,8,0,108,108,0
0,9,0,109,109,0
0,10,0,109,109,0
0,11,0,109,109,0
0,12,0,111,111,0
0,13,0,111,111,0
0,14,0,111,111,0
0,15,0,0,0,0
0,0,0,111,111,0
0,1,0,111,111,0
0,2,0,111,111,0
0,3,0,111,111,0
0,4,0,111,111,0
0,5,0,111,111,0
0,6,0,110,110,0
0,7,0,111,111,0
0,8,0,110,110,0
0,9,0,110,110,0
0,10,0,111,111,0
0,11,0,110,110,0
0,12,0,110,110,0
0,13,0,110,110,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,110,110,0
0,1,0,111,111,0
0,2,0,108,108,0
0,3,0,109,109,0
0,4,0,109,109,0
0,5,0,109,109,0
0,6,0,109,109,0
0,7,0,109,109,0
0,8,0,109,109,0
0,9,0,110,110,0
0,10,0,110,110,0
0,11,0,109,109,0
0,12,0,109,109,0
0,13,0,108,108,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,107,107,0
0,2,0,109,109,0
0,3,0,108,108,0
0,4,0,106,106,0
0,5,0,109,109,0
0,6,0,108,108,0
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,109,109,0
0,10,0,108,108,0
0,11,0,107,107,0
0,12,0,108,108,0
0,13,0,109,109,0
0,14,0,107,107,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,108,108,0
0,2,0,107,107,0
0,3,0,106,106,0
0,4,0,107,107,0
0,5,0,108,108,0
0,6,0,107,107,0
0,7,0,107,107,0
0,8,0,106,106,0
0,9,0,108,108,0
0,10,0,107,107,0
0,11,0,108,108,0
0,12,0,107,107,0
0,13,0,109,109,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,110,110,0
0,1,0,106,106,0
0,2,0,109,109,0
0,3,0,107,107,0
0,4,0,107,107,0
0,5,0,110,110,0
0,6,0,108,108,0
0,7,0,107,107,0
0,8,0,0,0,0
0,9,0,107,107,0
0,10,0,108,108,0
0,11,0,107,107,0
0,12,0,109,109,0
0,13,0,108,108,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,107,107,0
0,2,0,109,109,0
0,3,0,108,108,0
0,4,0,106,106,0
0,5,0,108,108,0
0,6,0,107,107,0
0,7,0,108,108,0
0,8,0,106,106,0
0,9,0,108,108,0
0,10,0,107,107,0
0,11,0,107,107,0
0,12,0,107,107,0
0,13,0,109,109,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,106,106,0
0,2,0,107,107,0
0,3,0,108,108,0
0,4,0,107,107,0
0,5,0,108,108,0
0,6,0,108,108,0
0,7,0,106,106,0
0,8,0,107,107,0
0,9,0,106,106,0
0,10,0,109,109,0
0,11,0,109,109,0
0,12,0,109,109,0
0,13,0,109,109,0
0,14,0,107,107,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,108,108,0
0,2,0,109,109,0
0,3,0,108,108,0
0,4,0,108,108,0
0,5,0,108,108,0
0,6,0,108,108,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,0,0,0
0,13,0,0,0,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,4,0,0,0,0
0,5,0,0,0,0
0,6,0,0,0,0
1,7,72,0,0,0
1,8,72,0,0,0
1,9,73,0,0,0
1,10,74,0,0,0
1,11,69,0,0,0
1,12,74,0,0,0
1,13,72,0,0,0
1,14,74,0,0,0
1,15,0,0,0,0
1,0,72,0,0,0
1,1,72,0,0,0
1,2,75,0,0,0
1,3,72,0,0,0
1,4,74,0,0,0
1,5,76,0,0,0
1,6,74,0,0,0
1,7,84,0,0,0
1,8,104,0,0,0
1,9,148,0,0,0
1,10,213,0,0,0
1,11,283,0,0,0
1,12,362,0,0,0
1,13,424,0,0,0
1,14,473,0,0,0
1,15,0,0,0,0
1,0,509,0,0,0
1,1,502,0,0,0
1,2,487,0,0,0
1,3,454,0,0,0
1,4,422,0,0,0
1,5,387,0,0,0
1,6,77,0,0,0
1,7,314,0,0,0
1,8,284,172,172,258
1,9,255,184,184,194
1,10,229,171,171,131
1,11,209,172,172,68
1,12,193,180,180,1023
1,13,177,185,185,961
1,14,166,178,178,899
1,15,0,0,0,0
1,0,148,174,174,770
1,1,144,184,184,706
1,2,137,179,179,643
1,3,133,185,185,578
1,4,126,175,175,512
1,5,126,184,184,449
1,6,92,0,0,0
1,7,120,173,173,320
1,8,118,0,0,0
1,9,120,0,0,0
1,10,116,0,0,0
1,11,114,0,0,0
1,12,115,0,0,0
1,13,112,0,0,0
1,14,112,0,0,0
1,15,0,0,0,0
1,0,109,0,0,0
1,1,106,0,0,0
1,2,105,0,0,0
1,3,106,0,0,0
1,4,101,0,0,0
1,5,105,0,0,0
1,6,124,161,161,389
1,7,102,0,0,0
1,8,101,0,0,0
1,9,103,0,0,0
1,10,102,0,0,0
1,11,98,0,0,0
1,12,101,0,0,0
1,13,100,0,0,0
1,14,102,0,0,0
1,15,0,0,0,0
1,0,100,0,0,0
1,1,98,0,0,0
1,2,97,0,0,0
1,3,98,0,0,0
1,4,95,0,0,0
1,5,95,0,0,0
1,6,104,0,0,0
1,7,95,0,0,0
1,8,94,0,0,0
1,9,95,0,0,0
1,10,95,0,0,0
1,11,93,0,0,0
1,12,94,0,0,0
1,13,93,0,0,0
1,14,95,0,0,0
1,15,0,0,0,0
1,0,92,0,0,0
1,1,92,0,0,0
1,2,92,0,0,0
1,3,91,0,0,0
1,4,89,0,0,0
1,5,90,0,0,0
1,6,92,0,0,0
1,7,92,0,0,0
1,8,90,0,0,0
1,9,89,0,0,0
1,10,87,0,0,0
1,11,89,0,0,0
1,12,91,0,0,0
1,13,89,0,0,0
1,14,92,0,0,0
1,15,0,0,0,0
1,0,89,0,0,0
1,1,88,0,0,0
1,2,88,0,0,0
1,3,86,0,0,0
1,4,86,0,0,0
1,5,86,0,0,0
1,6,92,0,0,0
1,7,85,0,0,0
1,8,0,0,0,0
1,9,87,0,0,0
1,10,86,0,0,0
1,11,82,0,0,0
1,12,86,0,0,0
1,13,84,0,0,0
1,14,86,0,0,0
1,15,0,0,0,0
1,0,86,0,0,0
1,1,87,0,0,0
1,2,87,0,0,0
1,3,83,0,0,0
1,4,82,0,0,0
1,5,85,0,0,0
1,6,85,0,0,0
1,7,82,0,0,0
1,8,83,0,0,0
1,9,84,0,0,0
1,10,82,0,0,0
1,11,82,0,0,0
1,12,83,0,0,0
1,13,83,0,0,0
1,14,86,0,0,0
1,15,0,0,0,0
1,0,82,0,0,0
1,1,82,0,0,0
1,2,84,0,0,0
1,3,82,0,0,0
1,4,80,0,0,0
1,5,82,0,0,0
1,6,84,0,0,0
1,7,81,0,0,0
1,8,80,0,0,0
1,9,82,0,0,0
1,10,80,0,0,0
1,11,81,0,0,0
1,12,81,0,0,0
1,13,81,0,0,0
1,14,84,0,0,0
1,15,0,0,0,0
1,0,80,0,0,0
1,1,81,0,0,0
1,2,81,0,0,0
1,3,79,0,0,0
1,4,78,0,0,0
1,5,80,0,0,0
1,6,82,0,0,0
1,7,0,0,0,0
1,8,0,0,0,0
1,9,0,0,0,0
1,10,0,0,0,0
1,11,0,0,0,0
1,12,0,0,0,0
1,13,0,0,0,0
1,14,0,0,0,0
1,15,0,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
1,2,0,0,0,0
1,3,0,0,0,0
1,4,0,0,0,0
1,5,0,0,0,0
1,6,0,0,0,0
2,7,80,0,0,0
2,8,80,0,0,0
2,9,80,0,0,0
2,10,80,0,0,0
2,11,80,0,0,0
2,12,82,0,0,0
2,13,79,0,0,0
2,14,80,0,0,0
2,15,0,0,0,0
2,0,80,0,0,0
2,1,81,0,0,0
2,2,81,0,0,0
2,3,80,0,0,0
2,4,80,0,0,0
2,5,81,0,0,0
2,6,80,0,0,0
2,7,88,0,0,0
2,8,109,0,0,0
2,9,147,0,0,0
2,10,213,0,0,0
2,11,288,0,0,0
2,12,360,0,0,0
2,13,419,0,0,0
2,14,469,0,0,0
2,15,0,0,0,0
2,0,507,0,0,0
2,1,500,0,0,0
2,2,484,0,0,0
2,3,457,0,0,0
2,4,432,0,0,0
2,5,392,0,0,0
2,6,84,0,0,0
2,7,321,0,0,0
2,8,292,186,186,252
2,9,262,175,175,190
2,10,238,173,173,126
2,11,217,175,175,61
2,12,201,188,188,1019
2,13,184,177,177,959
2,14,172,174,174,895
2,15,0,0,0,0
2,0,156,188,188,765
2,1,151,186,186,702
2,2,145,177,177,637
2,3,138,189,189,575
2,4,136,190,190,507
2,5,133,175,175,447
2,6,69,0,0,0
2,7,127,190,190,317
2,8,126,0,0,0
2,9,125,0,0,0
2,10,121,0,0,0
2,11,122,0,0,0
2,12,122,0,0,0
2,13,118,0,0,0
2,14,118,0,0,0
2,15,0,0,0,0
2,0,116,0,0,0
2,1,117,0,0,0
2,2,116,0,0,0
2,3,112,0,0,0
2,4,112,0,0,0
2,5,112,0,0,0
2,6,129,161,161,383
2,7,110,0,0,0
