Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,107,107,0
0,8,0,106,106,0
0,9,0,104,104,0
0,10,0,105,105,0
0,11,0,106,106,0
0,12,0,106,106,0
0,13,0,105,105,0
0,14,0,106,106,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,106,106,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,105,105,0
0,5,0,105,105,0
0,6,0,105,105,0
0,7,0,105,105,0
0,8,0,104,104,0
0,9,0,103,103,0
0,10,0,99,99,0
0,11,0,99,99,0
0,12,0,95,95,0
0,13,0,97,97,0
0,14,0,97,97,0
0,15,0,0,0,0
0,0,0,95,95,0
0,1,0,97,97,0
0,2,0,97,97,0
0,3,0,99,99,0
0,4,0,101,101,0
0,5,0,102,102,0
0,6,0,105,105,0
0,7,0,105,105,0
0,8,0,106,106,0
0,9,0,106,106,0
0,10,0,105,105,0
0,11,0,107,107,0
0,12,0,107,107,0
0,13,0,107,107,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,110,110,0
0,1,0,109,109,0
0,2,0,109,109,0
0,3,0,110,110,0
0,4,0,108,108,0
0,5,0,110,110,0
0,6,0,108,108,0
0,7,0,110,110,0
0,8,0,108,108,0
0,9,0,107,107,0
0,10,0,106,106,0
0,11,0,109,109,0
0,12,0,107,107,0
0,13,0,107,107,0
0,14,0,107,107,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,107,107,0
0,2,0,108,108,0
0,3,0,108,108,0
0,4,0,107,107,0
0,5,0,107,107,0
0,6,0,106,106,0
0,7,0,106,106,0
0,8,0,106,106,0
0,9,0,104,104,0
0,10,0,103,103,0
0,11,0,106,106,0
0,12,0,108,108,0
0,13,0,106,106,0
0,14,0,106,106,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,104,104,0
0,2,0,105,105,0
0,3,0,106,106,0
0,4,0,106,106,0
0,5,0,105,105,0
0,6,0,105,105,0
0,7,0,105,105,0
0,8,0,107,107,0
0,9,0,105,105,0
0,10,0,105,105,0
0,11,0,105,105,0
0,12,0,107,107,0
0,13,0,105,105,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,104,104,0
0,2,0,107,107,0
0,3,0,104,104,0
0,4,0,105,105,0
0,5,0,106,106,0
0,6,0,106,106,0
0,7,0,104,104,0
0,8,0,105,105,0
0,9,0,104,104,0
0,10,0,104,104,0
0,11,0,105,105,0
0,12,0,106,106,0
0,13,0,103,103,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,105,105,0
0,2,0,105,105,0
0,3,0,104,104,0
0,4,0,106,106,0
0,5,0,106,106,0
0,6,0,106,106,0
0,7,0,105,105,0
0,8,0,105,105,0
0,9,0,104,104,0
0,10,0,105,105,0
0,11,0,105,105,0
0,12,0,105,105,0
0,13,0,105,105,0
0,14,0,106,106,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,105,105,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,106,106,0
0,5,0,105,105,0
0,6,0,105,105,0
0,7,0,105,105,0
0,8,0,105,105,0
0,9,0,103,103,0
0,10,0,105,105,0
0,11,0,106,106,0
0,12,0,107,107,0
0,13,0,105,105,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,104,104,0
0,2,0,106,106,0
0,3,0,107,107,0
0,4,0,105,105,0
0,5,0,108,108,0
0,6,0,104,104,0
0,7,0,105,105,0
0,8,0,104,104,0
0,9,0,102,102,0
0,10,0,105,105,0
0,11,0,106,106,0
0,12,0,105,105,0
0,13,0,107,107,0
0,14,0,104,104,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,107,107,0
0,2,0,105,105,0
0,3,0,104,104,0
0,4,0,106,106,0
0,5,0,106,106,0
0,6,0,105,105,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,0,0,0
0,13,0,0,0,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,4,0,0,0,0
0,5,0,0,0,0
0,6,0,0,0,0
1,7,38,0,0,0
1,8,37,0,0,0
1,9,33,0,0,0
1,10,34,0,0,0
1,11,35,0,0,0
1,12,35,0,0,0
1,13,33,0,0,0
1,14,36,0,0,0
1,15,0,0,0,0
1,0,33,0,0,0
1,1,33,0,0,0
1,2,36,0,0,0
1,3,34,0,0,0
1,4,37,0,0,0
1,5,31,0,0,0
1,6,36,0,0,0
1,7,42,0,0,0
1,8,55,0,0,0
1,9,82,0,0,0
1,10,136,0,0,0
1,11,205,0,0,0
1,12,275,0,0,0
1,13,334,0,0,0
1,14,383,0,0,0
1,15,0,0,0,0
1,0,434,0,0,0
1,1,433,0,0,0
1,2,423,0,0,0
1,3,399,0,0,0
1,4,373,0,0,0
1,5,336,0,0,0
1,6,40,0,0,0
1,7,274,0,0,0
1,8,243,0,0,0
1,9,212,140,140,729
1,10,191,141,141,662
1,11,173,146,146,597
1,12,155,139,139,533
1,13,140,131,131,472
1,14,127,138,138,408
1,15,0,0,0,0
1,0,112,140,140,277
1,1,105,142,142,215
1,2,101,142,142,150
1,3,95,145,145,85
1,4,93,142,142,20
1,5,86,139,139,986
1,6,52,0,0,0
1,7,85,143,143,852
1,8,84,142,142,789
1,9,77,0,0,0
1,10,78,0,0,0
1,11,77,0,0,0
1,12,74,0,0,0
1,13,73,0,0,0
1,14,72,0,0,0
1,15,0,0,0,0
1,0,72,0,0,0
1,1,67,0,0,0
1,2,69,0,0,0
1,3,70,0,0,0
1,4,70,0,0,0
1,5,66,0,0,0
1,6,88,148,148,917
1,7,66,0,0,0
1,8,65,0,0,0
1,9,61,0,0,0
1,10,63,0,0,0
1,11,64,0,0,0
1,12,63,0,0,0
1,13,61,0,0,0
1,14,61,0,0,0
1,15,0,0,0,0
1,0,60,0,0,0
1,1,57,0,0,0
1,2,61,0,0,0
1,3,59,0,0,0
1,4,59,0,0,0
1,5,57,0,0,0
1,6,66,0,0,0
1,7,59,0,0,0
1,8,57,0,0,0
1,9,56,0,0,0
1,10,55,0,0,0
1,11,56,0,0,0
1,12,58,0,0,0
1,13,53,0,0,0
1,14,53,0,0,0
1,15,0,0,0,0
1,0,54,0,0,0
1,1,53,0,0,0
1,2,54,0,0,0
1,3,54,0,0,0
1,4,54,0,0,0
1,5,52,0,0,0
1,6,57,0,0,0
1,7,53,0,0,0
1,8,53,0,0,0
1,9,49,0,0,0
1,10,51,0,0,0
1,11,51,0,0,0
1,12,52,0,0,0
1,13,48,0,0,0
1,14,49,0,0,0
1,15,0,0,0,0
1,0,49,0,0,0
1,1,49,0,0,0
1,2,49,0,0,0
1,3,50,0,0,0
1,4,50,0,0,0
1,5,48,0,0,0
1,6,53,0,0,0
1,7,48,0,0,0
1,8,49,0,0,0
1,9,44,0,0,0
1,10,49,0,0,0
1,11,47,0,0,0
1,12,49,0,0,0
1,13,44,0,0,0
1,14,46,0,0,0
1,15,0,0,0,0
1,0,47,0,0,0
1,1,44,0,0,0
1,2,46,0,0,0
1,3,48,0,0,0
1,4,46,0,0,0
1,5,45,0,0,0
1,6,46,0,0,0
1,7,46,0,0,0
1,8,46,0,0,0
1,9,43,0,0,0
1,10,45,0,0,0
1,11,45,0,0,0
1,12,46,0,0,0
1,13,44,0,0,0
1,14,43,0,0,0
1,15,0,0,0,0
1,0,42,0,0,0
1,1,43,0,0,0
1,2,44,0,0,0
1,3,46,0,0,0
1,4,43,0,0,0
1,5,44,0,0,0
1,6,44,0,0,0
1,7,44,0,0,0
1,8,44,0,0,0
1,9,41,0,0,0
1,10,44,0,0,0
1,11,43,0,0,0
1,12,43,0,0,0
1,13,42,0,0,0
1,14,41,0,0,0
1,15,0,0,0,0
1,0,41,0,0,0
1,1,44,0,0,0
1,2,44,0,0,0
1,3,43,0,0,0
1,4,41,0,0,0
1,5,41,0,0,0
1,6,41,0,0,0
1,7,0,0,0,0
1,8,0,0,0,0
1,9,0,0,0,0
1,10,0,0,0,0
1,11,0,0,0,0
1,12,0,0,0,0
1,13,0,0,0,0
1,14,0,0,0,0
1,15,0,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
1,2,0,0,0,0
1,3,0,0,0,0
1,4,0,0,0,0
1,5,0,0,0,0
1,6,0,0,0,0
2,7,92,0,0,0
2,8,88,0,0,0
2,9,88,0,0,0
2,10,89,0,0,0
2,11,89,0,0,0
2,12,93,0,0,0
2,13,95,0,0,0
2,14,92,0,0,0
2,15,0,0,0,0
2,0,92,0,0,0
2,1,90,0,0,0
2,2,90,0,0,0
2,3,91,0,0,0
2,4,91,0,0,0
2,5,93,0,0,0
2,6,92,0,0,0
2,7,100,0,0,0
2,8,113,0,0,0
2,9,158,0,0,0
2,10,217,0,0,0
2,11,290,0,0,0
2,12,369,0,0,0
2,13,436,0,0,0
2,14,483,0,0,0
2,15,0,0,0,0
2,0,530,0,0,0
2,1,525,0,0,0
2,2,508,0,0,0
2,3,481,0,0,0
2,4,447,0,0,0
2,5,418,0,0,0
2,6,94,0,0,0
2,7,343,0,0,0
2,8,306,221,221,764
2,9,279,219,219,696
2,10,251,219,219,630
2,11,234,220,220,565
2,12,218,222,222,504
2,13,204,226,226,438
2,14,188,222,222,373
2,15,0,0,0,0
2,0,172,223,223,248
2,1,161,219,219,184
2,2,157,220,220,119
2,3,151,219,219,52
2,4,146,220,220,1018
2,5,147,222,222,953
2,6,92,0,0,0
2,7,142,219,219,819
2,8,137,0,0,0
2,9,135,0,0,0
2,10,133,0,0,0
2,11,137,0,0,0
2,12,136,0,0,0
2,13,134,0,0,0
2,14,129,0,0,0
2,15,0,0,0,0
2,0,130,0,0,0
2,1,126,0,0,0
2,2,127,0,0,0
2,3,126,0,0,0
2,4,123,0,0,0
2,5,126,0,0,0
2,6,141,192,192,888
2,7,123,0,0,0
2,8,118,0,0,0
