Time,ToA_mean,ToA_std,Amplitude
81.25,395.0,0.0,100
56.25,149.0,0.0,200
56.25,103.0,0.0,300
56.25,74.0,0.0,400
56.25,68.0,0.0,450
56.25,47.0,0.0,600
56.25,36.0,0.0,750
56.25,32.0,0.0,800
56.25,29.0,0.0,850
56.25,26.0,0.0,925
56.25,17.0,0.0,1135
56.25,16.0,0.0,1200
56.25,13.0,0.0,1345
56.25,12.0,0.0,1400
56.25,10.0,0.0,1450
56.25,9.0,0.0,1550
56.25,8.0,0.0,1600
56.25,7.0,0.0,1650
