Channel,Time,Phase,ADC,TOT,ToA
5,9.375,7,100,0,0
5,31.25,7,99,0,0
5,32.8125,7,101,0,0
5,34.375,7,100,0,0
5,56.25,7,99,0,0
5,57.8125,7,100,0,0
5,59.375,7,101,0,0
5,81.25,7,150,0,0
5,82.8125,7,174,0,0
5,84.375,7,200,0,0
5,106.25,7,221,0,0
5,107.8125,7,209,0,0
5,109.375,7,203,0,0
5,131.25,7,141,0,0
5,132.8125,7,138,0,0
5,134.375,7,137,0,0
5,156.25,7,123,0,0
5,157.8125,7,122,0,0
5,159.375,7,120,0,0
5,181.25,7,116,0,0
5,182.8125,7,115,0,0
5,184.375,7,116,0,0
5,206.25,7,111,0,0
5,207.8125,7,113,0,0
5,209.375,7,112,0,0
5,231.25,7,107,0,0
5,232.8125,7,109,0,0
5,234.375,7,109,0,0
6,6.25,7,97,0,0
6,7.8125,7,99,0,0
6,9.375,7,100,0,0
6,31.25,7,97,0,0
6,32.8125,7,99,0,0
6,34.375,7,99,0,0
6,56.25,7,97,0,0
6,57.8125,7,98,0,0
6,59.375,7,99,0,0
6,81.25,7,151,0,0
6,82.8125,7,173,0,0
6,84.375,7,200,0,0
6,106.25,7,217,0,0
6,107.8125,7,207,0,0
6,109.375,7,198,0,0
6,131.25,7,138,0,0
6,132.8125,7,136,0,0
6,134.375,7,137,0,0
6,156.25,7,119,0,0
6,157.8125,7,121,0,0
6,159.375,7,119,0,0
6,181.25,7,113,0,0
6,182.8125,7,113,0,0
6,184.375,7,113,0,0
6,206.25,7,109,0,0
6,207.8125,7,110,0,0
6,209.375,7,111,0,0
6,231.25,7,107,0,0
6,232.8125,7,106,0,0
6,234.375,7,109,0,0
7,6.25,7,100,0,0
7,7.8125,7,100,0,0
7,9.375,7,101,0,0
7,31.25,7,99,0,0
7,32.8125,7,101,0,0
7,34.375,7,101,0,0
7,56.25,7,99,0,0
7,57.8125,7,99,0,0
7,59.375,7,101,0,0
7,81.25,7,147,0,0
7,82.8125,7,171,0,0
7,84.375,7,197,0,0
7,106.25,7,219,0,0
7,107.8125,7,206,0,0
7,109.375,7,200,0,0
7,131.25,7,140,0,0
7,132.8125,7,137,0,0
7,134.375,7,136,0,0
7,156.25,7,122,0,0
7,157.8125,7,120,0,0
7,159.375,7,121,0,0
7,181.25,7,113,0,0
7,182.8125,7,115,0,0
7,184.375,7,114,0,0
7,206.25,7,111,0,0
7,207.8125,7,111,0,0
7,209.375,7,111,0,0
7,231.25,7,108,0,0
7,232.8125,7,108,0,0
7,234.375,7,110,0,0
8,6.25,7,103,0,0
8,7.8125,7,102,0,0
8,9.375,7,101,0,0
8,31.25,7,101,0,0
8,32.8125,7,103,0,0
8,34.375,7,101,0,0
8,56.25,7,100,0,0
8,57.8125,7,100,0,0
8,59.375,7,100,0,0
8,81.25,7,150,0,0
8,82.8125,7,172,0,0
8,84.375,7,196,0,0
8,106.25,7,217,0,0
8,107.8125,7,207,0,0
8,109.375,7,197,0,0
8,131.25,7,139,0,0
8,132.8125,7,138,0,0
8,134.375,7,137,0,0
8,156.25,7,123,0,0
8,157.8125,7,121,0,0
8,159.375,7,122,0,0
8,181.25,7,116,0,0
8,182.8125,7,116,0,0
8,184.375,7,117,0,0
8,206.25,7,111,0,0
8,207.8125,7,114,0,0
8,209.375,7,111,0,0
8,231.25,7,110,0,0
8,232.8125,7,111,0,0
8,234.375,7,110,0,0
9,6.25,7,126,0,0
9,7.8125,7,126,0,0
9,9.375,7,125,0,0
9,31.25,7,127,0,0
9,32.8125,7,126,0,0
9,34.375,7,126,0,0
9,56.25,7,127,0,0
9,57.8125,7,127,0,0
9,59.375,7,125,0,0
9,81.25,7,199,0,0
9,82.8125,7,229,0,0
9,84.375,7,255,0,0
9,106.25,7,241,0,0
9,107.8125,7,229,0,0
9,109.375,7,223,0,0
9,131.25,7,167,0,0
9,132.8125,7,160,0,0
9,134.375,7,161,0,0
9,156.25,7,148,0,0
9,157.8125,7,147,0,0
9,159.375,7,147,0,0
9,181.25,7,141,0,0
9,182.8125,7,139,0,0
9,184.375,7,141,0,0
9,206.25,7,137,0,0
9,207.8125,7,137,0,0
9,209.375,7,137,0,0
9,231.25,7,135,0,0
9,232.8125,7,133,0,0
9,234.375,7,134,0,0
10,6.25,7,102,0,0
10,7.8125,7,104,0,0
10,9.375,7,103,0,0
10,31.25,7,104,0,0
10,32.8125,7,103,0,0
10,34.375,7,103,0,0
10,56.25,7,102,0,0
10,57.8125,7,101,0,0
10,59.375,7,104,0,0
10,81.25,7,148,0,0
10,82.8125,7,169,0,0
10,84.375,7,193,0,0
10,106.25,7,215,0,0
10,107.8125,7,205,0,0
10,109.375,7,196,0,0
10,131.25,7,139,0,0
10,132.8125,7,137,0,0
10,134.375,7,136,0,0
10,156.25,7,123,0,0
10,157.8125,7,124,0,0
10,159.375,7,123,0,0
10,181.25,7,116,0,0
10,182.8125,7,117,0,0
10,184.375,7,117,0,0
10,206.25,7,113,0,0
10,207.8125,7,114,0,0
10,209.375,7,113,0,0
10,231.25,7,111,0,0
10,232.8125,7,111,0,0
10,234.375,7,111,0,0
11,6.25,7,102,0,0
11,7.8125,7,104,0,0
11,9.375,7,104,0,0
11,31.25,7,102,0,0
11,32.8125,7,104,0,0
11,34.375,7,102,0,0
11,56.25,7,101,0,0
11,57.8125,7,104,0,0
11,59.375,7,102,0,0
11,81.25,7,153,0,0
11,82.8125,7,175,0,0
11,84.375,7,201,0,0
11,106.25,7,221,0,0
11,107.8125,7,214,0,0
11,109.375,7,205,0,0
11,131.25,7,142,0,0
11,132.8125,7,142,0,0
11,134.375,7,139,0,0
11,156.25,7,127,0,0
11,157.8125,7,127,0,0
11,159.375,7,124,0,0
11,181.25,7,118,0,0
11,182.8125,7,119,0,0
11,184.375,7,118,0,0
11,206.25,7,113,0,0
11,207.8125,7,113,0,0
11,209.375,7,114,0,0
11,231.25,7,111,0,0
11,232.8125,7,111,0,0
11,234.375,7,113,0,0
12,6.25,7,99,0,0
12,7.8125,7,101,0,0
12,9.375,7,101,0,0
12,31.25,7,101,0,0
12,32.8125,7,100,0,0
12,34.375,7,101,0,0
12,56.25,7,100,0,0
12,57.8125,7,102,0,0
12,59.375,7,101,0,0
12,81.25,7,152,0,0
12,82.8125,7,177,0,0
12,84.375,7,201,0,0
12,106.25,7,223,0,0
12,107.8125,7,213,0,0
12,109.375,7,202,0,0
12,131.25,7,141,0,0
12,132.8125,7,139,0,0
12,134.375,7,136,0,0
12,156.25,7,125,0,0
12,157.8125,7,122,0,0
12,159.375,7,122,0,0
12,181.25,7,117,0,0
12,182.8125,7,116,0,0
12,184.375,7,115,0,0
12,206.25,7,111,0,0
12,207.8125,7,111,0,0
12,209.375,7,111,0,0
12,231.25,7,109,0,0
12,232.8125,7,109,0,0
12,234.375,7,110,0,0
13,6.25,7,102,0,0
13,7.8125,7,102,0,0
13,9.375,7,102,0,0
13,31.25,7,101,0,0
13,32.8125,7,101,0,0
13,34.375,7,101,0,0
13,56.25,7,101,0,0
13,57.8125,7,102,0,0
13,59.375,7,102,0,0
13,81.25,7,148,0,0
13,82.8125,7,171,0,0
13,84.375,7,196,0,0
13,106.25,7,215,0,0
13,107.8125,7,207,0,0
13,109.375,7,195,0,0
13,131.25,7,137,0,0
13,132.8125,7,138,0,0
13,134.375,7,136,0,0
13,156.25,7,122,0,0
13,157.8125,7,122,0,0
13,159.375,7,120,0,0
13,181.25,7,117,0,0
13,182.8125,7,115,0,0
13,184.375,7,115,0,0
13,206.25,7,111,0,0
13,207.8125,7,111,0,0
13,209.375,7,112,0,0
13,231.25,7,110,0,0
13,232.8125,7,110,0,0
13,234.375,7,110,0,0
14,6.25,7,95,0,0
14,7.8125,7,97,0,0
14,9.375,7,97,0,0
14,31.25,7,97,0,0
14,32.8125,7,95,0,0
14,34.375,7,97,0,0
14,56.25,7,94,0,0
14,57.8125,7,98,0,0
14,59.375,7,97,0,0
14,81.25,7,148,0,0
14,82.8125,7,170,0,0
14,84.375,7,197,0,0
14,106.25,7,219,0,0
14,107.8125,7,210,0,0
14,109.375,7,200,0,0
14,131.25,7,137,0,0
14,132.8125,7,136,0,0
14,134.375,7,137,0,0
14,156.25,7,119,0,0
14,157.8125,7,118,0,0
14,159.375,7,118,0,0
14,181.25,7,112,0,0
14,182.8125,7,112,0,0
14,184.375,7,111,0,0
14,206.25,7,109,0,0
14,207.8125,7,109,0,0
14,209.375,7,110,0,0
14,231.25,7,107,0,0
14,232.8125,7,106,0,0
14,234.375,7,106,0,0
15,6.25,7,102,0,0
15,7.8125,7,101,0,0
15,9.375,7,99,0,0
15,31.25,7,101,0,0
15,32.8125,7,100,0,0
15,34.375,7,101,0,0
15,56.25,7,99,0,0
15,57.8125,7,99,0,0
15,59.375,7,99,0,0
15,81.25,7,148,0,0
15,82.8125,7,168,0,0
15,84.375,7,192,0,0
15,106.25,7,217,0,0
15,107.8125,7,206,0,0
15,109.375,7,195,0,0
15,131.25,7,140,0,0
15,132.8125,7,138,0,0
15,134.375,7,135,0,0
15,156.25,7,122,0,0
15,157.8125,7,121,0,0
15,159.375,7,119,0,0
15,181.25,7,117,0,0
15,182.8125,7,115,0,0
15,184.375,7,117,0,0
15,206.25,7,111,0,0
15,207.8125,7,111,0,0
15,209.375,7,111,0,0
15,231.25,7,108,0,0
15,232.8125,7,110,0,0
15,234.375,7,110,0,0
16,6.25,7,99,0,0
16,7.8125,7,100,0,0
16,9.375,7,100,0,0
16,31.25,7,101,0,0
16,32.8125,7,101,0,0
16,34.375,7,100,0,0
16,56.25,7,100,0,0
16,57.8125,7,99,0,0
16,59.375,7,101,0,0
16,81.25,7,150,0,0
16,82.8125,7,173,0,0
16,84.375,7,196,0,0
16,106.25,7,218,0,0
16,107.8125,7,208,0,0
16,109.375,7,199,0,0
16,131.25,7,140,0,0
16,132.8125,7,137,0,0
16,134.375,7,137,0,0
16,156.25,7,123,0,0
16,157.8125,7,120,0,0
16,159.375,7,122,0,0
16,181.25,7,115,0,0
16,182.8125,7,115,0,0
16,184.375,7,115,0,0
16,206.25,7,111,0,0
16,207.8125,7,111,0,0
16,209.375,7,111,0,0
16,231.25,7,110,0,0
16,232.8125,7,109,0,0
16,234.375,7,110,0,0
17,6.25,7,101,0,0
17,7.8125,7,99,0,0
17,9.375,7,101,0,0
17,31.25,7,100,0,0
17,32.8125,7,100,0,0
17,34.375,7,99,0,0
17,56.25,7,99,0,0
17,57.8125,7,100,0,0
17,59.375,7,100,0,0
17,81.25,7,149,0,0
17,82.8125,7,173,0,0
17,84.375,7,196,0,0
17,106.25,7,218,0,0
17,107.8125,7,210,0,0
17,109.375,7,200,0,0
17,131.25,7,141,0,0
17,132.8125,7,139,0,0
17,134.375,7,133,0,0
17,156.25,7,121,0,0
17,157.8125,7,121,0,0
17,159.375,7,121,0,0
17,181.25,7,114,0,0
17,182.8125,7,116,0,0
17,184.375,7,117,0,0
17,206.25,7,110,0,0
17,207.8125,7,111,0,0
17,209.375,7,111,0,0
17,231.25,7,109,0,0
17,232.8125,7,108,0,0
17,234.375,7,108,0,0
18,6.25,7,95,0,0
18,7.8125,7,95,0,0
18,9.375,7,95,0,0
18,31.25,7,95,0,0
18,32.8125,7,97,0,0
18,34.375,7,95,0,0
18,56.25,7,96,0,0
18,57.8125,7,97,0,0
18,59.375,7,97,0,0
18,81.25,7,164,0,0
18,82.8125,7,195,0,0
18,84.375,7,225,0,0
18,106.25,7,209,0,0
18,107.8125,7,201,0,0
18,109.375,7,191,0,0
18,131.25,7,133,0,0
18,132.8125,7,133,0,0
18,134.375,7,131,0,0
18,156.25,7,116,0,0
18,157.8125,7,117,0,0
18,159.375,7,117,0,0
18,181.25,7,111,0,0
18,182.8125,7,111,0,0
18,184.375,7,111,0,0
18,206.25,7,106,0,0
18,207.8125,7,108,0,0
18,209.375,7,106,0,0
18,231.25,7,105,0,0
18,232.8125,7,105,0,0
18,234.375,7,105,0,0
19,6.25,7,91,0,0
19,7.8125,7,90,0,0
19,9.375,7,90,0,0
19,31.25,7,92,0,0
19,32.8125,7,90,0,0
19,34.375,7,91,0,0
19,56.25,7,92,0,0
19,57.8125,7,91,0,0
19,59.375,7,91,0,0
19,81.25,7,205,0,0
19,82.8125,7,250,0,0
19,84.375,7,300,0,0
19,106.25,7,251,0,0
19,107.8125,7,233,0,0
19,109.375,7,219,0,0
19,131.25,7,127,0,0
19,132.8125,7,122,0,0
19,134.375,7,120,0,0
19,156.25,7,99,0,0
19,157.8125,7,99,0,0
19,159.375,7,99,0,0
19,181.25,7,94,0,0
19,182.8125,7,92,0,0
19,184.375,7,91,0,0
19,206.25,7,91,0,0
19,207.8125,7,91,0,0
19,209.375,7,91,0,0
19,231.25,7,91,0,0
19,232.8125,7,90,0,0
19,234.375,7,91,0,0
20,6.25,7,99,0,0
20,7.8125,7,102,0,0
20,9.375,7,102,0,0
20,31.25,7,100,0,0
20,32.8125,7,101,0,0
20,34.375,7,102,0,0
20,56.25,7,101,0,0
20,57.8125,7,103,0,0
20,59.375,7,102,0,0
20,81.25,7,166,0,0
20,82.8125,7,198,0,0
20,84.375,7,231,0,0
20,106.25,7,210,0,0
20,107.8125,7,201,0,0
20,109.375,7,191,0,0
20,131.25,7,136,0,0
20,132.8125,7,137,0,0
20,134.375,7,134,0,0
20,156.25,7,120,0,0
20,157.8125,7,122,0,0
20,159.375,7,121,0,0
20,181.25,7,114,0,0
20,182.8125,7,115,0,0
20,184.375,7,115,0,0
20,206.25,7,111,0,0
20,207.8125,7,113,0,0
20,209.375,7,111,0,0
20,231.25,7,109,0,0
20,232.8125,7,111,0,0
20,234.375,7,109,0,0
21,6.25,7,105,0,0
21,7.8125,7,103,0,0
21,9.375,7,103,0,0
21,31.25,7,104,0,0
21,32.8125,7,103,0,0
21,34.375,7,104,0,0
21,56.25,7,105,0,0
21,57.8125,7,103,0,0
21,59.375,7,103,0,0
21,81.25,7,168,0,0
21,82.8125,7,195,0,0
21,84.375,7,223,0,0
21,106.25,7,209,0,0
21,107.8125,7,200,0,0
21,109.375,7,191,0,0
21,131.25,7,136,0,0
21,132.8125,7,135,0,0
21,134.375,7,136,0,0
21,156.25,7,123,0,0
21,157.8125,7,121,0,0
21,159.375,7,122,0,0
21,181.25,7,117,0,0
21,182.8125,7,117,0,0
21,184.375,7,117,0,0
21,206.25,7,113,0,0
21,207.8125,7,114,0,0
21,209.375,7,113,0,0
21,231.25,7,111,0,0
21,232.8125,7,111,0,0
21,234.375,7,111,0,0
22,6.25,7,95,0,0
22,7.8125,7,97,0,0
22,9.375,7,95,0,0
22,31.25,7,95,0,0
22,32.8125,7,99,0,0
22,34.375,7,97,0,0
22,56.25,7,95,0,0
22,57.8125,7,98,0,0
22,59.375,7,95,0,0
22,81.25,7,165,0,0
22,82.8125,7,199,0,0
22,84.375,7,230,0,0
22,106.25,7,210,0,0
22,107.8125,7,202,0,0
22,109.375,7,191,0,0
22,131.25,7,134,0,0
22,132.8125,7,135,0,0
22,134.375,7,130,0,0
22,156.25,7,118,0,0
22,157.8125,7,118,0,0
22,159.375,7,117,0,0
22,181.25,7,112,0,0
22,182.8125,7,113,0,0
22,184.375,7,111,0,0
22,206.25,7,108,0,0
22,207.8125,7,107,0,0
22,209.375,7,108,0,0
22,231.25,7,105,0,0
22,232.8125,7,107,0,0
22,234.375,7,105,0,0
23,6.25,7,98,0,0
23,7.8125,7,100,0,0
23,9.375,7,100,0,0
23,31.25,7,99,0,0
23,32.8125,7,100,0,0
23,34.375,7,100,0,0
23,56.25,7,99,0,0
23,57.8125,7,101,0,0
23,59.375,7,99,0,0
23,81.25,7,169,0,0
23,82.8125,7,201,0,0
23,84.375,7,233,0,0
23,106.25,7,215,0,0
23,107.8125,7,205,0,0
23,109.375,7,194,0,0
23,131.25,7,137,0,0
23,132.8125,7,136,0,0
23,134.375,7,133,0,0
23,156.25,7,119,0,0
23,157.8125,7,121,0,0
23,159.375,7,119,0,0
23,181.25,7,115,0,0
23,182.8125,7,114,0,0
23,184.375,7,114,0,0
23,206.25,7,110,0,0
23,207.8125,7,109,0,0
23,209.375,7,111,0,0
23,231.25,7,109,0,0
23,232.8125,7,108,0,0
23,234.375,7,109,0,0
24,6.25,7,102,0,0
24,7.8125,7,102,0,0
24,9.375,7,102,0,0
24,31.25,7,102,0,0
24,32.8125,7,103,0,0
24,34.375,7,102,0,0
24,56.25,7,101,0,0
24,57.8125,7,103,0,0
24,59.375,7,103,0,0
24,81.25,7,169,0,0
24,82.8125,7,201,0,0
24,84.375,7,233,0,0
24,106.25,7,213,0,0
24,107.8125,7,205,0,0
24,109.375,7,194,0,0
24,131.25,7,138,0,0
24,132.8125,7,138,0,0
24,134.375,7,135,0,0
24,156.25,7,119,0,0
24,157.8125,7,122,0,0
24,159.375,7,121,0,0
24,181.25,7,115,0,0
24,182.8125,7,116,0,0
24,184.375,7,117,0,0
24,206.25,7,113,0,0
24,207.8125,7,114,0,0
24,209.375,7,113,0,0
24,231.25,7,111,0,0
24,232.8125,7,111,0,0
24,234.375,7,111,0,0
25,6.25,7,103,0,0
25,7.8125,7,102,0,0
25,9.375,7,103,0,0
25,31.25,7,102,0,0
25,32.8125,7,103,0,0
25,34.375,7,101,0,0
25,56.25,7,100,0,0
25,57.8125,7,102,0,0
25,59.375,7,101,0,0
25,81.25,7,169,0,0
25,82.8125,7,200,0,0
25,84.375,7,231,0,0
25,106.25,7,213,0,0
25,107.8125,7,203,0,0
25,109.375,7,195,0,0
25,131.25,7,138,0,0
25,132.8125,7,136,0,0
25,134.375,7,135,0,0
25,156.25,7,122,0,0
25,157.8125,7,121,0,0
25,159.375,7,119,0,0
25,181.25,7,115,0,0
25,182.8125,7,116,0,0
25,184.375,7,115,0,0
25,206.25,7,111,0,0
25,207.8125,7,114,0,0
25,209.375,7,113,0,0
25,231.25,7,111,0,0
25,232.8125,7,111,0,0
25,234.375,7,109,0,0
26,6.25,7,101,0,0
26,7.8125,7,99,0,0
26,9.375,7,99,0,0
26,31.25,7,101,0,0
26,32.8125,7,99,0,0
26,34.375,7,99,0,0
26,56.25,7,98,0,0
26,57.8125,7,98,0,0
26,59.375,7,98,0,0
26,81.25,7,170,0,0
26,82.8125,7,201,0,0
26,84.375,7,234,0,0
26,106.25,7,218,0,0
26,107.8125,7,207,0,0
26,109.375,7,196,0,0
26,131.25,7,138,0,0
26,132.8125,7,136,0,0
26,134.375,7,135,0,0
26,156.25,7,121,0,0
26,157.8125,7,119,0,0
26,159.375,7,119,0,0
26,181.25,7,115,0,0
26,182.8125,7,113,0,0
26,184.375,7,114,0,0
26,206.25,7,111,0,0
26,207.8125,7,111,0,0
26,209.375,7,111,0,0
26,231.25,7,109,0,0
26,232.8125,7,106,0,0
26,234.375,7,108,0,0
27,6.25,7,101,0,0
27,7.8125,7,102,0,0
27,9.375,7,102,0,0
27,31.25,7,101,0,0
27,32.8125,7,103,0,0
27,34.375,7,102,0,0
27,56.25,7,101,0,0
27,57.8125,7,101,0,0
27,59.375,7,101,0,0
27,81.25,7,169,0,0
27,82.8125,7,205,0,0
27,84.375,7,234,0,0
27,106.25,7,217,0,0
27,107.8125,7,206,0,0
27,109.375,7,197,0,0
27,131.25,7,139,0,0
27,132.8125,7,139,0,0
27,134.375,7,136,0,0
27,156.25,7,122,0,0
27,157.8125,7,121,0,0
27,159.375,7,121,0,0
27,181.25,7,117,0,0
27,182.8125,7,117,0,0
27,184.375,7,114,0,0
27,206.25,7,111,0,0
27,207.8125,7,113,0,0
27,209.375,7,111,0,0
27,231.25,7,109,0,0
27,232.8125,7,111,0,0
27,234.375,7,109,0,0
28,6.25,7,102,0,0
28,7.8125,7,101,0,0
28,9.375,7,101,0,0
28,31.25,7,102,0,0
28,32.8125,7,102,0,0
28,34.375,7,101,0,0
28,56.25,7,101,0,0
28,57.8125,7,101,0,0
28,59.375,7,102,0,0
28,81.25,7,171,0,0
28,82.8125,7,203,0,0
28,84.375,7,234,0,0
28,106.25,7,212,0,0
28,107.8125,7,204,0,0
28,109.375,7,193,0,0
28,131.25,7,137,0,0
28,132.8125,7,137,0,0
28,134.375,7,135,0,0
28,156.25,7,122,0,0
28,157.8125,7,123,0,0
28,159.375,7,121,0,0
28,181.25,7,117,0,0
28,182.8125,7,117,0,0
28,184.375,7,115,0,0
28,206.25,7,111,0,0
28,207.8125,7,113,0,0
28,209.375,7,111,0,0
28,231.25,7,111,0,0
28,232.8125,7,109,0,0
28,234.375,7,109,0,0
29,6.25,7,95,0,0
29,7.8125,7,95,0,0
29,9.375,7,94,0,0
29,31.25,7,94,0,0
29,32.8125,7,95,0,0
29,34.375,7,95,0,0
29,56.25,7,94,0,0
29,57.8125,7,93,0,0
29,59.375,7,95,0,0
29,81.25,7,161,0,0
29,82.8125,7,191,0,0
29,84.375,7,223,0,0
29,106.25,7,206,0,0
29,107.8125,7,198,0,0
29,109.375,7,189,0,0
29,131.25,7,133,0,0
29,132.8125,7,130,0,0
29,134.375,7,129,0,0
29,156.25,7,115,0,0
29,157.8125,7,115,0,0
29,159.375,7,115,0,0
29,181.25,7,110,0,0
29,182.8125,7,111,0,0
29,184.375,7,111,0,0
29,206.25,7,107,0,0
29,207.8125,7,106,0,0
29,209.375,7,107,0,0
29,231.25,7,101,0,0
29,232.8125,7,104,0,0
29,234.375,7,104,0,0
30,6.25,7,103,0,0
30,7.8125,7,103,0,0
30,9.375,7,105,0,0
30,31.25,7,103,0,0
30,32.8125,7,103,0,0
30,34.375,7,105,0,0
30,56.25,7,103,0,0
30,57.8125,7,104,0,0
30,59.375,7,105,0,0
30,81.25,7,168,0,0
30,82.8125,7,197,0,0
30,84.375,7,223,0,0
30,106.25,7,209,0,0
30,107.8125,7,198,0,0
30,109.375,7,191,0,0
30,131.25,7,139,0,0
30,132.8125,7,137,0,0
30,134.375,7,134,0,0
30,156.25,7,122,0,0
30,157.8125,7,121,0,0
30,159.375,7,122,0,0
30,181.25,7,115,0,0
30,182.8125,7,117,0,0
30,184.375,7,116,0,0
30,206.25,7,114,0,0
30,207.8125,7,111,0,0
30,209.375,7,113,0,0
30,231.25,7,111,0,0
30,232.8125,7,109,0,0
30,234.375,7,113,0,0
31,6.25,7,100,0,0
31,7.8125,7,100,0,0
31,9.375,7,101,0,0
31,31.25,7,99,0,0
31,32.8125,7,101,0,0
31,34.375,7,101,0,0
31,56.25,7,101,0,0
31,57.8125,7,99,0,0
31,59.375,7,101,0,0
31,81.25,7,168,0,0
31,82.8125,7,199,0,0
31,84.375,7,229,0,0
31,106.25,7,211,0,0
31,107.8125,7,199,0,0
31,109.375,7,191,0,0
31,131.25,7,137,0,0
31,132.8125,7,135,0,0
31,134.375,7,134,0,0
31,156.25,7,121,0,0
31,157.8125,7,120,0,0
31,159.375,7,121,0,0
31,181.25,7,115,0,0
31,182.8125,7,116,0,0
31,184.375,7,115,0,0
31,206.25,7,111,0,0
31,207.8125,7,110,0,0
31,209.375,7,111,0,0
31,231.25,7,109,0,0
31,232.8125,7,109,0,0
31,234.375,7,109,0,0
32,6.25,7,101,0,0
32,7.8125,7,102,0,0
32,9.375,7,102,0,0
32,31.25,7,101,0,0
32,32.8125,7,101,0,0
32,34.375,7,101,0,0
32,56.25,7,101,0,0
32,57.8125,7,101,0,0
32,59.375,7,101,0,0
32,81.25,7,171,0,0
32,82.8125,7,203,0,0
32,84.375,7,235,0,0
32,106.25,7,215,0,0
32,107.8125,7,205,0,0
32,109.375,7,197,0,0
32,131.25,7,137,0,0
32,132.8125,7,137,0,0
32,134.375,7,135,0,0
32,156.25,7,122,0,0
32,157.8125,7,121,0,0
32,159.375,7,121,0,0
32,181.25,7,115,0,0
32,182.8125,7,115,0,0
32,184.375,7,114,0,0
32,206.25,7,111,0,0
32,207.8125,7,111,0,0
32,209.375,7,113,0,0
32,231.25,7,109,0,0
32,232.8125,7,109,0,0
32,234.375,7,109,0,0
33,6.25,7,106,0,0
33,7.8125,7,105,0,0
33,9.375,7,107,0,0
33,31.25,7,107,0,0
33,32.8125,7,105,0,0
33,34.375,7,106,0,0
33,56.25,7,104,0,0
33,57.8125,7,106,0,0
33,59.375,7,107,0,0
33,81.25,7,168,0,0
33,82.8125,7,197,0,0
33,84.375,7,223,0,0
33,106.25,7,208,0,0
