Channel,Amplitude,mean,std
0,0,-100.0,
0,50,-100.0,
0,100,-100.0,
0,150,-100.0,
0,200,-100.0,
0,250,-100.0,
0,300,-100.0,
0,350,-100.0,
0,400,-100.0,
0,450,-100.0,
0,500,-100.0,
0,550,-100.0,
0,600,-100.0,
0,650,-100.0,
1,0,-26.0,
1,50,125.0,
1,100,301.0,
1,150,509.0,
1,200,732.0,
1,250,923.0,
1,300,923.0,
1,350,923.0,
1,400,923.0,
1,450,923.0,
1,500,923.0,
1,550,923.0,
1,600,923.0,
1,650,923.0,
2,0,-11.0,
2,50,142.0,
2,100,325.0,
2,150,529.0,
2,200,760.0,
2,250,923.0,
2,300,923.0,
2,350,923.0,
2,400,923.0,
2,450,923.0,
2,500,923.0,
2,550,923.0,
2,600,923.0,
2,650,923.0,
3,0,4.0,
3,50,155.0,
3,100,340.0,
3,150,549.0,
3,200,786.0,
3,250,923.0,
3,300,923.0,
3,350,923.0,
3,400,923.0,
3,450,923.0,
3,500,923.0,
3,550,923.0,
3,600,923.0,
3,650,923.0,
4,0,5.0,
4,50,155.0,
4,100,338.0,
4,150,547.0,
4,200,781.0,
4,250,923.0,
4,300,923.0,
4,350,923.0,
4,400,923.0,
4,450,923.0,
4,500,923.0,
4,550,923.0,
4,600,923.0,
4,650,923.0,
5,0,-38.0,
5,50,110.0,
5,100,300.0,
5,150,509.0,
5,200,743.0,
5,250,923.0,
5,300,923.0,
5,350,923.0,
5,400,923.0,
5,450,923.0,
5,500,923.0,
5,550,923.0,
5,600,923.0,
5,650,923.0,
6,0,-9.0,
6,50,139.0,
6,100,318.0,
6,150,530.0,
6,200,754.0,
6,250,923.0,
6,300,923.0,
6,350,923.0,
6,400,923.0,
6,450,923.0,
6,500,923.0,
6,550,923.0,
6,600,923.0,
6,650,923.0,
7,0,6.0,
7,50,155.0,
7,100,347.0,
7,150,567.0,
7,200,798.0,
7,250,923.0,
7,300,923.0,
7,350,923.0,
7,400,923.0,
7,450,923.0,
7,500,923.0,
7,550,923.0,
7,600,923.0,
7,650,923.0,
8,0,-100.0,
8,50,-100.0,
8,100,-100.0,
8,150,-100.0,
8,200,-100.0,
8,250,-100.0,
8,300,-100.0,
8,350,-100.0,
8,400,-100.0,
8,450,-100.0,
8,500,-100.0,
8,550,-100.0,
8,600,-100.0,
8,650,-100.0,
9,0,-100.0,
9,50,-100.0,
9,100,-100.0,
9,150,-100.0,
9,200,-100.0,
9,250,-100.0,
9,300,-100.0,
9,350,-100.0,
9,400,-100.0,
9,450,-100.0,
9,500,-100.0,
9,550,-100.0,
9,600,-100.0,
9,650,-100.0,
10,0,-100.0,
10,50,-100.0,
10,100,-100.0,
10,150,-100.0,
10,200,-100.0,
10,250,-100.0,
10,300,-100.0,
10,350,-100.0,
10,400,-100.0,
10,450,-100.0,
10,500,-100.0,
10,550,-100.0,
10,600,-100.0,
10,650,-100.0,
11,0,-100.0,
11,50,-100.0,
11,100,-100.0,
11,150,-100.0,
11,200,-100.0,
11,250,-100.0,
11,300,-100.0,
11,350,-100.0,
11,400,-100.0,
11,450,-100.0,
11,500,-100.0,
11,550,-100.0,
11,600,-100.0,
11,650,-100.0,
12,0,-100.0,
12,50,-100.0,
12,100,-100.0,
12,150,-100.0,
12,200,-100.0,
12,250,-100.0,
12,300,-100.0,
12,350,-100.0,
12,400,-100.0,
12,450,-100.0,
12,500,-100.0,
12,550,-100.0,
12,600,-100.0,
12,650,-100.0,
13,0,-100.0,
13,50,-100.0,
13,100,-100.0,
13,150,-100.0,
13,200,-100.0,
13,250,-100.0,
13,300,-100.0,
13,350,-100.0,
13,400,-100.0,
13,450,-100.0,
13,500,-100.0,
13,550,-100.0,
13,600,-100.0,
13,650,-100.0,
14,0,-100.0,
14,50,-100.0,
14,100,-100.0,
14,150,-100.0,
14,200,-100.0,
14,250,-100.0,
14,300,-100.0,
14,350,-100.0,
14,400,-100.0,
14,450,-100.0,
14,500,-100.0,
14,550,-100.0,
14,600,-100.0,
14,650,-100.0,
15,0,-100.0,
15,50,-100.0,
15,100,-100.0,
15,150,-100.0,
15,200,-100.0,
15,250,-100.0,
15,300,-100.0,
15,350,-100.0,
15,400,-100.0,
15,450,-100.0,
15,500,-100.0,
15,550,-100.0,
