Channel,Amplitude,mean,std
0,200,-100.0,
0,400,-100.0,
0,600,-100.0,
1,200,391.0,
1,400,411.0,
1,600,411.0,
2,200,589.0,
2,400,923.0,
2,600,923.0,
3,200,595.0,
3,400,923.0,
3,600,923.0,
4,200,620.0,
4,400,923.0,
4,600,923.0,
5,200,612.0,
5,400,923.0,
5,600,923.0,
6,200,597.0,
6,400,923.0,
6,600,923.0,
7,200,592.0,
7,400,923.0,
7,600,923.0,
8,200,604.0,
8,400,923.0,
8,600,923.0,
9,200,633.0,
9,400,923.0,
9,600,923.0,
10,200,620.0,
10,400,923.0,
10,600,923.0,
11,200,616.0,
11,400,923.0,
11,600,923.0,
12,200,616.0,
12,400,923.0,
12,600,923.0,
13,200,621.0,
13,400,923.0,
13,600,923.0,
14,200,618.0,
14,400,923.0,
14,600,923.0,
15,200,641.0,
15,400,923.0,
15,600,923.0,
16,200,612.0,
16,400,923.0,
16,600,923.0,
17,200,649.0,
17,400,923.0,
17,600,923.0,
18,200,624.0,
18,400,923.0,
18,600,923.0,
19,200,33.0,
19,400,36.0,
19,600,33.0,
20,200,616.0,
20,400,923.0,
20,600,923.0,
21,200,629.0,
21,400,923.0,
21,600,923.0,
22,200,606.0,
22,400,923.0,
22,600,923.0,
23,200,610.0,
23,400,923.0,
23,600,923.0,
24,200,612.0,
24,400,923.0,
24,600,923.0,
25,200,593.0,
25,400,923.0,
25,600,923.0,
26,200,636.0,
26,400,923.0,
26,600,923.0,
27,200,604.0,
27,400,923.0,
27,600,923.0,
28,200,623.0,
28,400,923.0,
28,600,923.0,
29,200,628.0,
29,400,923.0,
29,600,923.0,
30,200,604.0,
30,400,923.0,
30,600,923.0,
31,200,572.0,
31,400,923.0,
31,600,923.0,
32,200,620.0,
32,400,923.0,
32,600,923.0,
33,200,585.0,
33,400,923.0,
33,600,923.0,
34,200,604.0,
34,400,923.0,
34,600,923.0,
35,200,594.0,
35,400,923.0,
35,600,923.0,
36,200,590.0,
36,400,923.0,
36,600,923.0,
37,200,-100.0,
37,400,-100.0,
37,600,-100.0,
38,200,-100.0,
38,400,-100.0,
38,600,-100.0,
39,200,597.0,
39,400,923.0,
39,600,923.0,
40,200,586.0,
40,400,923.0,
40,600,923.0,
41,200,606.0,
41,400,923.0,
41,600,923.0,
42,200,561.0,
42,400,923.0,
42,600,923.0,
43,200,613.0,
43,400,923.0,
43,600,923.0,
44,200,584.0,
44,400,923.0,
44,600,923.0,
45,200,569.0,
45,400,923.0,
45,600,923.0,
46,200,578.0,
46,400,923.0,
46,600,923.0,
47,200,594.0,
47,400,923.0,
47,600,923.0,
48,200,578.0,
48,400,923.0,
48,600,923.0,
49,200,576.0,
49,400,923.0,
49,600,923.0,
50,200,577.0,
50,400,923.0,
50,600,923.0,
51,200,606.0,
51,400,923.0,
51,600,923.0,
52,200,601.0,
52,400,923.0,
52,600,923.0,
53,200,590.0,
53,400,923.0,
53,600,923.0,
54,200,615.0,
54,400,923.0,
54,600,923.0,
55,200,602.0,
55,400,923.0,
55,600,923.0,
56,200,585.0,
56,400,923.0,
56,600,923.0,
57,200,26.0,
57,400,25.0,
57,600,25.0,
58,200,605.0,
58,400,923.0,
58,600,923.0,
59,200,626.0,
59,400,923.0,
59,600,923.0,
60,200,600.0,
60,400,923.0,
60,600,923.0,
61,200,599.0,
61,400,923.0,
61,600,923.0,
62,200,592.0,
62,400,923.0,
62,600,923.0,
63,200,610.0,
63,400,923.0,
63,600,923.0,
64,200,605.0,
64,400,923.0,
64,600,923.0,
65,200,588.0,
65,400,923.0,
65,600,923.0,
66,200,596.0,
66,400,923.0,
66,600,923.0,
67,200,596.0,
67,400,923.0,
67,600,923.0,
68,200,601.0,
68,400,923.0,
68,600,923.0,
69,200,607.0,
69,400,923.0,
69,600,923.0,
70,200,587.0,
70,400,923.0,
70,600,923.0,
71,200,585.0,
71,400,923.0,
71,600,923.0,
72,200,579.0,
72,400,923.0,
72,600,923.0,
73,200,581.0,
73,400,923.0,
73,600,923.0,
74,200,580.0,
74,400,923.0,
74,600,923.0,
75,200,-100.0,
75,400,-100.0,
75,600,-100.0,
76,200,-100.0,
76,400,-100.0,
76,600,-100.0,
77,200,577.0,
77,400,923.0,
77,600,923.0,
78,200,582.0,
78,400,923.0,
78,600,923.0,
79,200,593.0,
79,400,923.0,
79,600,923.0,
80,200,614.0,
80,400,923.0,
80,600,923.0,
81,200,620.0,
81,400,923.0,
81,600,923.0,
82,200,629.0,
82,400,923.0,
82,600,923.0,
83,200,610.0,
83,400,923.0,
83,600,923.0,
84,200,641.0,
84,400,923.0,
84,600,923.0,
85,200,604.0,
85,400,923.0,
85,600,923.0,
86,200,613.0,
86,400,923.0,
86,600,923.0,
87,200,611.0,
87,400,923.0,
87,600,923.0,
88,200,585.0,
88,400,923.0,
88,600,923.0,
89,200,625.0,
89,400,923.0,
89,600,923.0,
90,200,624.0,
90,400,923.0,
90,600,923.0,
91,200,606.0,
91,400,923.0,
91,600,923.0,
92,200,590.0,
92,400,923.0,
92,600,923.0,
93,200,595.0,
93,400,923.0,
93,600,923.0,
94,200,923.0,
94,400,923.0,
94,600,923.0,
95,200,-5.0,
95,400,-2.0,
95,600,-3.0,
96,200,644.0,
96,400,923.0,
96,600,923.0,
97,200,626.0,
97,400,923.0,
97,600,923.0,
98,200,624.0,
98,400,923.0,
98,600,923.0,
99,200,636.0,
99,400,923.0,
99,600,923.0,
100,200,923.0,
100,400,923.0,
100,600,923.0,
101,200,636.0,
101,400,923.0,
101,600,923.0,
102,200,622.0,
102,400,923.0,
102,600,923.0,
103,200,629.0,
103,400,923.0,
103,600,923.0,
104,200,636.0,
104,400,923.0,
104,600,923.0,
105,200,641.0,
105,400,923.0,
105,600,923.0,
106,200,620.0,
106,400,923.0,
106,600,923.0,
107,200,615.0,
107,400,923.0,
107,600,923.0,
108,200,603.0,
108,400,923.0,
108,600,923.0,
109,200,568.0,
109,400,923.0,
109,600,923.0,
110,200,603.0,
110,400,923.0,
110,600,923.0,
111,200,580.0,
111,400,923.0,
111,600,923.0,
112,200,561.0,
112,400,923.0,
112,600,923.0,
113,200,-100.0,
113,400,-100.0,
113,600,-100.0,
114,200,-100.0,
114,400,-100.0,
114,600,-100.0,
115,200,594.0,
115,400,923.0,
115,600,923.0,
116,200,582.0,
116,400,923.0,
116,600,923.0,
117,200,622.0,
117,400,923.0,
117,600,923.0,
118,200,629.0,
118,400,923.0,
118,600,923.0,
119,200,640.0,
119,400,923.0,
119,600,923.0,
120,200,625.0,
120,400,923.0,
120,600,923.0,
121,200,634.0,
121,400,923.0,
121,600,923.0,
122,200,634.0,
122,400,923.0,
122,600,923.0,
123,200,631.0,
123,400,923.0,
123,600,923.0,
124,200,638.0,
124,400,923.0,
124,600,923.0,
125,200,620.0,
125,400,923.0,
125,600,923.0,
126,200,638.0,
126,400,923.0,
126,600,923.0,
127,200,635.0,
127,400,923.0,
127,600,923.0,
128,200,621.0,
128,400,923.0,
128,600,923.0,
129,200,622.0,
129,400,923.0,
129,600,923.0,
130,200,644.0,
130,400,923.0,
130,600,923.0,
131,200,620.0,
131,400,923.0,
131,600,923.0,
132,200,616.0,
132,400,923.0,
132,600,923.0,
133,200,1.0,
133,400,2.0,
133,600,3.0,
134,200,625.0,
134,400,923.0,
134,600,923.0,
135,200,923.0,
135,400,923.0,
135,600,923.0,
136,200,616.0,
136,400,923.0,
136,600,923.0,
137,200,626.0,
137,400,923.0,
137,600,923.0,
138,200,621.0,
138,400,923.0,
138,600,923.0,
139,200,620.0,
139,400,923.0,
139,600,923.0,
140,200,604.0,
140,400,923.0,
140,600,923.0,
141,200,616.0,
141,400,923.0,
141,600,923.0,
142,200,633.0,
142,400,923.0,
142,600,923.0,
143,200,602.0,
143,400,923.0,
143,600,923.0,
144,200,624.0,
144,400,923.0,
144,600,923.0,
145,200,619.0,
145,400,923.0,
145,600,923.0,
146,200,626.0,
146,400,923.0,
146,600,923.0,
147,200,640.0,
147,400,923.0,
147,600,923.0,
148,200,617.0,
148,400,923.0,
148,600,923.0,
149,200,586.0,
149,400,923.0,
149,600,923.0,
150,200,580.0,
150,400,923.0,
150,600,923.0,
151,200,-100.0,
151,400,-100.0,
151,600,-100.0,
