Channel,R2,Linearity_percent,GoodLinearity
1,0.8176565779037471,27.96200385156985,True
2,0.7696345772798636,31.70457826845736,True
3,0.7694011482197654,31.87176132813448,True
4,0.7625181582381289,32.88721055063456,True
5,0.7268675669302269,35.33838343294698,True
6,0.7297949781295979,35.25688258636524,True
7,0.7180893386417426,36.02275785614605,True
8,0.7416661346192099,34.167664666873485,True
10,0.7534573580050595,33.158713310050366,True
11,0.7373810328354342,34.60229178990441,True
12,0.737273621317233,34.51352157478614,True
13,0.7536984276406619,33.39003959010757,True
14,0.7394262925481544,34.492971654916786,True
15,0.7448485753856224,33.879539369455856,True
16,0.7785649962943492,31.533381949960788,True
17,0.7476050279357113,33.572626210210856,True
20,0.7606988501962142,32.39526217268187,True
21,0.7691693436293553,32.01998562298939,True
22,0.7475953994306561,33.47255381308758,True
23,0.75210742134886,33.34856240759003,True
24,0.776733940166797,31.436196386924898,True
25,0.7484503532580291,33.48870209853968,True
26,0.7556772376462504,33.04850908350271,True
27,0.7759604780169419,31.679510084577117,True
29,0.7433738017067195,33.85251419125075,True
30,0.6642997346221655,39.9694407841767,True
31,0.7550373636058126,32.9664170094601,True
32,0.6955573365765376,47.55926954008671,True
33,0.7734131910533243,31.613694720331313,True
35,0.7397393606844342,34.1980412046247,True
36,0.6380997228025433,51.45251018764336,True
42,0.8234096849584615,27.481317971197182,True
43,0.7863722401398423,30.46530537693967,True
44,0.7393599358896733,34.448657304142735,True
45,0.7452971506894364,33.93865650928904,True
46,0.7270647960837077,35.419021175229794,True
48,0.7308205137377308,34.8622140287771,True
49,0.7627132812861437,32.47282201853349,True
50,0.7563920182318552,33.45879773331842,True
51,0.7381166744392142,34.394514758801925,True
52,0.7588184824007935,32.82836575070331,True
53,0.7442237734629871,34.023904867419766,True
54,0.7482983403735506,33.433051544793564,True
55,0.737621705564808,34.57284353658546,True
58,0.7428489689976266,34.069738961672165,True
59,0.7643553476614543,32.56563269040149,True
60,0.7416538250734878,34.075561748013456,True
61,0.73902346795,34.24738766434972,True
62,0.772211869643961,32.01322158005656,True
63,0.7581248857354163,33.141349993489975,True
64,0.7392919438759675,34.31427340410863,True
65,0.7424064966646433,33.909770133318226,True
67,0.7785292872865262,32.2467925571618,True
68,0.7481767347067263,33.6012131818989,True
69,0.742541889314116,33.9645376625764,True
70,0.7729258101754128,31.788587352747676,True
71,0.7441067042208955,33.96058240344726,True
72,0.7520641502082449,33.19871892596775,True
73,0.7705596000595488,31.645906109106008,True
74,0.772355088712011,31.496080210594485,True
77,0.7227161483294968,35.50801651260213,True
78,0.735378328307747,34.60804139645622,True
79,0.7507078172257967,33.30598855440974,True
80,0.7235431993350421,35.54991077138545,True
81,0.7281861950343357,35.16619471341655,True
82,0.732796578018106,34.873327170828816,True
83,0.724478279011346,35.71342333647587,True
86,0.7470039142756242,33.67008760889099,True
88,0.7261764223758482,35.49991817393916,True
89,0.7885361484885373,30.709156695645067,True
91,0.7000290799946535,37.442992497695165,True
92,0.761524200737516,32.78400615480862,True
93,0.7401797286485688,34.19944598692494,True
96,0.7573250852075856,33.209191176531874,True
97,0.7501008105373836,33.47268229424419,True
98,0.7408159424802255,34.10541150543869,True
99,0.7698491870446873,32.00723805705689,True
100,0.7230274963799301,35.65763581421976,True
101,0.7508334469114998,33.28124989282184,True
102,0.7662800297980725,32.37308804581696,True
105,0.7425651218396055,33.94593620732395,True
106,0.7484918865866439,33.60981281102152,True
107,0.7410126930626983,34.18641382956009,True
108,0.7619641099185815,32.41627566576415,True
109,0.7651274684522575,32.17130872195582,True
110,0.8252293247227956,27.060593292517478,True
111,0.7497585811912305,33.377027320333056,True
112,0.7338356473278881,34.6909813570668,True
115,0.9447657863058513,14.30685512249016,True
116,0.7543755945566016,32.903258689000126,True
117,0.7669311218866752,32.02989629640672,True
118,0.7600635211073831,32.696753071345505,True
119,0.933437507374295,15.775373204915171,True
120,0.7486459230264028,33.459773148177945,True
121,0.9247671850313037,17.091222827800973,True
122,0.8735005488544826,23.191462749882053,True
124,0.7539486188584351,33.0831087085718,True
125,0.7563103053899057,32.9116606921274,True
126,0.7747859211484088,31.637424255046987,True
127,0.7585864459406109,32.71528879068127,True
128,0.7585770896834566,32.69561546378737,True
129,0.7780806381826741,31.24448330373854,True
130,0.7630064417279426,32.26800399915813,True
131,0.7812322025097455,31.05671612438487,True
134,0.8030219462334481,29.08118661451491,True
135,0.7867536637941194,30.75681673753565,True
136,0.7744975836008098,31.363292655548797,True
137,0.7882390918174993,30.554419610221583,True
138,0.7681721605290188,31.868040400239632,True
139,0.7687558150141718,31.840594480415334,True
140,0.8010509250921993,29.543022049104607,True
141,0.8160769590768987,28.392306594119493,True
143,0.9284176458952647,16.85515878487063,True
144,0.8808667378314182,21.913604263271328,True
145,0.7729853942624031,31.50951251166737,True
146,0.9498038904198706,13.461452570378846,True
147,0.7864879724993268,30.43656622814736,True
148,0.8143148764253891,28.552491616922943,True
149,0.8959972125198964,20.943945437512504,True
150,0.9921257441130198,5.164695415081782,True
