Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,108,108,0
0,10,0,106,106,0
0,11,0,111,111,0
0,12,0,107,107,0
0,13,0,109,109,0
0,14,0,109,109,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,108,108,0
0,2,0,109,109,0
0,3,0,107,107,0
0,4,0,109,109,0
0,5,0,108,108,0
0,6,0,106,106,0
0,7,0,106,106,0
0,8,0,107,107,0
0,9,0,107,107,0
0,10,0,106,106,0
0,11,0,106,106,0
0,12,0,104,104,0
0,13,0,103,103,0
0,14,0,103,103,0
0,15,0,0,0,0
0,0,0,102,102,0
0,1,0,105,105,0
0,2,0,106,106,0
0,3,0,105,105,0
0,4,0,106,106,0
0,5,0,107,107,0
0,6,0,105,105,0
0,7,0,107,107,0
0,8,0,107,107,0
0,9,0,108,108,0
0,10,0,108,108,0
0,11,0,111,111,0
0,12,0,109,109,0
0,13,0,110,110,0
0,14,0,109,109,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,109,109,0
0,2,0,111,111,0
0,3,0,109,109,0
0,4,0,109,109,0
0,5,0,111,111,0
0,6,0,109,109,0
0,7,0,109,109,0
0,8,0,110,110,0
0,9,0,109,109,0
0,10,0,109,109,0
0,11,0,109,109,0
0,12,0,107,107,0
0,13,0,111,111,0
0,14,0,109,109,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,108,108,0
0,2,0,109,109,0
0,3,0,108,108,0
0,4,0,107,107,0
0,5,0,108,108,0
0,6,0,108,108,0
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,108,108,0
0,10,0,107,107,0
0,11,0,108,108,0
0,12,0,107,107,0
0,13,0,110,110,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,109,109,0
0,2,0,108,108,0
0,3,0,107,107,0
0,4,0,107,107,0
0,5,0,110,110,0
0,6,0,106,106,0
0,7,0,106,106,0
0,8,0,108,108,0
0,9,0,107,107,0
0,10,0,108,108,0
0,11,0,109,109,0
0,12,0,107,107,0
0,13,0,108,108,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,107,107,0
0,2,0,109,109,0
0,3,0,107,107,0
0,4,0,108,108,0
0,5,0,107,107,0
0,6,0,108,108,0
0,7,0,107,107,0
0,8,0,107,107,0
0,9,0,107,107,0
0,10,0,107,107,0
0,11,0,109,109,0
0,12,0,106,106,0
0,13,0,109,109,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,106,106,0
0,1,0,109,109,0
0,2,0,109,109,0
0,3,0,107,107,0
0,4,0,106,106,0
0,5,0,109,109,0
0,6,0,106,106,0
0,7,0,107,107,0
0,8,0,108,108,0
0,9,0,106,106,0
0,10,0,106,106,0
0,11,0,108,108,0
0,12,0,107,107,0
0,13,0,108,108,0
0,14,0,107,107,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,107,107,0
0,2,0,108,108,0
0,3,0,108,108,0
0,4,0,107,107,0
0,5,0,107,107,0
0,6,0,107,107,0
0,7,0,107,107,0
0,8,0,107,107,0
0,9,0,106,106,0
0,10,0,109,109,0
0,11,0,109,109,0
0,12,0,105,105,0
0,13,0,110,110,0
0,14,0,106,106,0
0,15,0,0,0,0
0,0,0,108,108,0
0,1,0,109,109,0
0,2,0,106,106,0
0,3,0,108,108,0
0,4,0,107,107,0
0,5,0,108,108,0
0,6,0,106,106,0
0,7,0,108,108,0
0,8,0,108,108,0
0,9,0,105,105,0
0,10,0,108,108,0
0,11,0,109,109,0
0,12,0,107,107,0
0,13,0,109,109,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,109,109,0
0,1,0,109,109,0
0,2,0,107,107,0
0,3,0,108,108,0
0,4,0,109,109,0
0,5,0,108,108,0
0,6,0,107,107,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,0,0,0
0,13,0,0,0,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,4,0,0,0,0
0,5,0,0,0,0
0,6,0,0,0,0
1,7,76,0,0,0
1,8,72,0,0,0
1,9,74,0,0,0
1,10,70,0,0,0
1,11,73,0,0,0
1,12,73,0,0,0
1,13,76,0,0,0
1,14,72,0,0,0
1,15,0,0,0,0
1,0,74,0,0,0
1,1,72,0,0,0
1,2,74,0,0,0
1,3,73,0,0,0
1,4,73,0,0,0
1,5,72,0,0,0
1,6,70,0,0,0
1,7,80,0,0,0
1,8,88,0,0,0
1,9,110,0,0,0
1,10,143,0,0,0
1,11,191,0,0,0
1,12,239,0,0,0
1,13,283,0,0,0
1,14,310,0,0,0
1,15,0,0,0,0
1,0,342,0,0,0
1,1,340,0,0,0
1,2,333,0,0,0
1,3,315,0,0,0
1,4,296,0,0,0
1,5,276,0,0,0
1,6,71,0,0,0
1,7,234,0,0,0
1,8,210,0,0,0
1,9,195,0,0,226
1,10,177,0,0,168
1,11,164,0,0,103
1,12,155,0,0,37
1,13,146,0,0,995
1,14,135,0,0,935
1,15,0,0,0,0
1,0,123,0,0,804
1,1,122,0,0,740
1,2,120,0,0,674
1,3,113,0,0,613
1,4,110,0,0,548
1,5,109,0,0,485
1,6,251,0,0,0
1,7,109,0,0,355
1,8,104,0,0,295
1,9,102,0,0,0
1,10,101,0,0,0
1,11,102,0,0,0
1,12,101,0,0,0
1,13,102,0,0,0
1,14,98,0,0,0
1,15,0,0,0,0
1,0,97,0,0,0
1,1,98,0,0,0
1,2,99,0,0,0
1,3,95,0,0,0
1,4,94,0,0,0
1,5,94,0,0,0
1,6,107,0,0,423
1,7,95,0,0,0
1,8,93,0,0,0
1,9,94,0,0,0
1,10,92,0,0,0
1,11,89,0,0,0
1,12,91,0,0,0
1,13,94,0,0,0
1,14,92,0,0,0
1,15,0,0,0,0
1,0,90,0,0,0
1,1,91,0,0,0
1,2,91,0,0,0
1,3,89,0,0,0
1,4,89,0,0,0
1,5,88,0,0,0
1,6,92,0,0,0
1,7,90,0,0,0
1,8,88,0,0,0
1,9,86,0,0,0
1,10,88,0,0,0
1,11,87,0,0,0
1,12,87,0,0,0
1,13,91,0,0,0
1,14,90,0,0,0
1,15,0,0,0,0
1,0,85,0,0,0
1,1,87,0,0,0
1,2,88,0,0,0
1,3,87,0,0,0
1,4,85,0,0,0
1,5,86,0,0,0
1,6,86,0,0,0
1,7,88,0,0,0
1,8,86,0,0,0
1,9,85,0,0,0
1,10,84,0,0,0
1,11,83,0,0,0
1,12,86,0,0,0
1,13,86,0,0,0
1,14,85,0,0,0
1,15,0,0,0,0
1,0,85,0,0,0
1,1,82,0,0,0
1,2,83,0,0,0
1,3,82,0,0,0
1,4,83,0,0,0
1,5,81,0,0,0
1,6,84,0,0,0
1,7,85,0,0,0
1,8,81,0,0,0
1,9,82,0,0,0
1,10,83,0,0,0
1,11,80,0,0,0
1,12,83,0,0,0
1,13,84,0,0,0
1,14,84,0,0,0
1,15,0,0,0,0
1,0,80,0,0,0
1,1,80,0,0,0
1,2,80,0,0,0
1,3,80,0,0,0
1,4,82,0,0,0
1,5,81,0,0,0
1,6,82,0,0,0
1,7,80,0,0,0
1,8,81,0,0,0
1,9,81,0,0,0
1,10,80,0,0,0
1,11,78,0,0,0
1,12,80,0,0,0
1,13,83,0,0,0
1,14,82,0,0,0
1,15,0,0,0,0
1,0,78,0,0,0
1,1,81,0,0,0
1,2,78,0,0,0
1,3,78,0,0,0
1,4,78,0,0,0
1,5,81,0,0,0
1,6,80,0,0,0
1,7,80,0,0,0
1,8,77,0,0,0
1,9,80,0,0,0
1,10,81,0,0,0
1,11,77,0,0,0
1,12,79,0,0,0
1,13,80,0,0,0
1,14,80,0,0,0
1,15,0,0,0,0
1,0,78,0,0,0
1,1,80,0,0,0
1,2,77,0,0,0
1,3,76,0,0,0
1,4,78,0,0,0
1,5,81,0,0,0
1,6,80,0,0,0
1,7,0,0,0,0
1,8,0,0,0,0
1,9,0,0,0,0
1,10,0,0,0,0
1,11,0,0,0,0
1,12,0,0,0,0
1,13,0,0,0,0
1,14,0,0,0,0
1,15,0,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
1,2,0,0,0,0
1,3,0,0,0,0
1,4,0,0,0,0
1,5,0,0,0,0
1,6,0,0,0,0
2,7,81,0,0,0
2,8,80,0,0,0
2,9,81,0,0,0
2,10,81,0,0,0
2,11,83,0,0,0
2,12,80,0,0,0
2,13,78,0,0,0
2,14,82,0,0,0
2,15,0,0,0,0
2,0,80,0,0,0
2,1,82,0,0,0
2,2,83,0,0,0
2,3,82,0,0,0
2,4,81,0,0,0
2,5,81,0,0,0
2,6,80,0,0,0
2,7,87,0,0,0
2,8,94,0,0,0
2,9,116,0,0,0
2,10,149,0,0,0
2,11,197,0,0,0
2,12,241,0,0,0
2,13,278,0,0,0
2,14,313,0,0,0
2,15,0,0,0,0
2,0,340,0,0,0
2,1,340,0,0,0
2,2,338,0,0,0
2,3,319,0,0,0
2,4,303,0,0,0
2,5,282,0,0,0
2,6,82,0,0,0
2,7,237,0,0,0
2,8,221,0,0,0
2,9,204,0,0,222
2,10,187,0,0,160
2,11,175,0,0,93
2,12,162,0,0,32
2,13,150,0,0,992
2,14,145,0,0,926
2,15,0,0,0,0
2,0,132,0,0,801
2,1,129,0,0,737
2,2,128,0,0,669
2,3,122,0,0,607
2,4,119,0,0,544
2,5,117,0,0,480
2,6,4,0,0,0
2,7,113,0,0,350
2,8,111,0,0,290
2,9,111,0,0,0
2,10,111,0,0,0
2,11,111,0,0,0
2,12,107,0,0,0
2,13,107,0,0,0
2,14,109,0,0,0
2,15,0,0,0,0
2,0,107,0,0,0
2,1,105,0,0,0
2,2,106,0,0,0
2,3,104,0,0,0
2,4,104,0,0,0
2,5,103,0,0,0
2,6,114,0,0,416
2,7,100,0,0,0
2,8,100,0,0,0
2,9,101,0,0,0
2,10,101,0,0,0
2,11,103,0,0,0
2,12,98,0,0,0
2,13,100,0,0,0
2,14,101,0,0,0
2,15,0,0,0,0
2,0,98,0,0,0
2,1,97,0,0,0
2,2,98,0,0,0
2,3,97,0,0,0
2,4,100,0,0,0
2,5,98,0,0,0
2,6,97,0,0,0
2,7,97,0,0,0
2,8,97,0,0,0
2,9,95,0,0,0
2,10,95,0,0,0
2,11,97,0,0,0
2,12,93,0,0,0
2,13,95,0,0,0
2,14,95,0,0,0
2,15,0,0,0,0
2,0,93,0,0,0
2,1,97,0,0,0
2,2,94,0,0,0
2,3,94,0,0,0
2,4,94,0,0,0
2,5,94,0,0,0
2,6,96,0,0,0
2,7,93,0,0,0
2,8,92,0,0,0
2,9,93,0,0,0
2,10,93,0,0,0
2,11,92,0,0,0
2,12,92,0,0,0
2,13,93,0,0,0
2,14,93,0,0,0
2,15,0,0,0,0
2,0,89,0,0,0
2,1,93,0,0,0
2,2,92,0,0,0
2,3,93,0,0,0
2,4,91,0,0,0
2,5,92,0,0,0
2,6,92,0,0,0
2,7,90,0,0,0
2,8,89,0,0,0
2,9,90,0,0,0
2,10,89,0,0,0
2,11,89,0,0,0
2,12,88,0,0,0
2,13,90,0,0,0
2,14,90,0,0,0
2,15,0,0,0,0
2,0,88,0,0,0
2,1,90,0,0,0
2,2,89,0,0,0
2,3,90,0,0,0
2,4,86,0,0,0
2,5,89,0,0,0
2,6,90,0,0,0
2,7,88,0,0,0
2,8,89,0,0,0
2,9,87,0,0,0
2,10,88,0,0,0
2,11,89,0,0,0
2,12,88,0,0,0
2,13,88,0,0,0
2,14,89,0,0,0
2,15,0,0,0,0
2,0,85,0,0,0
2,1,90,0,0,0
2,2,88,0,0,0
2,3,88,0,0,0
2,4,86,0,0,0
2,5,88,0,0,0
2,6,88,0,0,0
2,7,88,0,0,0
2,8,88,0,0,0
2,9,85,0,0,0
2,10,87,0,0,0
2,11,87,0,0,0
2,12,86,0,0,0
2,13,88,0,0,0
2,14,88,0,0,0
2,15,0,0,0,0
2,0,84,0,0,0
2,1,89,0,0,0
2,2,88,0,0,0
2,3,86,0,0,0
2,4,84,0,0,0
2,5,88,0,0,0
2,6,86,0,0,0
2,7,0,0,0,0
2,8,0,0,0,0
2,9,0,0,0,0
2,10,0,0,0,0
2,11,0,0,0,0
2,12,0,0,0,0
2,13,0,0,0,0
2,14,0,0,0,0
2,15,0,0,0,0
2,0,0,0,0,0
2,1,0,0,0,0
2,2,0,0,0,0
2,3,0,0,0,0
2,4,0,0,0,0
2,5,0,0,0,0
2,6,0,0,0,0
3,7,117,0,0,0
3,8,117,0,0,0
3,9,118,0,0,0
3,10,120,0,0,0
3,11,120,0,0,0
3,12,115,0,0,0
3,13,119,0,0,0
3,14,117,0,0,0
3,15,0,0,0,0
3,0,120,0,0,0
3,1,117,0,0,0
3,2,118,0,0,0
3,3,118,0,0,0
3,4,116,0,0,0
3,5,118,0,0,0
3,6,117,0,0,0
3,7,126,0,0,0
3,8,137,0,0,0
3,9,165,0,0,0
3,10,205,0,0,0
3,11,253,0,0,0
3,12,298,0,0,0
3,13,346,0,0,0
3,14,376,0,0,0
3,15,0,0,0,0
3,0,407,0,0,0
3,1,408,0,0,0
3,2,393,0,0,0
3,3,378,0,0,0
3,4,354,0,0,0
3,5,336,0,0,0
3,6,117,0,0,0
3,7,288,0,0,0
3,8,270,0,0,251
3,9,248,0,0,186
3,10,233,0,0,124
3,11,217,0,0,60
3,12,202,0,0,1023
3,13,195,0,0,955
3,14,188,0,0,895
3,15,0,0,0,0
3,0,174,0,0,763
3,1,168,0,0,701
3,2,163,0,0,637
3,3,161,0,0,571
3,4,156,0,0,511
3,5,157,0,0,447
3,6,48,0,0,0
3,7,156,0,0,314
3,8,151,0,0,0
