Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,98,0,0,0
1,1.5625,8,117,0,0,0
1,3.125,9,121,0,0,0
1,4.6875,10,79,0,0,0
1,6.25,11,117,0,0,0
1,7.8125,12,63,0,0,0
1,9.375,13,89,0,0,0
1,10.9375,14,77,0,0,0
1,12.5,15,85,0,0,0
1,14.0625,0,86,0,0,0
1,15.625,1,89,0,0,0
1,17.1875,2,127,0,0,0
1,18.75,3,105,0,0,0
1,20.3125,4,71,0,0,0
1,21.875,5,96,0,0,0
1,23.4375,6,89,0,0,0
1,25.0,7,109,0,0,0
1,26.5625,8,118,0,0,0
1,28.125,9,123,0,0,0
1,29.6875,10,76,0,0,0
1,31.25,11,120,0,0,0
1,32.8125,12,64,0,0,0
1,34.375,13,101,0,0,0
1,35.9375,14,79,0,0,0
1,37.5,15,80,0,0,0
1,39.0625,0,81,0,0,0
1,40.625,1,86,0,0,0
1,42.1875,2,125,0,0,0
1,43.75,3,106,0,0,0
1,45.3125,4,69,0,0,0
1,46.875,5,95,0,0,0
1,48.4375,6,89,0,0,0
1,50.0,7,114,0,0,0
1,51.5625,8,115,0,0,0
1,53.125,9,111,0,0,0
1,54.6875,10,75,0,0,0
1,56.25,11,121,0,0,0
1,57.8125,12,65,0,0,0
1,59.375,13,113,0,0,0
1,60.9375,14,77,0,0,0
1,62.5,15,77,0,0,0
1,64.0625,0,79,0,0,0
1,65.625,1,87,0,0,0
1,67.1875,2,127,0,0,0
1,68.75,3,109,0,0,0
1,70.3125,4,73,0,0,0
1,71.875,5,101,0,0,0
1,73.4375,6,94,0,0,0
1,75.0,7,123,591,632,440
1,76.5625,8,141,590,624,376
1,78.125,9,150,583,568,333
1,79.6875,10,198,580,544,273
1,81.25,11,341,590,624,186
1,82.8125,12,377,578,528,156
1,84.375,13,561,593,648,49
1,85.9375,14,600,581,552,13
1,87.5,15,686,582,560,985
1,89.0625,0,785,0,0,0
1,90.625,1,830,0,0,0
1,92.1875,2,918,0,0,0
1,93.75,3,894,0,0,0
1,95.3125,4,870,0,0,0
1,96.875,5,862,0,0,0
1,98.4375,6,830,0,0,0
1,100.0,7,832,0,0,0
1,101.5625,8,804,0,0,0
1,103.125,9,735,0,0,0
1,104.6875,10,689,0,0,0
1,106.25,11,712,0,0,0
1,107.8125,12,618,0,0,0
1,109.375,13,664,0,0,0
1,110.9375,14,576,0,0,0
1,112.5,15,569,0,0,0
1,114.0625,0,539,583,568,907
1,115.625,1,540,585,584,842
1,117.1875,2,536,591,632,757
1,118.75,3,508,587,600,706
1,120.3125,4,474,583,568,656
1,121.875,5,465,585,584,579
1,123.4375,6,444,585,584,517
1,125.0,7,451,0,0,0
1,126.5625,8,435,0,0,0
1,128.125,9,404,0,0,0
1,129.6875,10,376,0,0,0
1,131.25,11,404,0,0,0
1,132.8125,12,352,0,0,0
1,134.375,13,397,0,0,0
