Channel,R2,Linearity_percent,GoodLinearity
1,0.995723827991997,3.060860162402592,True
2,0.9959989143841911,3.3447907339476015,True
3,0.9969039287124881,2.6090759782918993,True
4,0.9972376184283727,2.604622029673888,True
5,0.9952926109479587,3.091959581562288,True
6,0.996690284875038,2.672391875476715,True
7,0.9959315578864748,3.0830225569354432,True
8,0.9974589639256546,2.5250849987561157,True
10,0.9976657156898846,2.252503280780936,True
11,0.997180648763894,2.450334735254835,True
12,0.995124271079011,3.332658379406264,True
13,0.9932218239673503,3.520395789882127,True
14,0.9960143223485426,2.9482086037356,True
15,0.9972865998756395,2.325886933253939,True
16,0.9984290656308283,2.205679514806471,True
17,0.9991984851836945,1.2427625975730772,True
20,0.9949739198508422,3.4536286335772273,True
21,0.993592531937804,3.6337517011946328,True
22,0.996508406768354,2.76680010402146,True
23,0.9973950871361076,2.345377752839288,True
24,0.996463568479447,2.839385078817559,True
25,0.996807391204489,2.580033979416658,True
26,0.9969280069314571,2.480916866293274,True
27,0.9975819832209408,2.2621263734640342,True
29,0.9968779451541292,2.6779604593959796,True
30,0.998905245813927,1.6792241911595687,True
31,0.9971420082448227,2.4851609386088143,True
32,0.99644738683537,2.8204707469598334,True
33,0.9951639716713542,3.188505056949331,True
34,0.9959326861128044,3.089167970798999,True
35,0.99743736400906,2.2136044991533548,True
36,0.9963925772108709,2.912306399209632,True
39,0.965434593303681,8.674043441004429,False
40,0.9644325145921019,8.470399102152864,False
41,0.8839702161162749,22.91667926810827,False
42,0.9303096078872469,16.733189013665275,False
43,0.980575698449639,5.959966494324254,True
44,0.781971684058927,35.17270141661653,False
45,0.9496819076602666,10.449212312965528,False
46,0.9841009432694301,6.425029005619136,True
48,0.9822216296782219,6.57699695821507,True
49,0.9240594858588839,16.060692960804598,False
50,0.00576410289163167,71.20822622107971,False
51,0.0,0.0,False
52,0.40889157719643143,62.9820051413887,False
53,0.9927742931376711,4.006665020123772,True
54,0.6544602220971123,50.635245636924985,False
55,0.9821648860605086,6.514406288541842,True
58,0.9585864095004222,9.50669146794297,False
59,0.7950329000737595,30.992008325631616,False
60,0.9654952747418822,10.257862133789335,False
61,0.9860401440115903,5.597974139584857,True
62,0.9661527760691965,8.324717782496935,False
63,0.7808457852139853,34.17000508919133,False
64,0.8971078227567915,21.30193625185205,False
65,0.7856442001588737,33.77598237238341,False
67,0.3393827807053337,62.110670963076565,False
68,0.9786584175494893,6.605999116129375,False
69,0.8843840819401051,22.596675968821742,False
70,0.9769146063049026,6.738295649052162,False
71,0.9813510602190473,6.169062360452354,True
72,0.973237068149103,7.450457193062385,False
73,0.9501754866298114,10.313936277946555,False
74,0.9162643035007143,19.022525630613863,False
77,0.9974787618310693,2.3931828319943422,True
78,0.9966742409815742,2.529326596341955,True
79,0.997181178121107,2.564895529311725,True
80,0.9972562632024833,2.533392057813665,True
81,0.9974743997293195,2.2924325768674323,True
82,0.9974645728083927,2.23430586481399,True
83,0.9967288751826472,2.5537133558170986,True
84,0.9961622284012671,2.9900271654907,True
86,0.9980826610694514,2.023925533650527,True
87,0.9966431054636125,2.743977911073014,True
88,0.9958054211530025,3.036518441539486,True
89,0.9971349571845414,2.4393415901888784,True
90,0.9978017522843311,2.364195709890867,True
91,0.9962012540961599,2.9078117995773463,True
92,0.9963354514959634,2.887052391469652,True
93,0.9965734634174895,2.831011665568499,True
96,0.9973797641330169,2.3816859890274165,True
97,0.9963491920356796,2.781984012395667,True
98,0.9968962872828366,2.524553424296368,True
99,0.9966721577426141,2.662344920084924,True
100,0.9966256817156482,2.9582166289375906,True
101,0.9975563456895434,2.268285382258681,True
102,0.996472339126287,2.782695871713637,True
103,0.9965109919572576,2.8148870320209975,True
105,0.9962705947632076,2.867130213718593,True
106,0.9965464970898991,2.80485178413502,True
107,0.9973185318604356,2.4062275425997304,True
108,0.9964618683530396,2.6772838422471583,True
109,0.9973596416902825,2.416360302586368,True
110,0.9975769178314355,2.268313883597467,True
111,0.9969216368253774,2.589294656867177,True
112,0.9976872060267568,2.261031128500299,True
115,0.9964672264086414,2.7430643267901837,True
116,0.9958362062630998,2.931312496458229,True
117,0.9967078839226676,2.720218862762672,True
118,0.9980341469759275,2.1051422715748505,True
119,0.9976355044169595,2.277229547318296,True
120,0.9978740378208082,2.1300036724201314,True
121,0.9986254967945709,1.7650986545588319,True
122,0.9977342520016945,2.192932769813963,True
124,0.9971396468189158,2.7051684731217467,True
125,0.9976922913494841,2.153012377914477,True
126,0.998098707573283,2.0420041713149413,True
127,0.9963157684264572,2.9712752878059567,True
128,0.9980876323360941,2.021128743630051,True
129,0.9970219972249941,2.5109847034585893,True
130,0.9954036290077279,3.2164489206606364,True
131,0.997803246556813,2.2826853515936167,True
134,0.9979897171902554,2.130003672420142,True
135,0.9980428091191794,2.075407026563859,True
136,0.9968778481704299,2.5697905042445917,True
137,0.9969049175725477,2.6823831303392756,True
138,0.9968096546336362,2.57203531910138,True
139,0.9966662742311299,2.545454545454553,True
140,0.9958811971788472,2.962656807797465,True
141,0.9969352835670873,2.6227647158163334,True
143,0.9974590683208294,2.31946716522553,True
144,0.9960637774926,2.890441196508236,True
145,0.9967324007228622,2.669055210526074,True
146,0.9964796527370823,2.6820598962442,True
147,0.9973328414981835,2.4208514908651018,True
148,0.99691376189985,2.7183046136237636,True
149,0.9981482727412454,2.1356879400916644,True
150,0.9958747013744982,2.950881029065556,True
