Channel,Amplitude,mean,std
0,100,-100.0,
0,200,-100.0,
0,300,-100.0,
0,400,-100.0,
0,450,-100.0,
0,600,-100.0,
1,100,38.0,
1,200,127.0,
1,300,228.0,
1,400,334.0,
1,450,398.0,
1,600,579.0,
2,100,56.0,
2,200,148.0,
2,300,253.0,
2,400,356.0,
2,450,417.0,
2,600,604.0,
3,100,121.0,
3,200,220.0,
3,300,327.0,
3,400,439.0,
3,450,503.0,
3,600,688.0,
4,100,117.0,
4,200,219.0,
4,300,329.0,
4,400,450.0,
4,450,510.0,
4,600,707.0,
5,100,55.0,
5,200,145.0,
5,300,249.0,
5,400,361.0,
5,450,420.0,
5,600,607.0,
6,100,63.0,
6,200,155.0,
6,300,257.0,
6,400,372.0,
6,450,434.0,
6,600,622.0,
7,100,116.0,
7,200,218.0,
7,300,326.0,
7,400,441.0,
7,450,504.0,
7,600,698.0,
8,100,100.0,
8,200,201.0,
8,300,308.0,
8,400,430.0,
8,450,491.0,
8,600,689.0,
9,100,100.0,
9,200,194.0,
9,300,300.0,
9,400,422.0,
9,450,483.0,
9,600,677.0,
10,100,78.0,
10,200,167.0,
10,300,271.0,
10,400,384.0,
10,450,439.0,
10,600,630.0,
11,100,104.0,
11,200,202.0,
11,300,310.0,
11,400,431.0,
11,450,484.0,
11,600,677.0,
12,100,115.0,
12,200,220.0,
12,300,332.0,
12,400,454.0,
12,450,520.0,
12,600,722.0,
13,100,93.0,
13,200,192.0,
13,300,302.0,
13,400,417.0,
13,450,478.0,
13,600,677.0,
14,100,78.0,
14,200,175.0,
14,300,286.0,
14,400,404.0,
14,450,470.0,
14,600,662.0,
15,100,70.0,
15,200,155.0,
15,300,265.0,
15,400,376.0,
15,450,430.0,
15,600,620.0,
16,100,93.0,
16,200,192.0,
16,300,308.0,
16,400,425.0,
16,450,486.0,
16,600,684.0,
17,100,202.0,
17,200,320.0,
17,300,438.0,
17,400,572.0,
17,450,635.0,
17,600,846.0,
18,100,154.0,
18,200,264.0,
18,300,384.0,
18,400,509.0,
18,450,574.0,
18,600,779.0,
19,100,1.0,
19,200,2.0,
19,300,2.0,
19,400,3.0,
19,450,5.0,
19,600,5.0,
20,100,-5.0,
20,200,80.0,
20,300,175.0,
20,400,278.0,
20,450,340.0,
20,600,521.0,
21,100,-16.0,
21,200,64.0,
21,300,161.0,
21,400,266.0,
21,450,321.0,
21,600,508.0,
22,100,79.0,
22,200,178.0,
22,300,287.0,
22,400,404.0,
22,450,465.0,
22,600,662.0,
23,100,147.0,
23,200,253.0,
23,300,371.0,
23,400,494.0,
23,450,558.0,
23,600,758.0,
24,100,65.0,
24,200,155.0,
24,300,260.0,
24,400,374.0,
24,450,435.0,
24,600,622.0,
25,100,38.0,
25,200,126.0,
25,300,225.0,
25,400,335.0,
25,450,394.0,
25,600,584.0,
26,100,107.0,
26,200,206.0,
26,300,318.0,
26,400,437.0,
26,450,499.0,
26,600,700.0,
27,100,76.0,
27,200,169.0,
27,300,278.0,
27,400,387.0,
27,450,450.0,
27,600,638.0,
28,100,84.0,
28,200,183.0,
28,300,292.0,
28,400,408.0,
28,450,472.0,
28,600,668.0,
29,100,62.0,
29,200,154.0,
29,300,260.0,
29,400,376.0,
29,450,433.0,
29,600,624.0,
30,100,81.0,
30,200,176.0,
30,300,280.0,
30,400,395.0,
30,450,460.0,
30,600,647.0,
31,100,96.0,
31,200,192.0,
31,300,297.0,
31,400,411.0,
31,450,476.0,
31,600,659.0,
32,100,94.0,
32,200,187.0,
32,300,296.0,
32,400,411.0,
32,450,470.0,
32,600,669.0,
33,100,46.0,
33,200,134.0,
33,300,231.0,
33,400,343.0,
33,450,399.0,
33,600,581.0,
34,100,119.0,
34,200,267.0,
34,300,423.0,
34,400,586.0,
34,450,678.0,
34,600,923.0,
35,100,64.0,
35,200,160.0,
35,300,266.0,
35,400,381.0,
35,450,437.0,
35,600,628.0,
36,100,98.0,
36,200,197.0,
36,300,305.0,
36,400,420.0,
36,450,484.0,
36,600,669.0,
37,100,-100.0,
37,200,-100.0,
37,300,-100.0,
37,400,-100.0,
37,450,-100.0,
37,600,-100.0,
38,100,-100.0,
38,200,-100.0,
38,300,-100.0,
38,400,-100.0,
38,450,-100.0,
38,600,-100.0,
39,100,137.0,
39,200,286.0,
39,300,445.0,
39,400,609.0,
39,450,696.0,
39,600,923.0,
40,100,93.0,
40,200,236.0,
40,300,388.0,
40,400,545.0,
40,450,627.0,
40,600,872.0,
41,100,155.0,
41,200,312.0,
41,300,474.0,
41,400,642.0,
41,450,726.0,
41,600,923.0,
42,100,110.0,
42,200,223.0,
42,300,337.0,
42,400,461.0,
42,450,530.0,
42,600,726.0,
43,100,60.0,
43,200,150.0,
43,300,246.0,
43,400,354.0,
43,450,412.0,
43,600,587.0,
44,100,61.0,
44,200,153.0,
44,300,246.0,
44,400,360.0,
44,450,416.0,
44,600,593.0,
45,100,80.0,
45,200,169.0,
45,300,271.0,
45,400,379.0,
45,450,432.0,
45,600,612.0,
46,100,101.0,
46,200,198.0,
46,300,310.0,
46,400,421.0,
46,450,482.0,
46,600,674.0,
47,100,70.0,
47,200,155.0,
47,300,262.0,
47,400,369.0,
47,450,433.0,
47,600,614.0,
48,100,132.0,
48,200,228.0,
48,300,333.0,
48,400,441.0,
48,450,501.0,
48,600,686.0,
49,100,18.0,
49,200,101.0,
49,300,194.0,
49,400,296.0,
49,450,345.0,
49,600,521.0,
50,100,116.0,
50,200,213.0,
50,300,321.0,
50,400,438.0,
50,450,498.0,
50,600,697.0,
51,100,81.0,
51,200,176.0,
51,300,283.0,
51,400,397.0,
51,450,452.0,
51,600,646.0,
52,100,77.0,
52,200,169.0,
52,300,273.0,
52,400,387.0,
52,450,445.0,
52,600,630.0,
53,100,125.0,
53,200,224.0,
53,300,328.0,
53,400,444.0,
53,450,501.0,
53,600,690.0,
54,100,25.0,
54,200,112.0,
54,300,208.0,
54,400,315.0,
54,450,374.0,
54,600,549.0,
55,100,41.0,
55,200,136.0,
55,300,237.0,
55,400,346.0,
55,450,410.0,
55,600,597.0,
56,100,-50.0,
56,200,18.0,
56,300,105.0,
56,400,200.0,
56,450,256.0,
56,600,419.0,
57,100,-5.0,
57,200,-3.0,
57,300,-5.0,
57,400,-3.0,
57,450,-2.0,
57,600,-1.0,
58,100,182.0,
58,200,288.0,
58,300,408.0,
58,400,533.0,
58,450,594.0,
58,600,797.0,
59,100,147.0,
59,200,253.0,
59,300,367.0,
59,400,487.0,
59,450,554.0,
59,600,752.0,
60,100,122.0,
60,200,220.0,
60,300,336.0,
60,400,450.0,
60,450,512.0,
60,600,708.0,
61,100,27.0,
61,200,112.0,
61,300,209.0,
61,400,326.0,
61,450,374.0,
61,600,556.0,
62,100,68.0,
62,200,162.0,
62,300,262.0,
62,400,370.0,
62,450,429.0,
62,600,617.0,
63,100,109.0,
63,200,209.0,
63,300,320.0,
63,400,435.0,
63,450,500.0,
63,600,695.0,
64,100,108.0,
64,200,210.0,
64,300,319.0,
64,400,434.0,
64,450,494.0,
64,600,686.0,
65,100,84.0,
65,200,177.0,
65,300,282.0,
65,400,393.0,
65,450,452.0,
65,600,638.0,
66,100,57.0,
66,200,146.0,
66,300,246.0,
66,400,352.0,
66,450,411.0,
66,600,591.0,
67,100,69.0,
67,200,160.0,
67,300,264.0,
67,400,375.0,
67,450,430.0,
67,600,615.0,
68,100,45.0,
68,200,134.0,
68,300,236.0,
68,400,346.0,
68,450,404.0,
68,600,592.0,
69,100,100.0,
69,200,196.0,
69,300,300.0,
69,400,412.0,
69,450,476.0,
69,600,657.0,
70,100,80.0,
70,200,175.0,
70,300,271.0,
70,400,381.0,
