Channel,R2,Linearity_percent,GoodLinearity
1,0.315134962912182,63.63601119917097,True
2,0.48157961497301044,77.33356117607728,True
3,0.475167705148309,77.15232093515483,True
4,0.47854063785192286,77.18538628836092,True
5,0.7927968946028431,49.463261752429254,True
6,0.7922621831227136,49.99015497382072,True
7,0.5774220046741322,65.4399899511133,True
8,0.5977240591117559,72.86242980870347,True
10,0.5600055629852044,73.08348121197447,True
11,0.771871487647323,50.50200962354373,True
12,0.8052780927494723,39.194838242210345,True
13,0.8336908415853466,41.219343717627396,True
14,0.8355605138801869,41.08268386961929,True
15,0.8350559485797197,41.103800854009094,True
16,0.8340415563663457,41.154616849678064,True
20,0.05135763796278201,67.69617294343045,True
21,0.05252987534488976,67.5689454963695,True
22,0.8233914402074667,38.21430984336634,True
23,0.7828640741685966,52.43351405486772,True
24,0.554650230404398,84.48872188308913,True
25,0.5550293893410954,84.41999189967079,True
26,0.709857226525183,53.16343969787973,True
27,0.691642027198056,46.340025874085335,True
29,0.7105266721331713,53.20873715228224,True
30,0.6825891848070675,54.24164035166573,True
31,0.6847278328745826,53.28252170738067,True
32,0.686226681671916,53.199764581956565,True
33,0.2876509939118643,62.076783923635745,True
34,0.00019150632646933985,75.82595061468466,True
35,0.7888215922526871,51.08394162292002,True
36,0.7897796618488209,50.56346615544028,True
39,0.005211357052914037,83.70245454211063,True
40,0.0032024587941009877,76.38448502037868,True
41,5.038083481008553e-05,69.93788510628367,True
42,0.19822129918258316,63.326951438958254,True
43,0.7907893752713624,50.43633456056047,True
44,0.7895420619725643,51.054077291347376,True
45,0.7908155008089316,50.4866880439804,True
46,0.7414398023999849,50.946057851874215,True
48,0.7260434975205673,50.24871033818502,True
49,0.3097264504506406,65.51046593109815,True
50,0.771384678238966,50.57366239278432,True
51,0.8343036186257855,41.2242413878892,True
52,0.8346547808443534,41.21349489135129,True
53,0.8075769517920154,48.754275805688906,True
54,0.5774882766176495,81.73352567736895,True
55,0.8246798150846564,38.05318761997308,True
59,0.8214306291947754,38.475584599752295,True
60,0.8231902821374384,38.37263729210438,True
61,0.3365716073165465,71.78163112614003,True
62,0.5823503588131247,82.93925955907116,True
63,0.8235563097332014,38.2791778682565,True
64,0.5319955468550979,69.46415661548822,True
65,0.7090460194908793,53.65035082958705,True
67,0.49033977250150523,74.35538150884983,True
68,0.6824789040821962,60.957027061294276,True
69,0.6827921167068569,53.8634034195852,True
70,0.4844769073890688,73.20487128457405,True
71,0.6821671656099544,53.902199572008925,True
72,0.7861507145778016,51.74106873115033,True
73,0.5713446948655738,75.83388243871899,True
74,0.7925475113672723,49.83799219312284,True
77,0.5188558434637952,72.45525079097965,True
78,0.4777221240575026,77.23517942446905,True
79,0.4800783383429794,77.25629682181045,True
80,0.4787964264733907,77.19101706339413,True
81,0.7469118964665179,49.9156064310389,True
82,0.5217006711945625,72.11450791678378,True
83,0.54965328565073,67.23202076004765,True
84,0.57827801346286,65.34556812649276,True
86,0.5413868545430136,64.81056237599377,True
87,0.7319890643814403,49.18018048791079,True
88,0.7714414300833216,50.57259011325226,True
89,0.5779128203162579,81.67714894732781,True
90,0.8338619381030067,41.23201847756795,True
91,0.8108233014592969,47.9745452745802,True
92,0.8066070265644867,49.08957664850646,True
96,0.21143906666526954,59.78386040051333,True
97,0.05193864380560933,67.39958882762413,True
98,0.6271477659730279,76.45935532544298,True
99,0.5567585201005565,77.66093698487234,True
100,0.7877720812802278,51.043392166171046,True
101,0.6254208221335847,76.80815270005277,True
102,0.710154982553158,53.171775681554635,True
103,0.4866161256058147,67.19078801083882,True
105,0.48983645106927887,66.90954793189341,True
106,0.6854466123309482,53.32159942701325,True
107,0.6616153425968327,45.80446661567116,True
108,0.6629067016491205,45.560734537326866,True
109,0.45726258505263306,61.362268140386846,True
110,0.7460592378586022,50.1272783241261,True
111,0.5459158700934206,69.30265878840969,True
112,0.7445127247300631,50.393857063694746,True
115,0.47811751463818664,77.21379024635041,True
116,0.5204334865045263,72.31347287026351,True
117,0.4834539635706518,77.35739483952958,True
118,0.5044749470111285,85.61912775612858,True
119,0.7890325547699062,50.70746693961763,True
120,0.7433348987902014,50.592607911089715,True
121,0.5740762107434947,75.04680870352894,True
122,0.5983792808579665,72.81857238581183,True
124,0.5554798240225471,73.92467831275358,True
125,0.7724744914187399,50.29020742211249,True
126,0.8048412788069488,39.10302591695805,True
127,0.8336853378245471,41.260461299663284,True
128,0.8342300494308442,41.123462815450104,True
129,0.6046112142659222,79.60689066561227,True
130,0.833290612035236,41.25516120780284,True
131,0.8212420380836252,38.42022312591667,True
134,0.8243133694003796,38.10717775824326,True
135,0.8230351351404366,38.241069308352735,True
136,0.7867580448657795,51.1698000901888,True
137,0.7875182175023292,50.997911275385356,True
138,0.7884527363228896,50.82377542638624,True
139,0.555229050508705,84.36125371509439,True
140,0.6911455814332399,46.259708668163846,True
141,0.4885136110590399,67.14473983271859,True
143,0.709968002915914,53.299321978362855,True
144,0.6856263625038511,53.18581905181936,True
145,0.48755244778750456,56.885016417674464,True
146,0.4754886990361589,67.17384700743064,True
147,0.4919317473161844,65.23184686928516,True
148,0.7580235496767794,49.09563292570817,True
149,0.743537475045399,50.21720980705658,True
150,0.7591091209437885,48.91552371822735,True
