Channel,Time,Phase,ADC,TOT,ToA
7,239.0625,7,98,0,0
8,12.5,7,97,0,0
8,14.0625,7,97,0,0
8,37.5,7,95,0,0
8,39.0625,7,97,0,0
8,62.5,7,96,0,0
8,64.0625,7,97,0,0
8,87.5,7,166,0,0
8,89.0625,7,174,0,0
8,112.5,7,142,0,751
8,114.0625,7,138,0,685
8,137.5,7,116,0,0
8,139.0625,7,116,0,0
8,162.5,7,109,0,0
8,164.0625,7,109,0,0
8,187.5,7,106,0,0
8,189.0625,7,106,0,0
8,212.5,7,104,0,0
8,214.0625,7,104,0,0
8,237.5,7,102,0,0
8,239.0625,7,104,0,0
9,12.5,7,95,0,0
9,14.0625,7,96,0,0
9,37.5,7,98,0,0
9,39.0625,7,98,0,0
9,62.5,7,97,0,0
9,64.0625,7,96,0,0
9,87.5,7,166,0,0
9,89.0625,7,178,0,0
9,112.5,7,138,0,730
9,114.0625,7,136,0,666
9,137.5,7,114,0,0
9,139.0625,7,115,0,0
9,162.5,7,108,0,0
9,164.0625,7,108,0,0
9,187.5,7,105,0,0
9,189.0625,7,105,0,0
9,212.5,7,102,0,0
9,214.0625,7,102,0,0
9,237.5,7,102,0,0
9,239.0625,7,104,0,0
10,12.5,7,141,0,0
10,14.0625,7,140,0,0
10,37.5,7,139,0,0
10,39.0625,7,139,0,0
10,62.5,7,140,0,0
10,64.0625,7,139,0,0
10,87.5,7,200,0,0
10,89.0625,7,213,0,0
10,112.5,7,186,0,823
10,114.0625,7,182,0,755
10,137.5,7,159,0,0
10,139.0625,7,158,0,0
10,162.5,7,152,0,0
10,164.0625,7,152,0,0
10,187.5,7,148,0,0
10,189.0625,7,147,0,0
10,212.5,7,150,0,0
10,214.0625,7,146,0,0
10,237.5,7,146,0,0
10,239.0625,7,144,0,0
11,12.5,7,109,0,0
11,14.0625,7,108,0,0
11,37.5,7,108,0,0
11,39.0625,7,109,0,0
11,62.5,7,109,0,0
11,64.0625,7,110,0,0
11,87.5,7,170,0,0
11,89.0625,7,181,0,0
11,112.5,7,157,0,795
11,114.0625,7,154,0,739
11,137.5,7,129,0,0
11,139.0625,7,130,0,0
11,162.5,7,121,0,0
11,164.0625,7,120,0,0
11,187.5,7,116,0,0
11,189.0625,7,118,0,0
11,212.5,7,116,0,0
11,214.0625,7,116,0,0
11,237.5,7,115,0,0
11,239.0625,7,114,0,0
12,12.5,7,145,0,0
12,14.0625,7,145,0,0
12,37.5,7,146,0,0
12,39.0625,7,146,0,0
12,62.5,7,145,0,0
12,64.0625,7,144,0,0
12,87.5,7,209,0,0
12,89.0625,7,218,0,0
12,112.5,7,193,0,779
12,114.0625,7,189,0,723
12,137.5,7,166,0,0
12,139.0625,7,165,0,0
12,162.5,7,159,0,0
12,164.0625,7,159,0,0
12,187.5,7,156,0,0
12,189.0625,7,156,0,0
12,212.5,7,155,0,0
12,214.0625,7,152,0,0
12,237.5,7,153,0,0
12,239.0625,7,152,0,0
13,12.5,7,95,0,0
13,14.0625,7,95,0,0
13,37.5,7,95,0,0
13,39.0625,7,95,0,0
13,62.5,7,95,0,0
13,64.0625,7,95,0,0
13,87.5,7,158,0,0
13,89.0625,7,168,0,0
13,112.5,7,142,0,810
13,114.0625,7,137,0,748
13,137.5,7,116,0,0
13,139.0625,7,115,0,0
13,162.5,7,109,0,0
13,164.0625,7,108,0,0
13,187.5,7,106,0,0
13,189.0625,7,104,0,0
13,212.5,7,104,0,0
13,214.0625,7,102,0,0
13,237.5,7,101,0,0
13,239.0625,7,100,0,0
14,12.5,7,100,0,0
14,14.0625,7,99,0,0
14,37.5,7,98,0,0
14,39.0625,7,99,0,0
14,62.5,7,100,0,0
14,64.0625,7,100,0,0
14,87.5,7,156,0,0
14,89.0625,7,165,0,0
14,112.5,7,142,0,819
14,114.0625,7,140,0,748
14,137.5,7,116,0,0
14,139.0625,7,116,0,0
14,162.5,7,110,0,0
14,164.0625,7,109,0,0
14,187.5,7,106,0,0
14,189.0625,7,106,0,0
14,212.5,7,105,0,0
14,214.0625,7,107,0,0
14,237.5,7,103,0,0
14,239.0625,7,104,0,0
15,12.5,7,101,0,0
15,14.0625,7,101,0,0
15,37.5,7,102,0,0
15,39.0625,7,101,0,0
15,62.5,7,101,0,0
15,64.0625,7,102,0,0
15,87.5,7,158,0,0
15,89.0625,7,169,0,0
15,112.5,7,144,0,801
15,114.0625,7,139,0,736
15,137.5,7,119,0,0
15,139.0625,7,119,0,0
15,162.5,7,113,0,0
15,164.0625,7,113,0,0
15,187.5,7,108,0,0
15,189.0625,7,110,0,0
15,212.5,7,108,0,0
15,214.0625,7,108,0,0
15,237.5,7,108,0,0
15,239.0625,7,108,0,0
16,12.5,7,99,0,0
16,14.0625,7,101,0,0
16,37.5,7,100,0,0
16,39.0625,7,100,0,0
16,62.5,7,100,0,0
16,64.0625,7,100,0,0
16,87.5,7,154,0,0
16,89.0625,7,166,0,0
16,112.5,7,141,0,822
16,114.0625,7,138,0,745
16,137.5,7,117,0,0
16,139.0625,7,116,0,0
16,162.5,7,110,0,0
16,164.0625,7,112,0,0
16,187.5,7,107,0,0
16,189.0625,7,106,0,0
16,212.5,7,106,0,0
16,214.0625,7,105,0,0
16,237.5,7,104,0,0
16,239.0625,7,102,0,0
17,12.5,7,95,0,0
17,14.0625,7,95,0,0
17,37.5,7,95,0,0
17,39.0625,7,95,0,0
17,62.5,7,95,0,0
17,64.0625,7,98,0,0
17,87.5,7,154,0,0
17,89.0625,7,166,0,0
17,112.5,7,143,0,825
17,114.0625,7,140,0,765
17,137.5,7,117,0,0
17,139.0625,7,114,0,0
17,162.5,7,111,0,0
17,164.0625,7,107,0,0
17,187.5,7,106,0,0
17,189.0625,7,107,0,0
17,212.5,7,104,0,0
17,214.0625,7,104,0,0
17,237.5,7,102,0,0
17,239.0625,7,103,0,0
18,12.5,7,104,0,0
18,14.0625,7,105,0,0
18,37.5,7,105,0,0
18,39.0625,7,105,0,0
18,62.5,7,103,0,0
18,64.0625,7,106,0,0
18,87.5,7,174,0,0
18,89.0625,7,186,0,0
18,112.5,7,145,0,745
18,114.0625,7,144,0,676
18,137.5,7,122,0,0
18,139.0625,7,122,0,0
18,162.5,7,114,0,0
18,164.0625,7,117,0,0
18,187.5,7,112,0,0
18,189.0625,7,112,0,0
18,212.5,7,110,0,0
18,214.0625,7,111,0,0
18,237.5,7,108,0,0
18,239.0625,7,110,0,0
19,12.5,7,131,0,0
19,14.0625,7,131,0,0
19,37.5,7,130,0,0
19,39.0625,7,130,0,0
19,62.5,7,132,0,0
19,64.0625,7,132,0,0
19,87.5,7,255,0,0
19,89.0625,7,269,0,0
19,112.5,7,185,0,735
19,114.0625,7,178,0,637
19,137.5,7,145,0,0
19,139.0625,7,142,0,0
19,162.5,7,134,0,0
19,164.0625,7,132,0,0
19,187.5,7,132,0,0
19,189.0625,7,132,0,0
19,212.5,7,130,0,0
19,214.0625,7,132,0,0
19,237.5,7,131,0,0
19,239.0625,7,132,0,0
20,12.5,7,100,0,0
20,14.0625,7,98,0,0
20,37.5,7,100,0,0
20,39.0625,7,98,0,0
20,62.5,7,98,0,0
20,64.0625,7,98,0,0
20,87.5,7,152,0,0
20,89.0625,7,164,0,0
20,112.5,7,143,0,813
20,114.0625,7,138,0,759
20,137.5,7,116,0,0
20,139.0625,7,116,0,0
20,162.5,7,110,0,0
20,164.0625,7,110,0,0
20,187.5,7,106,0,0
20,189.0625,7,107,0,0
20,212.5,7,105,0,0
20,214.0625,7,105,0,0
20,237.5,7,103,0,0
20,239.0625,7,104,0,0
21,12.5,7,101,0,0
21,14.0625,7,102,0,0
21,37.5,7,102,0,0
21,39.0625,7,102,0,0
21,62.5,7,101,0,0
21,64.0625,7,101,0,0
21,87.5,7,156,0,0
21,89.0625,7,166,0,0
21,112.5,7,145,0,821
21,114.0625,7,141,0,767
21,137.5,7,119,0,0
21,139.0625,7,120,0,0
21,162.5,7,111,0,0
21,164.0625,7,113,0,0
21,187.5,7,109,0,0
21,189.0625,7,111,0,0
21,212.5,7,106,0,0
21,214.0625,7,109,0,0
21,237.5,7,105,0,0
21,239.0625,7,107,0,0
22,12.5,7,96,0,0
22,14.0625,7,95,0,0
22,37.5,7,98,0,0
22,39.0625,7,95,0,0
22,62.5,7,95,0,0
22,64.0625,7,95,0,0
22,87.5,7,153,0,0
22,89.0625,7,164,0,0
22,112.5,7,140,0,801
22,114.0625,7,139,0,733
22,137.5,7,116,0,0
22,139.0625,7,115,0,0
22,162.5,7,108,0,0
22,164.0625,7,109,0,0
22,187.5,7,104,0,0
22,189.0625,7,104,0,0
22,212.5,7,102,0,0
22,214.0625,7,104,0,0
22,237.5,7,102,0,0
22,239.0625,7,101,0,0
23,12.5,7,104,0,0
23,14.0625,7,102,0,0
23,37.5,7,104,0,0
23,39.0625,7,102,0,0
23,62.5,7,105,0,0
23,64.0625,7,103,0,0
23,87.5,7,157,0,0
23,89.0625,7,165,0,0
23,112.5,7,143,0,813
23,114.0625,7,139,0,768
23,137.5,7,120,0,0
23,139.0625,7,117,0,0
23,162.5,7,114,0,0
23,164.0625,7,110,0,0
23,187.5,7,110,0,0
23,189.0625,7,112,0,0
23,212.5,7,110,0,0
23,214.0625,7,107,0,0
23,237.5,7,107,0,0
23,239.0625,7,106,0,0
24,12.5,7,102,0,0
24,14.0625,7,104,0,0
24,37.5,7,101,0,0
24,39.0625,7,104,0,0
24,62.5,7,102,0,0
24,64.0625,7,104,0,0
24,87.5,7,155,0,0
24,89.0625,7,168,0,0
24,112.5,7,144,0,822
24,114.0625,7,141,0,764
24,137.5,7,120,0,0
24,139.0625,7,118,0,0
24,162.5,7,111,0,0
24,164.0625,7,115,0,0
24,187.5,7,110,0,0
24,189.0625,7,110,0,0
24,212.5,7,109,0,0
24,214.0625,7,109,0,0
24,237.5,7,107,0,0
24,239.0625,7,108,0,0
25,12.5,7,98,0,0
25,14.0625,7,97,0,0
25,37.5,7,97,0,0
25,39.0625,7,97,0,0
25,62.5,7,100,0,0
25,64.0625,7,98,0,0
25,87.5,7,153,0,0
25,89.0625,7,166,0,0
25,112.5,7,140,0,821
25,114.0625,7,137,0,756
25,137.5,7,116,0,0
25,139.0625,7,114,0,0
25,162.5,7,108,0,0
25,164.0625,7,110,0,0
25,187.5,7,106,0,0
25,189.0625,7,107,0,0
25,212.5,7,102,0,0
25,214.0625,7,104,0,0
25,237.5,7,102,0,0
25,239.0625,7,104,0,0
26,12.5,7,95,0,0
26,14.0625,7,95,0,0
26,37.5,7,95,0,0
26,39.0625,7,95,0,0
26,62.5,7,99,0,0
26,64.0625,7,98,0,0
26,87.5,7,154,0,0
26,89.0625,7,164,0,0
26,112.5,7,141,0,824
26,114.0625,7,136,0,758
26,137.5,7,115,0,0
26,139.0625,7,114,0,0
26,162.5,7,108,0,0
26,164.0625,7,109,0,0
26,187.5,7,105,0,0
26,189.0625,7,104,0,0
26,212.5,7,102,0,0
26,214.0625,7,101,0,0
26,237.5,7,102,0,0
26,239.0625,7,102,0,0
27,12.5,7,102,0,0
27,14.0625,7,102,0,0
27,37.5,7,100,0,0
27,39.0625,7,103,0,0
27,62.5,7,104,0,0
27,64.0625,7,104,0,0
27,87.5,7,157,0,0
27,89.0625,7,167,0,0
27,112.5,7,142,0,835
27,114.0625,7,138,0,757
27,137.5,7,118,0,0
27,139.0625,7,118,0,0
27,162.5,7,111,0,0
27,164.0625,7,111,0,0
27,187.5,7,110,0,0
27,189.0625,7,109,0,0
27,212.5,7,108,0,0
27,214.0625,7,107,0,0
27,237.5,7,106,0,0
27,239.0625,7,105,0,0
28,12.5,7,85,0,0
28,14.0625,7,85,0,0
28,37.5,7,84,0,0
28,39.0625,7,85,0,0
28,62.5,7,84,0,0
28,64.0625,7,84,0,0
28,87.5,7,159,0,0
28,89.0625,7,170,0,0
28,112.5,7,127,0,752
28,114.0625,7,123,0,690
28,137.5,7,102,0,0
28,139.0625,7,100,0,0
28,162.5,7,95,0,0
28,164.0625,7,95,0,0
28,187.5,7,93,0,0
28,189.0625,7,93,0,0
28,212.5,7,92,0,0
28,214.0625,7,90,0,0
28,237.5,7,90,0,0
28,239.0625,7,90,0,0
29,12.5,7,97,0,0
29,14.0625,7,98,0,0
29,37.5,7,97,0,0
29,39.0625,7,98,0,0
29,62.5,7,95,0,0
29,64.0625,7,98,0,0
29,87.5,7,152,0,0
29,89.0625,7,160,0,0
29,112.5,7,138,0,837
29,114.0625,7,136,0,775
29,137.5,7,117,0,0
29,139.0625,7,114,0,0
29,162.5,7,107,0,0
29,164.0625,7,106,0,0
29,187.5,7,105,0,0
29,189.0625,7,106,0,0
29,212.5,7,102,0,0
29,214.0625,7,104,0,0
29,237.5,7,104,0,0
29,239.0625,7,102,0,0
30,12.5,7,105,0,0
30,14.0625,7,104,0,0
30,37.5,7,105,0,0
30,39.0625,7,104,0,0
30,62.5,7,106,0,0
30,64.0625,7,104,0,0
30,87.5,7,165,0,0
30,89.0625,7,174,0,0
30,112.5,7,149,0,828
30,114.0625,7,146,0,779
30,137.5,7,123,0,0
30,139.0625,7,122,0,0
30,162.5,7,116,0,0
30,164.0625,7,115,0,0
30,187.5,7,113,0,0
30,189.0625,7,113,0,0
30,212.5,7,110,0,0
30,214.0625,7,109,0,0
30,237.5,7,109,0,0
30,239.0625,7,109,0,0
31,12.5,7,103,0,0
31,14.0625,7,103,0,0
31,37.5,7,104,0,0
31,39.0625,7,104,0,0
31,62.5,7,101,0,0
31,64.0625,7,103,0,0
31,87.5,7,158,0,0
31,89.0625,7,165,0,0
31,112.5,7,143,0,842
31,114.0625,7,139,0,789
31,137.5,7,120,0,0
31,139.0625,7,119,0,0
31,162.5,7,113,0,0
31,164.0625,7,111,0,0
31,187.5,7,110,0,0
31,189.0625,7,109,0,0
31,212.5,7,110,0,0
31,214.0625,7,108,0,0
31,237.5,7,107,0,0
31,239.0625,7,107,0,0
32,12.5,7,104,0,0
32,14.0625,7,102,0,0
32,37.5,7,102,0,0
32,39.0625,7,102,0,0
32,62.5,7,104,0,0
32,64.0625,7,102,0,0
32,87.5,7,159,0,0
32,89.0625,7,167,0,0
32,112.5,7,143,0,843
32,114.0625,7,140,0,784
32,137.5,7,121,0,0
32,139.0625,7,118,0,0
32,162.5,7,112,0,0
32,164.0625,7,111,0,0
32,187.5,7,109,0,0
32,189.0625,7,110,0,0
32,212.5,7,108,0,0
32,214.0625,7,109,0,0
32,237.5,7,109,0,0
32,239.0625,7,107,0,0
33,12.5,7,108,0,0
33,14.0625,7,108,0,0
33,37.5,7,108,0,0
33,39.0625,7,107,0,0
33,62.5,7,108,0,0
33,64.0625,7,108,0,0
33,87.5,7,165,0,0
33,89.0625,7,174,0,0
33,112.5,7,150,0,805
33,114.0625,7,146,0,754
33,137.5,7,126,0,0
33,139.0625,7,124,0,0
33,162.5,7,119,0,0
33,164.0625,7,118,0,0
33,187.5,7,117,0,0
33,189.0625,7,117,0,0
33,212.5,7,116,0,0
33,214.0625,7,114,0,0
33,237.5,7,113,0,0
33,239.0625,7,113,0,0
34,12.5,7,100,0,0
34,14.0625,7,99,0,0
34,37.5,7,101,0,0
34,39.0625,7,98,0,0
34,62.5,7,99,0,0
34,64.0625,7,98,0,0
34,87.5,7,160,0,0
34,89.0625,7,170,0,0
34,112.5,7,144,0,931
34,114.0625,7,141,0,871
34,137.5,7,117,0,0
34,139.0625,7,117,0,0
34,162.5,7,111,0,0
34,164.0625,7,109,0,0
34,187.5,7,106,0,0
34,189.0625,7,107,0,0
34,212.5,7,105,0,0
34,214.0625,7,105,0,0
34,237.5,7,105,0,0
34,239.0625,7,105,0,0
35,12.5,7,105,0,0
35,14.0625,7,102,0,0
35,37.5,7,105,0,0
35,39.0625,7,102,0,0
35,62.5,7,105,0,0
35,64.0625,7,103,0,0
35,87.5,7,157,0,0
35,89.0625,7,169,0,0
35,112.5,7,145,0,1008
35,114.0625,7,141,0,934
35,137.5,7,121,0,0
35,139.0625,7,121,0,0
35,162.5,7,116,0,0
35,164.0625,7,114,0,0
35,187.5,7,111,0,0
35,189.0625,7,111,0,0
35,212.5,7,109,0,0
35,214.0625,7,109,0,0
35,237.5,7,108,0,0
35,239.0625,7,109,0,0
36,12.5,7,101,0,0
36,14.0625,7,101,0,0
36,37.5,7,99,0,0
36,39.0625,7,102,0,0
36,62.5,7,100,0,0
36,64.0625,7,100,0,0
36,87.5,7,157,0,0
36,89.0625,7,170,0,0
36,112.5,7,144,0,933
36,114.0625,7,141,0,875
36,137.5,7,118,0,0
36,139.0625,7,118,0,0
36,162.5,7,111,0,0
36,164.0625,7,111,0,0
36,187.5,7,109,0,0
36,189.0625,7,108,0,0
36,212.5,7,106,0,0
36,214.0625,7,107,0,0
36,237.5,7,105,0,0
36,239.0625,7,104,0,0
39,12.5,7,100,0,0
39,14.0625,7,100,0,0
39,37.5,7,100,0,0
39,39.0625,7,102,0,0
39,62.5,7,101,0,0
39,64.0625,7,100,0,0
39,87.5,7,156,0,0
39,89.0625,7,165,0,0
39,112.5,7,141,0,900
39,114.0625,7,137,0,840
39,137.5,7,115,0,0
39,139.0625,7,116,0,0
39,162.5,7,109,0,0
39,164.0625,7,109,0,0
39,187.5,7,109,0,0
39,189.0625,7,105,0,0
39,212.5,7,105,0,0
39,214.0625,7,104,0,0
39,237.5,7,105,0,0
39,239.0625,7,104,0,0
40,12.5,7,97,0,0
40,14.0625,7,98,0,0
40,37.5,7,98,0,0
40,39.0625,7,99,0,0
40,62.5,7,99,0,0
40,64.0625,7,98,0,0
40,87.5,7,157,0,0
40,89.0625,7,168,0,0
40,112.5,7,144,0,901
40,114.0625,7,141,0,817
40,137.5,7,117,0,0
40,139.0625,7,118,0,0
40,162.5,7,109,0,0
40,164.0625,7,110,0,0
40,187.5,7,108,0,0
40,189.0625,7,108,0,0
40,212.5,7,105,0,0
40,214.0625,7,104,0,0
40,237.5,7,104,0,0
40,239.0625,7,104,0,0
41,12.5,7,101,0,0
41,14.0625,7,101,0,0
41,37.5,7,100,0,0
41,39.0625,7,102,0,0
41,62.5,7,101,0,0
41,64.0625,7,100,0,0
41,87.5,7,155,0,0
41,89.0625,7,165,0,0
41,112.5,7,142,0,947
41,114.0625,7,140,0,893
41,137.5,7,117,0,0
41,139.0625,7,118,0,0
41,162.5,7,111,0,0
41,164.0625,7,110,0,0
41,187.5,7,107,0,0
41,189.0625,7,110,0,0
41,212.5,7,105,0,0
41,214.0625,7,105,0,0
41,237.5,7,105,0,0
41,239.0625,7,105,0,0
42,12.5,7,99,0,0
42,14.0625,7,100,0,0
42,37.5,7,98,0,0
42,39.0625,7,100,0,0
42,62.5,7,99,0,0
42,87.5,7,155,0,0
42,89.0625,7,166,0,0
42,112.5,7,140,0,948
42,114.0625,7,138,0,882
42,137.5,7,114,0,0
42,139.0625,7,116,0,0
42,162.5,7,109,0,0
42,164.0625,7,110,0,0
42,187.5,7,106,0,0
42,189.0625,7,107,0,0
42,212.5,7,105,0,0
42,214.0625,7,105,0,0
42,237.5,7,104,0,0
42,239.0625,7,104,0,0
43,12.5,7,104,0,0
43,14.0625,7,104,0,0
43,37.5,7,104,0,0
43,39.0625,7,104,0,0
43,62.5,7,104,0,0
43,64.0625,7,104,0,0
43,87.5,7,157,0,0
43,89.0625,7,166,0,0
43,112.5,7,144,0,809
43,114.0625,7,140,0,751
43,137.5,7,120,0,0
43,139.0625,7,118,0,0
43,162.5,7,114,0,0
43,164.0625,7,113,0,0
43,187.5,7,110,0,0
43,189.0625,7,109,0,0
43,212.5,7,109,0,0
43,214.0625,7,109,0,0
43,237.5,7,108,0,0
43,239.0625,7,107,0,0
44,12.5,7,100,0,0
44,14.0625,7,99,0,0
44,37.5,7,100,0,0
44,39.0625,7,100,0,0
44,62.5,7,101,0,0
44,64.0625,7,100,0,0
44,87.5,7,152,0,0
44,89.0625,7,162,0,0
44,112.5,7,138,0,794
44,114.0625,7,138,0,732
44,137.5,7,118,0,0
44,139.0625,7,114,0,0
44,162.5,7,111,0,0
44,164.0625,7,109,0,0
44,187.5,7,106,0,0
44,189.0625,7,108,0,0
44,212.5,7,105,0,0
44,214.0625,7,105,0,0
44,237.5,7,102,0,0
44,239.0625,7,104,0,0
45,12.5,7,101,0,0
45,14.0625,7,100,0,0
45,37.5,7,100,0,0
45,39.0625,7,101,0,0
45,62.5,7,101,0,0
45,64.0625,7,100,0,0
45,87.5,7,156,0,0
45,89.0625,7,165,0,0
45,112.5,7,141,0,836
45,114.0625,7,137,0,768
45,137.5,7,117,0,0
45,139.0625,7,116,0,0
45,162.5,7,111,0,0
45,164.0625,7,112,0,0
45,187.5,7,108,0,0
45,189.0625,7,108,0,0
45,212.5,7,106,0,0
45,214.0625,7,106,0,0
45,237.5,7,104,0,0
45,239.0625,7,105,0,0
46,12.5,7,101,0,0
46,14.0625,7,102,0,0
46,37.5,7,102,0,0
46,39.0625,7,101,0,0
46,62.5,7,100,0,0
46,64.0625,7,102,0,0
46,87.5,7,157,0,0
46,89.0625,7,165,0,0
46,112.5,7,141,0,799
46,114.0625,7,140,0,732
46,137.5,7,117,0,0
46,139.0625,7,117,0,0
46,162.5,7,112,0,0
46,164.0625,7,112,0,0
46,187.5,7,109,0,0
46,189.0625,7,109,0,0
46,214.0625,7,107,0,0
46,237.5,7,106,0,0
46,239.0625,7,107,0,0
47,12.5,7,104,0,0
47,14.0625,7,103,0,0
47,37.5,7,104,0,0
47,39.0625,7,104,0,0
47,62.5,7,104,0,0
47,64.0625,7,104,0,0
47,87.5,7,169,0,0
47,89.0625,7,177,0,0
47,112.5,7,140,0,736
47,114.0625,7,137,0,673
47,137.5,7,120,0,0
47,139.0625,7,118,0,0
47,162.5,7,113,0,0
47,164.0625,7,113,0,0
47,187.5,7,111,0,0
47,189.0625,7,109,0,0
47,212.5,7,108,0,0
47,214.0625,7,108,0,0
47,237.5,7,109,0,0
47,239.0625,7,107,0,0
48,12.5,7,101,0,0
48,14.0625,7,101,0,0
48,37.5,7,102,0,0
48,39.0625,7,100,0,0
48,62.5,7,102,0,0
48,64.0625,7,102,0,0
48,87.5,7,157,0,0
48,89.0625,7,166,0,0
48,112.5,7,141,0,822
48,114.0625,7,140,0,763
48,137.5,7,118,0,0
48,139.0625,7,117,0,0
48,162.5,7,114,0,0
48,164.0625,7,112,0,0
48,187.5,7,109,0,0
48,189.0625,7,110,0,0
48,212.5,7,107,0,0
48,214.0625,7,107,0,0
48,237.5,7,107,0,0
48,239.0625,7,105,0,0
49,12.5,7,100,0,0
49,14.0625,7,100,0,0
49,37.5,7,101,0,0
49,39.0625,7,101,0,0
49,62.5,7,101,0,0
49,64.0625,7,101,0,0
49,87.5,7,156,0,0
49,89.0625,7,166,0,0
49,112.5,7,144,0,817
49,114.0625,7,141,0,755
49,137.5,7,118,0,0
49,139.0625,7,117,0,0
49,162.5,7,112,0,0
49,164.0625,7,110,0,0
49,187.5,7,108,0,0
49,189.0625,7,110,0,0
49,212.5,7,108,0,0
49,214.0625,7,106,0,0
49,237.5,7,106,0,0
49,239.0625,7,105,0,0
50,12.5,7,102,0,0
50,14.0625,7,100,0,0
50,37.5,7,100,0,0
50,39.0625,7,101,0,0
50,62.5,7,102,0,0
50,64.0625,7,101,0,0
50,87.5,7,154,0,0
50,89.0625,7,166,0,0
50,112.5,7,141,0,836
50,114.0625,7,138,0,758
50,137.5,7,119,0,0
50,139.0625,7,118,0,0
50,162.5,7,109,0,0
50,164.0625,7,111,0,0
50,187.5,7,108,0,0
50,189.0625,7,108,0,0
50,212.5,7,105,0,0
50,214.0625,7,107,0,0
50,237.5,7,105,0,0
50,239.0625,7,106,0,0
51,12.5,7,102,0,0
51,14.0625,7,102,0,0
51,37.5,7,104,0,0
51,39.0625,7,102,0,0
