Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,106,106,0
0,8,0,106,106,0
0,9,0,105,105,0
0,10,0,103,103,0
0,11,0,104,104,0
0,12,0,105,105,0
0,13,0,105,105,0
0,14,0,106,106,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,105,105,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,105,105,0
0,5,0,107,107,0
0,6,0,106,106,0
0,7,0,106,106,0
0,8,0,104,104,0
0,9,0,106,106,0
0,10,0,104,104,0
0,11,0,103,103,0
0,12,0,102,102,0
0,13,0,104,104,0
0,14,0,104,104,0
0,15,0,0,0,0
0,0,0,102,102,0
0,1,0,104,104,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,103,103,0
0,5,0,102,102,0
0,6,0,107,107,0
0,7,0,105,105,0
0,8,0,105,105,0
0,9,0,105,105,0
0,10,0,105,105,0
0,11,0,104,104,0
0,12,0,104,104,0
0,13,0,107,107,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,107,107,0
0,1,0,107,107,0
0,2,0,105,105,0
0,3,0,106,106,0
0,4,0,109,109,0
0,5,0,105,105,0
0,6,0,105,105,0
0,7,0,106,106,0
0,8,0,107,107,0
0,9,0,104,104,0
0,10,0,105,105,0
0,11,0,105,105,0
0,12,0,106,106,0
0,13,0,106,106,0
0,14,0,108,108,0
0,15,0,0,0,0
0,0,0,104,104,0
0,1,0,105,105,0
0,2,0,106,106,0
0,3,0,106,106,0
0,4,0,106,106,0
0,5,0,107,107,0
0,6,0,106,106,0
0,7,0,105,105,0
0,8,0,105,105,0
0,9,0,105,105,0
0,10,0,103,103,0
0,11,0,102,102,0
0,12,0,104,104,0
0,13,0,105,105,0
0,14,0,104,104,0
0,15,0,0,0,0
0,0,0,106,106,0
0,1,0,105,105,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,104,104,0
0,5,0,106,106,0
0,6,0,105,105,0
0,7,0,105,105,0
0,8,0,105,105,0
0,9,0,105,105,0
0,10,0,105,105,0
0,11,0,107,107,0
0,12,0,104,104,0
0,13,0,104,104,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,105,105,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,105,105,0
0,5,0,105,105,0
0,6,0,105,105,0
0,7,0,104,104,0
0,8,0,107,107,0
0,9,0,105,105,0
0,10,0,104,104,0
0,11,0,104,104,0
0,12,0,104,104,0
0,13,0,105,105,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,104,104,0
0,1,0,106,106,0
0,2,0,105,105,0
0,3,0,105,105,0
0,4,0,106,106,0
0,5,0,106,106,0
0,6,0,105,105,0
0,7,0,104,104,0
0,8,0,106,106,0
0,9,0,104,104,0
0,10,0,104,104,0
0,11,0,104,104,0
0,12,0,107,107,0
0,13,0,105,105,0
0,14,0,103,103,0
0,15,0,0,0,0
0,0,0,104,104,0
0,1,0,105,105,0
0,2,0,105,105,0
0,3,0,103,103,0
0,4,0,106,106,0
0,5,0,105,105,0
0,6,0,106,106,0
0,7,0,104,104,0
0,8,0,106,106,0
0,9,0,105,105,0
0,10,0,104,104,0
0,11,0,104,104,0
0,12,0,105,105,0
0,13,0,105,105,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,105,105,0
0,2,0,104,104,0
0,3,0,105,105,0
0,4,0,106,106,0
0,5,0,105,105,0
0,6,0,104,104,0
0,7,0,106,106,0
0,8,0,105,105,0
0,9,0,104,104,0
0,10,0,104,104,0
0,11,0,105,105,0
0,12,0,107,107,0
0,13,0,105,105,0
0,14,0,105,105,0
0,15,0,0,0,0
0,0,0,105,105,0
0,1,0,104,104,0
0,2,0,106,106,0
0,3,0,106,106,0
0,4,0,105,105,0
0,5,0,105,105,0
0,6,0,106,106,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,0,0,0
0,13,0,0,0,0
