Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,72,72,0
0,8,0,69,69,0
0,9,0,71,71,0
0,10,0,72,72,0
0,11,0,73,73,0
0,12,0,70,70,0
0,13,0,72,72,0
0,14,0,71,71,0
0,15,0,0,0,0
0,0,0,70,70,0
0,1,0,70,70,0
0,2,0,69,69,0
0,3,0,70,70,0
0,4,0,72,72,0
0,5,0,70,70,0
0,6,0,70,70,0
0,7,0,71,71,0
0,8,0,70,70,0
0,9,0,66,66,0
0,10,0,63,63,0
0,11,0,60,60,0
0,12,0,55,55,0
0,13,0,55,55,0
0,14,0,56,56,0
0,15,0,0,0,0
0,0,0,58,58,0
0,1,0,57,57,0
0,2,0,61,61,0
0,3,0,62,62,0
0,4,0,65,65,0
0,5,0,67,67,0
0,6,0,69,69,0
0,7,0,70,70,0
0,8,0,73,73,0
0,9,0,73,73,0
0,10,0,73,73,0
0,11,0,75,75,0
0,12,0,76,76,0
0,13,0,77,77,0
0,14,0,77,77,0
0,15,0,0,0,0
0,0,0,77,77,0
0,1,0,76,76,0
0,2,0,77,77,0
0,3,0,77,77,0
0,4,0,77,77,0
0,5,0,78,78,0
0,6,0,74,74,0
0,7,0,77,77,0
0,8,0,75,75,0
0,9,0,77,77,0
0,10,0,77,77,0
0,11,0,75,75,0
0,12,0,75,75,0
0,13,0,73,73,0
0,14,0,73,73,0
0,15,0,0,0,0
0,0,0,73,73,0
0,1,0,73,73,0
0,2,0,74,74,0
0,3,0,73,73,0
0,4,0,74,74,0
0,5,0,74,74,0
0,6,0,73,73,0
0,7,0,72,72,0
0,8,0,73,73,0
0,9,0,73,73,0
0,10,0,73,73,0
0,11,0,71,71,0
0,12,0,70,70,0
0,13,0,73,73,0
0,14,0,71,71,0
0,15,0,0,0,0
0,0,0,72,72,0
0,1,0,73,73,0
0,2,0,72,72,0
0,3,0,72,72,0
0,4,0,73,73,0
0,5,0,72,72,0
0,6,0,70,70,0
0,7,0,72,72,0
0,8,0,70,70,0
0,9,0,72,72,0
0,10,0,69,69,0
0,11,0,70,70,0
0,12,0,71,71,0
0,13,0,72,72,0
0,14,0,71,71,0
0,15,0,0,0,0
0,0,0,72,72,0
0,1,0,72,72,0
0,2,0,74,74,0
0,3,0,69,69,0
0,4,0,72,72,0
0,5,0,70,70,0
0,6,0,70,70,0
0,7,0,70,70,0
0,8,0,70,70,0
0,9,0,70,70,0
0,10,0,69,69,0
0,11,0,70,70,0
0,12,0,71,71,0
0,13,0,70,70,0
0,14,0,70,70,0
0,15,0,0,0,0
0,0,0,71,71,0
0,1,0,70,70,0
0,2,0,71,71,0
0,3,0,69,69,0
0,4,0,71,71,0
0,5,0,71,71,0
0,6,0,70,70,0
0,7,0,72,72,0
0,8,0,70,70,0
0,9,0,69,69,0
0,10,0,69,69,0
0,11,0,71,71,0
0,12,0,70,70,0
0,13,0,71,71,0
0,14,0,70,70,0
0,15,0,0,0,0
0,0,0,72,72,0
0,1,0,69,69,0
0,2,0,70,70,0
0,3,0,70,70,0
0,4,0,71,71,0
0,5,0,70,70,0
0,6,0,70,70,0
0,7,0,69,69,0
0,8,0,72,72,0
0,9,0,70,70,0
0,10,0,72,72,0
0,11,0,69,69,0
0,12,0,69,69,0
0,13,0,71,71,0
0,14,0,70,70,0
0,15,0,0,0,0
0,0,0,72,72,0
0,1,0,70,70,0
0,2,0,69,69,0
0,3,0,69,69,0
0,4,0,71,71,0
0,5,0,71,71,0
0,6,0,70,70,0
0,7,0,72,72,0
0,8,0,72,72,0
0,9,0,72,72,0
0,10,0,70,70,0
0,11,0,69,69,0
0,12,0,72,72,0
0,13,0,70,70,0
0,14,0,70,70,0
0,15,0,0,0,0
0,0,0,70,70,0
0,1,0,69,69,0
0,2,0,69,69,0
0,3,0,71,71,0
0,4,0,72,72,0
0,5,0,72,72,0
0,6,0,70,70,0
0,7,0,0,0,0
0,8,0,0,0,0
0,9,0,0,0,0
0,10,0,0,0,0
0,11,0,0,0,0
0,12,0,0,0,0
0,13,0,0,0,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,2,0,0,0,0
0,3,0,0,0,0
0,4,0,0,0,0
0,5,0,0,0,0
0,6,0,0,0,0
1,7,60,0,0,0
1,8,61,0,0,0
1,9,60,0,0,0
1,10,61,0,0,0
1,11,60,0,0,0
1,12,61,0,0,0
1,13,61,0,0,0
1,14,60,0,0,0
1,15,0,0,0,0
1,0,59,0,0,0
1,1,59,0,0,0
1,2,64,0,0,0
1,3,61,0,0,0
1,4,62,0,0,0
1,5,63,0,0,0
1,6,60,0,0,0
1,7,88,0,0,0
1,8,129,0,0,0
1,9,213,0,0,0
1,10,336,0,0,0
1,11,457,0,0,0
1,12,581,0,0,0
1,13,696,0,0,0
1,14,791,0,0,0
1,15,0,0,0,0
1,0,871,0,0,0
1,1,858,0,0,0
1,2,815,0,0,0
1,3,752,0,0,0
1,4,689,0,0,0
1,5,614,0,0,0
1,6,67,0,0,0
1,7,477,0,0,0
1,8,416,376,376,967
1,9,362,376,376,903
1,10,317,376,376,839
1,11,280,376,376,767
1,12,249,376,376,711
1,13,225,380,380,647
1,14,201,376,376,583
1,15,0,0,0,0
1,0,175,376,376,455
1,1,167,376,376,391
1,2,160,376,376,327
1,3,151,376,376,255
1,4,149,376,376,199
1,5,141,376,376,135
1,6,544,0,0,0
1,7,134,376,376,1023
1,8,130,0,0,0
1,9,124,0,0,0
1,10,125,0,0,0
1,11,123,0,0,0
1,12,121,0,0,0
1,13,119,0,0,0
1,14,112,0,0,0
1,15,0,0,0,0
1,0,112,0,0,0
1,1,109,0,0,0
1,2,110,0,0,0
1,3,108,0,0,0
1,4,108,0,0,0
1,5,108,0,0,0
1,6,136,256,256,71
1,7,105,0,0,0
1,8,101,0,0,0
1,9,101,0,0,0
1,10,100,0,0,0
1,11,101,0,0,0
1,12,102,0,0,0
1,13,98,0,0,0
1,14,95,0,0,0
1,15,0,0,0,0
1,0,97,0,0,0
1,1,95,0,0,0
1,2,95,0,0,0
1,3,94,0,0,0
1,4,95,0,0,0
1,5,95,0,0,0
1,6,105,0,0,0
1,7,94,0,0,0
1,8,89,0,0,0
1,9,91,0,0,0
1,10,89,0,0,0
1,11,90,0,0,0
1,12,94,0,0,0
1,13,90,0,0,0
1,14,87,0,0,0
1,15,0,0,0,0
1,0,89,0,0,0
1,1,89,0,0,0
1,2,89,0,0,0
1,3,85,0,0,0
1,4,86,0,0,0
1,5,88,0,0,0
1,6,95,0,0,0
1,7,85,0,0,0
1,8,84,0,0,0
1,9,84,0,0,0
1,10,82,0,0,0
1,11,84,0,0,0
1,12,86,0,0,0
1,13,85,0,0,0
1,14,84,0,0,0
1,15,0,0,0,0
1,0,82,0,0,0
1,1,82,0,0,0
1,2,81,0,0,0
1,3,81,0,0,0
1,4,82,0,0,0
1,5,82,0,0,0
1,6,87,0,0,0
1,7,80,0,0,0
1,8,80,0,0,0
1,9,76,0,0,0
1,10,77,0,0,0
1,11,79,0,0,0
1,12,80,0,0,0
1,13,77,0,0,0
1,14,77,0,0,0
1,15,0,0,0,0
1,0,80,0,0,0
1,1,76,0,0,0
1,2,76,0,0,0
1,3,77,0,0,0
1,4,76,0,0,0
1,5,76,0,0,0
1,6,80,0,0,0
1,7,77,0,0,0
1,8,75,0,0,0
1,9,74,0,0,0
1,10,74,0,0,0
1,11,73,0,0,0
1,12,74,0,0,0
1,13,76,0,0,0
1,14,74,0,0,0
1,15,0,0,0,0
1,0,76,0,0,0
1,1,75,0,0,0
1,2,74,0,0,0
1,3,72,0,0,0
1,4,75,0,0,0
1,5,75,0,0,0
1,6,76,0,0,0
1,7,74,0,0,0
1,8,72,0,0,0
1,9,73,0,0,0
1,10,73,0,0,0
1,11,74,0,0,0
1,12,73,0,0,0
1,13,72,0,0,0
1,14,73,0,0,0
1,15,0,0,0,0
1,0,73,0,0,0
1,1,72,0,0,0
1,2,72,0,0,0
1,3,72,0,0,0
1,4,72,0,0,0
1,5,73,0,0,0
1,6,72,0,0,0
1,7,0,0,0,0
1,8,0,0,0,0
1,9,0,0,0,0
1,10,0,0,0,0
1,11,0,0,0,0
1,12,0,0,0,0
1,13,0,0,0,0
1,14,0,0,0,0
1,15,0,0,0,0
1,0,0,0,0,0
1,1,0,0,0,0
1,2,0,0,0,0
1,3,0,0,0,0
1,4,0,0,0,0
1,5,0,0,0,0
1,6,0,0,0,0
2,7,80,0,0,0
2,8,81,0,0,0
2,9,79,0,0,0
2,10,80,0,0,0
2,11,79,0,0,0
2,12,81,0,0,0
2,13,77,0,0,0
2,14,79,0,0,0
2,15,0,0,0,0
2,0,78,0,0,0
2,1,79,0,0,0
2,2,79,0,0,0
2,3,79,0,0,0
2,4,79,0,0,0
2,5,80,0,0,0
2,6,79,0,0,0
2,7,103,0,0,0
2,8,149,0,0,0
2,9,233,0,0,0
2,10,357,0,0,0
2,11,479,0,0,0
2,12,603,0,0,0
2,13,717,0,0,0
2,14,812,0,0,0
2,15,0,0,0,0
2,0,894,0,0,0
2,1,878,0,0,0
2,2,832,0,0,0
2,3,778,0,0,0
2,4,712,0,0,0
2,5,640,0,0,0
2,6,87,0,0,0
2,7,497,0,0,0
