Channel,Phase,ADC,TOT_10bit,TOT_12bit,ToA
0,7,0,126,126,0
0,8,0,126,126,0
0,9,0,127,127,0
0,10,0,126,126,0
0,11,0,126,126,0
0,12,0,126,126,0
0,13,0,126,126,0
0,14,0,127,127,0
0,15,0,0,0,0
0,0,0,125,125,0
0,1,0,127,127,0
0,2,0,126,126,0
0,3,0,127,127,0
0,4,0,127,127,0
0,5,0,127,127,0
0,6,0,111,111,0
0,7,0,127,127,0
0,8,0,124,124,0
0,9,0,120,120,0
0,10,0,118,118,0
0,11,0,115,115,0
0,12,0,111,111,0
0,13,0,110,110,0
0,14,0,111,111,0
0,15,0,0,0,0
0,0,0,79,79,0
0,1,0,112,112,0
0,2,0,113,113,0
0,3,0,119,119,0
0,4,0,119,119,0
0,5,0,121,121,0
0,6,0,124,124,0
0,7,0,126,126,0
0,8,0,127,127,0
0,9,0,127,127,0
0,10,0,128,128,0
0,11,0,128,128,0
0,12,0,4,4,0
0,13,0,1,1,0
0,14,0,4,4,0
0,15,0,0,0,0
0,0,0,3,3,0
0,1,0,4,4,0
0,2,0,133,133,0
0,3,0,5,5,0
0,4,0,133,133,0
0,5,0,131,131,0
0,6,0,20,20,0
0,7,0,128,128,0
0,8,0,132,132,0
0,9,0,133,133,0
0,10,0,1,1,0
0,11,0,129,129,0
0,12,0,1,1,0
0,13,0,0,0,0
0,14,0,130,130,0
0,15,0,0,0,0
0,0,0,130,130,0
0,1,0,129,129,0
0,2,0,129,129,0
0,3,0,0,0,0
0,4,0,128,128,0
0,5,0,127,127,0
0,6,0,129,129,0
0,7,0,128,128,0
0,8,0,129,129,0
0,9,0,126,126,0
0,10,0,127,127,0
0,11,0,127,127,0
0,12,0,128,128,0
0,13,0,127,127,0
0,14,0,0,0,0
0,15,0,0,0,0
0,0,0,127,127,0
0,1,0,127,127,0
0,2,0,127,127,0
0,3,0,129,129,0
0,4,0,127,127,0
0,5,0,129,129,0
0,6,0,128,128,0
0,7,0,127,127,0
0,8,0,128,128,0
0,9,0,126,126,0
0,10,0,126,126,0
0,11,0,127,127,0
0,12,0,126,126,0
0,13,0,127,127,0
0,14,0,127,127,0
0,15,0,0,0,0
0,0,0,125,125,0
0,1,0,125,125,0
0,2,0,126,126,0
0,3,0,127,127,0
0,4,0,126,126,0
0,5,0,125,125,0
0,6,0,111,111,0
0,7,0,125,125,0
0,8,0,127,127,0
0,9,0,125,125,0
0,10,0,127,127,0
