Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,81,0,0,0
1,1.5625,8,81,0,0,0
1,3.125,9,85,0,0,0
1,4.6875,10,82,0,0,0
1,6.25,11,83,0,0,0
1,7.8125,12,86,0,0,0
1,9.375,13,82,0,0,0
1,10.9375,14,82,0,0,0
1,12.5,15,81,0,0,0
1,14.0625,0,83,0,0,0
1,15.625,1,84,0,0,0
1,17.1875,2,83,0,0,0
1,18.75,3,81,0,0,0
1,20.3125,4,85,0,0,0
1,21.875,5,83,0,0,0
1,23.4375,6,86,0,0,0
1,25.0,7,84,0,0,0
1,26.5625,8,78,0,0,0
1,28.125,9,86,0,0,0
1,29.6875,10,78,0,0,0
1,31.25,11,85,0,0,0
1,32.8125,12,85,0,0,0
1,34.375,13,84,0,0,0
1,35.9375,14,81,0,0,0
1,37.5,15,84,0,0,0
1,39.0625,0,84,0,0,0
1,40.625,1,83,0,0,0
1,42.1875,2,85,0,0,0
1,43.75,3,83,0,0,0
1,45.3125,4,81,0,0,0
1,48.4375,6,83,0,0,0
1,50.0,7,84,0,0,0
1,51.5625,8,80,0,0,0
1,53.125,9,85,0,0,0
1,54.6875,10,81,0,0,0
1,56.25,11,85,0,0,0
1,57.8125,12,82,0,0,0
1,59.375,13,85,0,0,0
1,60.9375,14,82,0,0,0
1,62.5,15,84,0,0,0
1,64.0625,0,83,0,0,0
1,67.1875,2,85,0,0,0
1,68.75,3,83,0,0,0
1,70.3125,4,81,0,0,0
1,71.875,5,80,0,0,0
1,73.4375,6,84,0,0,0
1,75.0,7,106,0,0,0
1,76.5625,8,145,0,0,0
1,78.125,9,233,0,0,0
1,79.6875,10,351,0,0,0
1,81.25,11,479,0,0,0
1,82.8125,12,601,0,0,0
1,84.375,13,737,0,0,0
1,85.9375,14,848,0,0,0
1,87.5,15,947,0,0,0
1,89.0625,0,1006,0,0,0
1,90.625,1,1015,0,0,0
1,92.1875,2,1010,0,0,0
1,93.75,3,976,0,0,0
1,95.3125,4,926,0,0,0
1,96.875,5,843,0,0,0
1,98.4375,6,93,0,0,0
1,100.0,7,693,0,0,0
1,101.5625,8,634,614,816,994
1,103.125,9,585,613,808,924
1,104.6875,10,549,618,848,842
1,106.25,11,521,619,856,773
1,107.8125,12,484,609,776,738
1,109.375,13,485,617,840,669
1,110.9375,14,465,613,808,603
1,112.5,15,464,617,840,516
1,114.0625,0,459,617,840,480
1,115.625,1,453,614,816,415
1,117.1875,2,449,617,840,331
1,118.75,3,446,615,824,262
1,120.3125,4,441,614,816,225
1,121.875,5,436,614,816,160
1,123.4375,6,769,0,0,0
1,125.0,7,426,615,824,4
1,128.125,9,406,0,0,0
