Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,73,0,0,0
1,1.5625,8,76,0,0,0
1,3.125,9,75,0,0,0
1,4.6875,10,82,0,0,0
1,6.25,11,74,0,0,0
1,7.8125,12,78,0,0,0
1,9.375,13,77,0,0,0
1,10.9375,14,77,0,0,0
1,12.5,15,78,0,0,0
1,14.0625,0,74,0,0,0
1,15.625,1,83,0,0,0
1,17.1875,2,75,0,0,0
1,18.75,3,76,0,0,0
1,20.3125,4,72,0,0,0
1,21.875,5,76,0,0,0
1,23.4375,6,77,0,0,0
1,25.0,7,76,0,0,0
1,26.5625,8,76,0,0,0
1,28.125,9,77,0,0,0
1,29.6875,10,82,0,0,0
1,31.25,11,77,0,0,0
1,32.8125,12,77,0,0,0
1,34.375,13,82,0,0,0
1,35.9375,14,76,0,0,0
1,37.5,15,77,0,0,0
1,39.0625,0,78,0,0,0
1,40.625,1,81,0,0,0
1,42.1875,2,78,0,0,0
1,43.75,3,79,0,0,0
1,45.3125,4,63,0,0,0
1,46.875,5,74,0,0,0
1,48.4375,6,75,0,0,0
1,50.0,7,77,0,0,0
1,51.5625,8,74,0,0,0
1,53.125,9,76,0,0,0
1,54.6875,10,81,0,0,0
1,56.25,11,77,0,0,0
1,57.8125,12,78,0,0,0
1,59.375,13,80,0,0,0
1,60.9375,14,80,0,0,0
1,62.5,15,77,0,0,0
1,64.0625,0,76,0,0,0
1,65.625,1,69,0,0,0
1,67.1875,2,77,0,0,0
1,68.75,3,81,0,0,0
1,70.3125,4,81,0,0,0
1,71.875,5,77,0,0,0
1,73.4375,6,76,0,0,0
1,75.0,7,98,0,0,0
1,76.5625,8,137,0,0,0
1,78.125,9,226,0,0,0
1,79.6875,10,345,0,0,0
1,81.25,11,461,0,0,0
1,82.8125,12,599,0,0,0
1,84.375,13,733,0,0,0
1,85.9375,14,847,0,0,0
1,87.5,15,937,0,0,0
1,89.0625,0,1012,0,0,0
1,90.625,1,997,0,0,0
1,92.1875,2,998,0,0,0
1,93.75,3,977,0,0,0
1,95.3125,4,952,0,0,0
1,96.875,5,836,0,0,0
1,98.4375,6,86,0,0,0
1,100.0,7,686,0,0,0
1,101.5625,8,629,615,824,469
1,103.125,9,578,617,840,398
1,104.6875,10,545,614,816,331
1,106.25,11,507,614,816,268
1,107.8125,12,490,616,832,226
1,109.375,13,479,618,848,142
1,110.9375,14,464,616,832,91
1,112.5,15,456,616,832,8
1,114.0625,0,453,617,840,987
1,115.625,1,442,612,800,917
1,117.1875,2,454,621,872,861
1,118.75,3,437,616,832,775
1,120.3125,4,445,621,872,732
1,121.875,5,432,617,840,673
1,123.4375,6,761,0,0,0
1,125.0,7,417,617,840,520
1,126.5625,8,409,0,0,0
1,128.125,9,403,0,0,0
1,129.6875,10,383,0,0,0
1,131.25,11,382,0,0,0
1,132.8125,12,375,0,0,0
1,134.375,13,370,0,0,0
1,135.9375,14,357,0,0,0
1,137.5,15,347,0,0,0
1,139.0625,0,337,0,0,0
1,140.625,1,322,0,0,0
1,142.1875,2,334,0,0,0
1,143.75,3,311,0,0,0
1,145.3125,4,310,0,0,0
1,146.875,5,267,0,0,0
1,148.4375,6,426,64,64,605
1,150.0,7,260,0,0,0
1,151.5625,8,276,0,0,0
1,153.125,9,267,0,0,0
1,154.6875,10,246,0,0,0
1,156.25,11,252,0,0,0
1,157.8125,12,250,0,0,0
1,159.375,13,236,0,0,0
1,160.9375,14,237,0,0,0
1,162.5,15,236,0,0,0
1,164.0625,0,226,0,0,0
1,165.625,1,223,0,0,0
1,167.1875,2,224,0,0,0
1,168.75,3,213,0,0,0
1,170.3125,4,217,0,0,0
1,171.875,5,208,0,0,0
1,173.4375,6,286,0,0,0
1,175.0,7,210,0,0,0
1,176.5625,8,198,0,0,0
1,178.125,9,195,0,0,0
1,179.6875,10,189,0,0,0
1,181.25,11,186,0,0,0
1,182.8125,12,189,0,0,0
1,184.375,13,179,0,0,0
1,185.9375,14,184,0,0,0
1,187.5,15,56,0,0,0
1,189.0625,0,171,0,0,0
1,190.625,1,49,0,0,0
1,192.1875,2,175,0,0,0
1,193.75,3,11,0,0,0
1,195.3125,4,175,0,0,0
1,196.875,5,172,0,0,0
1,198.4375,6,203,0,0,0
2,0.0,7,76,0,0,0
2,1.5625,8,79,0,0,0
2,3.125,9,78,0,0,0
2,4.6875,10,76,0,0,0
2,6.25,11,80,0,0,0
2,7.8125,12,79,0,0,0
2,9.375,13,84,0,0,0
2,10.9375,14,80,0,0,0
2,12.5,15,76,0,0,0
2,14.0625,0,75,0,0,0
2,15.625,1,77,0,0,0
2,17.1875,2,76,0,0,0
2,18.75,3,77,0,0,0
2,20.3125,4,79,0,0,0
2,21.875,5,77,0,0,0
2,23.4375,6,77,0,0,0
2,25.0,7,73,0,0,0
2,26.5625,8,72,0,0,0
2,28.125,9,80,0,0,0
2,29.6875,10,78,0,0,0
2,31.25,11,79,0,0,0
2,32.8125,12,79,0,0,0
2,34.375,13,82,0,0,0
2,35.9375,14,82,0,0,0
2,37.5,15,66,0,0,0
2,39.0625,0,75,0,0,0
2,40.625,1,77,0,0,0
2,42.1875,2,77,0,0,0
2,43.75,3,80,0,0,0
2,45.3125,4,75,0,0,0
2,46.875,5,77,0,0,0
2,48.4375,6,78,0,0,0
2,50.0,7,76,0,0,0
2,51.5625,8,68,0,0,0
2,53.125,9,77,0,0,0
2,54.6875,10,78,0,0,0
2,56.25,11,78,0,0,0
2,57.8125,12,77,0,0,0
2,59.375,13,82,0,0,0
2,60.9375,14,80,0,0,0
2,62.5,15,76,0,0,0
2,64.0625,0,77,0,0,0
2,65.625,1,78,0,0,0
2,67.1875,2,77,0,0,0
2,68.75,3,87,0,0,0
2,70.3125,4,77,0,0,0
2,71.875,5,77,0,0,0
2,73.4375,6,77,0,0,0
2,75.0,7,95,0,0,0
2,76.5625,8,130,0,0,0
2,78.125,9,225,0,0,0
2,79.6875,10,335,0,0,0
2,81.25,11,469,0,0,0
2,82.8125,12,596,0,0,0
2,84.375,13,734,0,0,0
2,85.9375,14,839,0,0,0
2,87.5,15,928,0,0,0
2,89.0625,0,1010,0,0,0
2,90.625,1,1021,0,0,0
2,92.1875,2,1011,0,0,0
2,93.75,3,987,0,0,0
2,95.3125,4,912,0,0,0
2,96.875,5,840,0,0,0
2,98.4375,6,83,0,0,0
2,100.0,7,683,0,0,0
2,101.5625,8,625,602,720,476
