FPGA,DAC,Condition,Channel,mean,std,Pedestal,mean_corr,std_corr
209,200,HV,119,464.6,2.7018512172212588,83.0,381.6,2.7018512172212588
209,200,HV,120,437.6,2.0736441353327697,78.0,359.6,2.0736441353327697
209,200,HV,121,446.4,4.722287581247038,78.0,368.4,4.722287581247038
209,200,HV,122,453.8,3.701351104664349,77.0,376.8,3.701351104664349
209,200,HV,124,436.0,2.44948974278318,81.0,355.0,2.44948974278318
209,200,HV,125,450.0,4.183300132670381,78.0,372.0,4.183300132670381
209,200,HV,126,445.0,3.5355339059327378,77.0,368.0,3.5355339059327378
209,200,HV,127,445.2,1.9235384061671352,80.0,365.2,1.9235384061671352
209,200,HV,128,455.8,3.701351104664349,79.0,376.8,3.701351104664349
209,200,HV,129,447.0,2.3452078799117104,82.0,365.0,2.3452078799117104
209,200,HV,130,460.4,2.302172886644269,81.0,379.4,2.302172886644269
209,200,HV,131,454.6,3.209361307176241,80.0,374.6,3.209361307176241
209,200,HV,134,454.4,4.098780306383843,77.0,377.4,4.098780306383843
209,200,HV,135,452.8,2.2803508501982734,80.0,372.8,2.2803508501982734
209,200,HV,136,451.2,2.2803508501982765,80.0,371.2,2.2803508501982765
209,200,HV,137,448.4,2.701851217221264,81.0,367.4,2.701851217221264
209,200,HV,138,464.2,3.1144823004794935,81.0,383.2,3.1144823004794935
209,200,HV,139,447.0,3.674234614174764,79.0,368.0,3.674234614174764
209,200,HV,140,444.2,2.5884358211089618,79.0,365.2,2.5884358211089618
209,200,HV,141,438.2,2.167948338867882,79.0,359.2,2.167948338867882
209,200,HV,143,444.0,2.8284271247461903,79.0,365.0,2.8284271247461903
209,200,HV,144,445.8,2.2803508501982765,81.0,364.8,2.2803508501982765
209,200,HV,145,429.6,2.8809720581775786,79.0,350.6,2.8809720581775786
209,200,HV,146,424.4,3.577708763999669,58.0,366.4,3.577708763999669
209,200,HV,147,444.0,2.345207879911715,79.0,365.0,2.345207879911715
209,200,HV,148,437.6,2.8809720581775857,77.0,360.6,2.8809720581775857
209,200,HV,149,443.2,1.7888543819998286,78.0,365.2,1.7888543819998286
209,200,HV,150,437.4,2.607680962081068,70.0,367.4,2.607680962081068
209,200,NoHV,1,503.0,35.390676738372775,101.0,402.0,35.390676738372775
209,200,NoHV,2,511.8,59.587750419024886,96.0,415.8,59.587750419024886
209,200,NoHV,3,499.0,45.711048992557586,95.0,404.0,45.711048992557586
209,200,NoHV,4,507.4,56.50929127143606,95.0,412.4,56.50929127143606
209,200,NoHV,5,510.6,56.425171687820324,97.0,413.6,56.425171687820324
209,200,NoHV,6,497.8,39.461373518923544,95.0,402.8,39.461373518923544
209,200,NoHV,7,501.0,47.29164831130334,95.0,406.0,47.29164831130334
209,200,NoHV,8,514.4,42.997674355713706,95.0,419.4,42.997674355713706
209,200,NoHV,10,488.0,57.13580313603722,94.0,394.0,57.13580313603722
209,200,NoHV,11,523.4,72.68287281058723,107.0,416.4,72.68287281058723
209,200,NoHV,12,533.8,66.43568318306059,102.0,431.79999999999995,66.43568318306059
209,200,NoHV,13,492.0,56.77147170894903,94.0,398.0,56.77147170894903
209,200,NoHV,14,504.8,52.265667507456556,97.0,407.8,52.265667507456556
209,200,NoHV,15,501.0,60.59290387495882,93.0,408.0,60.59290387495882
209,200,NoHV,16,499.0,55.31274717458897,95.0,404.0,55.31274717458897
209,200,NoHV,17,482.6,45.19181341791896,93.0,389.6,45.19181341791896
209,200,NoHV,20,496.2,44.74594953736036,95.0,401.2,44.74594953736036
209,200,NoHV,21,489.6,61.670900755542725,93.0,396.6,61.670900755542725
209,200,NoHV,22,492.8,54.62783173438243,91.0,401.8,54.62783173438243
209,200,NoHV,23,507.6,66.0022726881431,95.0,412.6,66.0022726881431
209,200,NoHV,24,488.8,46.63903944122349,93.0,395.8,46.63903944122349
209,200,NoHV,25,483.2,47.0287146326582,93.0,390.2,47.0287146326582
209,200,NoHV,26,486.0,44.65982534672521,91.0,395.0,44.65982534672521
209,200,NoHV,27,487.6,49.641716328104536,92.0,395.6,49.641716328104536
209,200,NoHV,29,476.4,46.04671540946216,87.0,389.4,46.04671540946216
209,200,NoHV,30,467.4,44.048836534010746,92.0,375.4,44.048836534010746
209,200,NoHV,31,474.4,43.52355683994588,89.0,385.4,43.52355683994588
209,200,NoHV,32,490.2,39.00256401827962,87.0,403.2,39.00256401827962
209,200,NoHV,33,467.4,54.85252956792421,91.0,376.4,54.85252956792421
209,200,NoHV,34,680.6,312.58486847574693,91.0,589.6,312.58486847574693
209,200,NoHV,35,461.2,41.721696993291154,84.0,377.2,41.721696993291154
209,200,NoHV,36,483.6,48.81393243736874,91.0,392.6,48.81393243736874
209,200,NoHV,39,993.0,27.44995446262161,81.0,912.0,27.44995446262161
209,200,NoHV,40,974.8,44.02499290175979,79.0,895.8,44.02499290175979
209,200,NoHV,41,1000.8,20.31501907456648,81.0,919.8,20.31501907456648
209,200,NoHV,42,493.0,68.47262226612911,79.0,414.0,68.47262226612911
209,200,NoHV,43,470.0,55.285622000661256,84.0,386.0,55.285622000661256
209,200,NoHV,44,476.0,54.80875842417888,80.0,396.0,54.80875842417888
209,200,NoHV,45,463.8,59.65903116880126,80.0,383.8,59.65903116880126
209,200,NoHV,46,493.8,74.15996224378759,82.0,411.8,74.15996224378759
209,200,NoHV,48,483.8,81.46287497995637,81.0,402.8,81.46287497995637
209,200,NoHV,49,451.0,45.254833995939045,83.0,368.0,45.254833995939045
209,200,NoHV,50,520.4,79.58203314819244,101.0,419.4,79.58203314819244
209,200,NoHV,51,483.4,61.7276275260924,79.0,404.4,61.7276275260924
209,200,NoHV,52,477.8,53.13849828514163,85.0,392.8,53.13849828514163
209,200,NoHV,53,475.2,70.60948944724073,80.0,395.2,70.60948944724073
209,200,NoHV,54,465.4,58.98135298549873,82.0,383.4,58.98135298549873
209,200,NoHV,55,490.0,70.35268296234338,81.0,409.0,70.35268296234338
209,200,NoHV,58,503.0,73.0479294709987,85.0,418.0,73.0479294709987
209,200,NoHV,59,482.2,69.2040461244861,81.0,401.2,69.2040461244861
209,200,NoHV,60,488.2,70.20826162211965,85.0,403.2,70.20826162211965
209,200,NoHV,61,485.4,70.34415398595678,85.0,400.4,70.34415398595678
209,200,NoHV,62,499.2,80.72917688171978,86.0,413.2,80.72917688171978
209,200,NoHV,63,480.2,54.283514993043696,90.0,390.2,54.283514993043696
209,200,NoHV,64,475.4,50.34183151217285,83.0,392.4,50.34183151217285
209,200,NoHV,65,493.6,78.46846500346493,91.0,402.6,78.46846500346493
209,200,NoHV,67,470.2,61.479264797165555,88.0,382.2,61.479264797165555
209,200,NoHV,68,480.8,53.260679680229394,86.0,394.8,53.260679680229394
209,200,NoHV,69,486.8,78.94111729637477,86.0,400.8,78.94111729637477
209,200,NoHV,70,484.6,85.27191800352564,83.0,401.6,85.27191800352564
209,200,NoHV,71,486.8,76.1426293215568,85.0,401.8,76.1426293215568
209,200,NoHV,72,500.6,80.75456643435095,83.0,417.6,80.75456643435095
209,200,NoHV,73,473.0,68.6403671318853,85.0,388.0,68.6403671318853
209,200,NoHV,74,486.4,80.89684789903744,87.0,399.4,80.89684789903744
209,200,NoHV,77,477.6,44.28656681207068,89.0,388.6,44.28656681207068
209,200,NoHV,78,500.2,66.11883241558338,90.0,410.2,66.11883241558338
209,200,NoHV,79,506.8,57.72088010417028,92.0,414.8,57.72088010417028
209,200,NoHV,80,499.6,64.32184698840668,89.0,410.6,64.32184698840668
209,200,NoHV,81,472.8,31.546790645008567,89.0,383.8,31.546790645008567
209,200,NoHV,82,503.2,68.47408268826972,91.0,412.2,68.47408268826972
209,200,NoHV,83,493.6,55.774546165791435,86.0,407.6,55.774546165791435
209,200,NoHV,84,504.6,43.512067291729544,86.0,418.6,43.512067291729544
209,200,NoHV,86,480.8,39.543646771637036,86.0,394.8,39.543646771637036
209,200,NoHV,87,499.0,56.630380539071076,91.0,408.0,56.630380539071076
209,200,NoHV,88,496.0,38.32101251271944,92.0,404.0,38.32101251271944
209,200,NoHV,89,495.4,65.40489278333845,85.0,410.4,65.40489278333845
209,200,NoHV,90,556.8,76.89733415405243,111.0,445.79999999999995,76.89733415405243
209,200,NoHV,91,497.6,54.98454328263535,91.0,406.6,54.98454328263535
209,200,NoHV,92,479.4,44.919928762187496,89.0,390.4,44.919928762187496
209,200,NoHV,93,487.6,62.96665784365564,89.0,398.6,62.96665784365564
209,200,NoHV,96,507.4,54.468339427597755,90.0,417.4,54.468339427597755
209,200,NoHV,97,467.6,34.92563528412905,88.0,379.6,34.92563528412905
209,200,NoHV,98,496.0,56.572961739686214,86.0,410.0,56.572961739686214
209,200,NoHV,99,487.8,53.24190079251491,86.0,401.8,53.24190079251491
209,200,NoHV,100,485.6,43.42579878367237,85.0,400.6,43.42579878367237
209,200,NoHV,101,481.6,32.35428874198906,89.0,392.6,32.35428874198906
209,200,NoHV,102,487.0,31.064449134018137,87.0,400.0,31.064449134018137
209,200,NoHV,103,609.2,57.867953134701416,73.0,536.2,57.867953134701416
209,200,NoHV,105,476.2,45.21283003750152,85.0,391.2,45.21283003750152
209,200,NoHV,106,479.4,43.33358974283114,88.0,391.4,43.33358974283114
209,200,NoHV,107,482.6,48.6137840534966,87.0,395.6,48.6137840534966
209,200,NoHV,108,475.0,30.71644510681534,86.0,389.0,30.71644510681534
209,200,NoHV,109,478.0,54.01388710322559,86.0,392.0,54.01388710322559
209,200,NoHV,110,487.6,61.58977187812925,86.0,401.6,61.58977187812925
209,200,NoHV,111,463.4,43.04997096398556,85.0,378.4,43.04997096398556
209,200,NoHV,112,484.8,57.78148492380583,84.0,400.8,57.78148492380583
209,200,NoHV,115,515.4,83.63492093617354,84.0,431.4,83.63492093617354
209,200,NoHV,116,475.8,59.54158210864068,80.0,395.8,59.54158210864068
209,200,NoHV,117,479.4,71.76907411970701,79.0,400.4,71.76907411970701
209,200,NoHV,118,519.0,85.3580693314932,91.0,428.0,85.3580693314932
209,200,NoHV,119,509.4,65.3781309001718,86.0,423.4,65.3781309001718
209,200,NoHV,120,478.2,61.45486148385659,81.0,397.2,61.45486148385659
209,200,NoHV,121,475.6,45.108757464598824,80.0,395.6,45.108757464598824
209,200,NoHV,122,484.6,44.64638843176456,79.0,405.6,44.64638843176456
209,200,NoHV,124,489.0,75.77598564189053,82.0,407.0,75.77598564189053
209,200,NoHV,125,495.2,63.813791612785394,82.0,413.2,63.813791612785394
209,200,NoHV,126,480.4,55.81487256995217,79.0,401.4,55.81487256995217
209,200,NoHV,127,491.4,67.71115122341371,80.0,411.4,67.71115122341371
209,200,NoHV,128,498.6,62.528393550450346,83.0,415.6,62.528393550450346
209,200,NoHV,129,498.8,72.36850143536205,82.0,416.8,72.36850143536205
209,200,NoHV,130,501.6,60.17723822177286,84.0,417.6,60.17723822177286
209,200,NoHV,131,504.6,68.8498366011133,83.0,421.6,68.8498366011133
209,200,NoHV,134,491.4,57.71741504953249,81.0,410.4,57.71741504953249
209,200,NoHV,135,492.6,63.892879102447715,84.0,408.6,63.892879102447715
209,200,NoHV,136,488.4,56.2476666182696,82.0,406.4,56.2476666182696
209,200,NoHV,137,491.6,65.2441568264929,82.0,409.6,65.2441568264929
209,200,NoHV,138,502.6,60.24782153738009,84.0,418.6,60.24782153738009
209,200,NoHV,139,486.2,59.16248811535904,80.0,406.2,59.16248811535904
209,200,NoHV,140,493.2,69.71154854111333,84.0,409.2,69.71154854111333
209,200,NoHV,141,480.2,63.29059961795274,85.0,395.2,63.29059961795274
209,200,NoHV,143,488.4,67.64835548629397,83.0,405.4,67.64835548629397
209,200,NoHV,144,480.4,53.97036223706489,84.0,396.4,53.97036223706489
209,200,NoHV,145,451.8,35.39350222851647,80.0,371.8,35.39350222851647
209,200,NoHV,146,446.4,39.06788962818442,62.0,384.4,39.06788962818442
209,200,NoHV,147,475.6,46.53278414193589,81.0,394.6,46.53278414193589
209,200,NoHV,148,481.2,61.07536328176853,82.0,399.2,61.07536328176853
209,200,NoHV,149,494.8,77.01753047196463,84.0,410.8,77.01753047196463
209,200,NoHV,150,467.8,50.09690609209316,73.0,394.8,50.09690609209316
209,300,HV,1,739.6,3.209361307176249,81.0,658.6,3.209361307176249
209,300,HV,2,743.4,8.677557259966663,79.0,664.4,8.677557259966663
209,300,HV,3,722.2,1.9235384061671315,79.0,643.2,1.9235384061671315
209,300,HV,4,725.8,2.5884358211089604,78.0,647.8,2.5884358211089604
209,300,HV,5,729.8,4.49444101084885,81.0,648.8,4.49444101084885
209,300,HV,6,742.8,5.215361924162118,79.0,663.8,5.215361924162118
209,300,HV,7,715.2,5.848076606885365,81.0,634.2,5.848076606885365
209,300,HV,8,724.6,6.5802735505448355,79.0,645.6,6.5802735505448355
209,300,HV,10,700.6,4.6690470119715055,81.0,619.6,4.6690470119715055
209,300,HV,11,745.4,2.509980079602218,95.0,650.4,2.509980079602218
209,300,HV,12,757.8,9.808159868191378,87.0,670.8,9.808159868191378
209,300,HV,13,708.4,4.82700735445887,78.0,630.4,4.82700735445887
209,300,HV,14,747.0,5.612486080160917,81.0,666.0,5.612486080160917
209,300,HV,15,695.8,4.604345773288538,80.0,615.8,4.604345773288538
209,300,HV,16,729.8,9.731392500562286,78.0,651.8,9.731392500562286
209,300,HV,17,714.0,5.522680508593631,79.0,635.0,5.522680508593631
209,300,HV,20,715.2,4.816637831516926,80.0,635.2,4.816637831516926
209,300,HV,21,710.8,2.6832815729997535,78.0,632.8,2.6832815729997535
209,300,HV,22,715.4,2.408318915758457,77.0,638.4,2.408318915758457
209,300,HV,23,722.6,7.197221686178636,78.0,644.6,7.197221686178636
209,300,HV,24,707.0,9.137833441248546,79.0,628.0,9.137833441248546
209,300,HV,25,705.4,6.348228099241546,79.0,626.4,6.348228099241546
209,300,HV,26,714.0,9.617692030835672,77.0,637.0,9.617692030835672
209,300,HV,27,708.2,2.280350850198263,79.0,629.2,2.280350850198263
209,300,HV,29,703.2,3.1937438845342583,78.0,625.2,3.1937438845342583
209,300,HV,30,685.8,3.3466401061363173,79.0,606.8,3.3466401061363173
209,300,HV,31,696.6,4.774934554525334,81.0,615.6,4.774934554525334
209,300,HV,32,715.0,3.741657386773928,81.0,634.0,3.741657386773928
209,300,HV,33,683.4,3.04959013639539,79.0,604.4,3.04959013639539
209,300,HV,34,1023.0,0.0,79.0,944.0,0.0
209,300,HV,35,686.2,4.604345773288537,75.0,611.2,4.604345773288537
209,300,HV,36,697.0,5.8309518948453025,77.0,620.0,5.8309518948453025
209,300,HV,39,1023.0,0.0,81.0,942.0,0.0
209,300,HV,40,1023.0,0.0,79.0,944.0,0.0
209,300,HV,41,1023.0,0.0,83.0,940.0,0.0
209,300,HV,42,700.8,1.3038404810405335,82.0,618.8,1.3038404810405335
209,300,HV,43,674.2,1.7888543819998366,80.0,594.2,1.7888543819998366
209,300,HV,44,692.2,2.1679483388678706,77.0,615.2,2.1679483388678706
209,300,HV,45,664.6,2.408318915758457,79.0,585.6,2.408318915758457
209,300,HV,46,687.8,1.9235384061671315,79.0,608.8,1.9235384061671315
209,300,HV,48,674.0,2.9154759474226504,80.0,594.0,2.9154759474226504
209,300,HV,49,661.8,1.9235384061671499,81.0,580.8,1.9235384061671499
209,300,HV,50,718.4,2.30217288664427,98.0,620.4,2.30217288664427
209,300,HV,51,695.8,3.271085446759243,77.0,618.8,3.271085446759243
209,300,HV,52,695.6,2.0736441353327715,81.0,614.6,2.0736441353327715
209,300,HV,53,672.6,2.509980079602223,81.0,591.6,2.509980079602223
209,300,HV,54,671.6,1.5165750888103184,81.0,590.6,1.5165750888103184
209,300,HV,55,693.8,0.8366600265340688,77.0,616.8,0.8366600265340688
209,300,HV,58,704.0,2.7386127875258306,79.0,625.0,2.7386127875258306
209,300,HV,59,683.4,2.9664793948382706,81.0,602.4,2.9664793948382706
209,300,HV,60,691.6,2.073644135332778,81.0,610.6,2.073644135332778
209,300,HV,61,683.8,2.387467277262656,80.0,603.8,2.387467277262656
209,300,HV,62,691.2,1.09544511501034,79.0,612.2,1.09544511501034
209,300,HV,63,692.2,3.1144823004794855,79.0,613.2,3.1144823004794855
209,300,HV,64,695.2,7.259476565152608,79.0,616.2,7.259476565152608
209,300,HV,65,678.0,2.549509756796381,82.0,596.0,2.549509756796381
209,300,HV,67,674.6,3.28633534503099,78.0,596.6,3.28633534503099
209,300,HV,68,693.4,3.974921382870356,79.0,614.4,3.974921382870356
209,300,HV,69,676.6,2.30217288664427,78.0,598.6,2.30217288664427
209,300,HV,70,671.8,5.118593556827906,81.0,590.8,5.118593556827906
209,300,HV,71,677.0,2.5495097567963785,80.0,597.0,2.5495097567963785
209,300,HV,72,693.0,2.4494897427831694,82.0,611.0,2.4494897427831694
209,300,HV,73,665.0,2.449489742783172,79.0,586.0,2.449489742783172
209,300,HV,74,677.4,4.2778499272415,77.0,600.4,4.2778499272415
209,300,HV,77,700.2,2.8635642126552527,79.0,621.2,2.8635642126552527
209,300,HV,78,721.8,4.2661458015403175,82.0,639.8,4.2661458015403175
209,300,HV,79,728.8,1.6431676725155036,79.0,649.8,1.6431676725155036
209,300,HV,80,717.8,3.114482300479479,79.0,638.8,3.114482300479479
209,300,HV,81,708.8,3.193743884534273,80.0,628.8,3.193743884534273
209,300,HV,82,713.6,3.64691650576208,83.0,630.6,3.64691650576208
209,300,HV,83,704.8,3.962322551231792,81.0,623.8,3.962322551231792
209,300,HV,84,728.8,5.718391382198316,78.0,650.8,5.718391382198316
209,300,HV,86,717.8,5.019960159204442,79.0,638.8,5.019960159204442
209,300,HV,87,729.4,1.816590212458506,81.0,648.4,1.816590212458506
209,300,HV,88,740.4,4.219004621945784,80.0,660.4,4.219004621945784
209,300,HV,89,715.4,2.8809720581775826,77.0,638.4,2.8809720581775826
209,300,HV,90,783.0,2.449489742783175,105.0,678.0,2.449489742783175
209,300,HV,91,711.8,2.049390153191931,81.0,630.8,2.049390153191931
209,300,HV,92,710.2,5.540758070878032,80.0,630.2,5.540758070878032
209,300,HV,93,703.0,3.6742346141747557,79.0,624.0,3.6742346141747557
209,300,HV,96,728.2,2.9495762407505355,80.0,648.2,2.9495762407505355
209,300,HV,97,702.2,3.033150177620616,79.0,623.2,3.033150177620616
209,300,HV,98,720.6,1.6733200530681502,79.0,641.6,1.6733200530681502
209,300,HV,99,707.6,7.536577472566713,79.0,628.6,7.536577472566713
209,300,HV,100,711.4,4.66904701197151,81.0,630.4,4.66904701197151
209,300,HV,101,725.2,3.5637059362410866,83.0,642.2,3.5637059362410866
209,300,HV,102,727.4,7.536577472566705,77.0,650.4,7.536577472566705
209,300,HV,103,961.2,130.92440566983683,74.0,887.2,130.92440566983683
209,300,HV,105,701.4,5.029910535983712,78.0,623.4,5.029910535983712
209,300,HV,106,697.2,2.4899799195977415,77.0,620.2,2.4899799195977415
209,300,HV,107,710.8,4.381780460041332,79.0,631.8,4.381780460041332
209,300,HV,108,715.4,2.7018512172212588,81.0,634.4,2.7018512172212588
209,300,HV,109,699.0,4.743416490252569,79.0,620.0,4.743416490252569
209,300,HV,110,701.0,1.7320508075688712,79.0,622.0,1.7320508075688712
209,300,HV,111,690.4,5.0299105359837135,79.0,611.4,5.0299105359837135
209,300,HV,112,700.4,3.577708763999663,79.0,621.4,3.577708763999663
209,300,HV,115,713.6,1.341640786499862,81.0,632.6,1.341640786499862
209,300,HV,116,685.4,2.302172886644273,80.0,605.4,2.302172886644273
209,300,HV,117,683.0,2.8284271247461903,79.0,604.0,2.8284271247461903
209,300,HV,118,720.4,2.3021728866442714,92.0,628.4,2.3021728866442714
209,300,HV,119,731.4,2.8809720581775875,83.0,648.4,2.8809720581775875
209,300,HV,120,688.4,5.079370039680106,78.0,610.4,5.079370039680106
209,300,HV,121,704.2,3.0331501776206267,78.0,626.2,3.0331501776206267
209,300,HV,122,714.4,2.408318915758463,77.0,637.4,2.408318915758463
209,300,HV,124,688.0,3.7416573867739413,81.0,607.0,3.7416573867739413
209,300,HV,125,706.6,3.577708763999657,78.0,628.6,3.577708763999657
209,300,HV,126,699.0,1.5811388300841898,77.0,622.0,1.5811388300841898
209,300,HV,127,702.0,1.8708286933869707,80.0,622.0,1.8708286933869707
209,300,HV,128,719.6,2.073644135332775,79.0,640.6,2.073644135332775
209,300,HV,129,706.6,3.435112807463525,82.0,624.6,3.435112807463525
209,300,HV,130,725.2,4.604345773288519,81.0,644.2,4.604345773288519
209,300,HV,131,718.2,3.3466401061363027,80.0,638.2,3.3466401061363027
209,300,HV,134,717.2,3.563705936241081,77.0,640.2,3.563705936241081
209,300,HV,135,708.6,2.0736441353327715,80.0,628.6,2.0736441353327715
209,300,HV,136,710.2,3.701351104664355,80.0,630.2,3.701351104664355
209,300,HV,137,705.8,3.1144823004794846,81.0,624.8,3.1144823004794846
209,300,HV,138,729.0,4.3011626335213275,81.0,648.0,4.3011626335213275
209,300,HV,139,702.6,2.6076809620810617,79.0,623.6,2.6076809620810617
209,300,HV,140,701.6,3.5071355833500317,79.0,622.6,3.5071355833500317
209,300,HV,141,692.6,2.073644135332778,79.0,613.6,2.073644135332778
209,300,HV,143,700.2,2.774887385102325,79.0,621.2,2.774887385102325
209,300,HV,144,702.4,1.9493588689617884,81.0,621.4,1.9493588689617884
209,300,HV,145,678.2,2.4899799195977486,79.0,599.2,2.4899799195977486
209,300,HV,146,679.2,1.4832396974191289,58.0,621.2,1.4832396974191289
209,300,HV,147,699.2,1.643167672515495,79.0,620.2,1.643167672515495
209,300,HV,148,687.2,1.4832396974191455,77.0,610.2,1.4832396974191455
209,300,HV,149,698.2,2.5884358211089684,78.0,620.2,2.5884358211089684
209,300,HV,150,691.8,3.1144823004795015,70.0,621.8,3.1144823004795015
209,300,NoHV,1,823.0,14.696938456699062,101.0,722.0,14.696938456699062
209,300,NoHV,2,822.0,8.514693182963201,96.0,726.0,8.514693182963201
209,300,NoHV,3,809.0,8.888194417315589,95.0,714.0,8.888194417315589
209,300,NoHV,4,808.6,9.181503144910419,95.0,713.6,9.181503144910419
209,300,NoHV,5,831.6,6.542170893518444,97.0,734.6,6.542170893518444
209,300,NoHV,6,799.2,10.709808588392244,95.0,704.2,10.709808588392244
209,300,NoHV,7,811.2,14.686728703152367,95.0,716.2,14.686728703152367
209,300,NoHV,8,811.4,8.848728722251561,95.0,716.4,8.848728722251561
209,300,NoHV,10,808.8,18.019433953373788,94.0,714.8,18.019433953373788
209,300,NoHV,11,864.0,17.30606829987678,107.0,757.0,17.30606829987678
209,300,NoHV,12,883.8,22.004544985070694,102.0,781.8,22.004544985070694
209,300,NoHV,13,818.4,14.432601983010557,94.0,724.4,14.432601983010557
209,300,NoHV,14,847.6,19.756011743264374,97.0,750.6,19.756011743264374
209,300,NoHV,15,820.4,12.581732790041269,93.0,727.4,12.581732790041269
209,300,NoHV,16,831.4,17.81291666179349,95.0,736.4,17.81291666179349
209,300,NoHV,17,805.4,22.43434866449212,93.0,712.4,22.43434866449212
209,300,NoHV,20,816.4,14.518953130305228,95.0,721.4,14.518953130305228
209,300,NoHV,21,816.8,14.872793954062558,93.0,723.8,14.872793954062558
209,300,NoHV,22,794.4,7.829431652425366,91.0,703.4,7.829431652425366
209,300,NoHV,23,833.4,3.847076812334256,95.0,738.4,3.847076812334256
209,300,NoHV,24,794.8,12.949903474543733,93.0,701.8,12.949903474543733
209,300,NoHV,25,796.4,11.92895636675732,93.0,703.4,11.92895636675732
209,300,NoHV,26,788.6,7.7974354758471724,91.0,697.6,7.7974354758471724
209,300,NoHV,27,805.8,8.843076387773662,92.0,713.8,8.843076387773662
209,300,NoHV,29,780.8,4.604345773288553,87.0,693.8,4.604345773288553
209,300,NoHV,30,765.8,8.497058314499206,92.0,673.8,8.497058314499206
209,300,NoHV,31,777.4,5.8137767414994475,89.0,688.4,5.8137767414994475
209,300,NoHV,32,801.0,11.726039399558575,87.0,714.0,11.726039399558575
209,300,NoHV,33,778.4,9.607288899580357,91.0,687.4,9.607288899580357
209,300,NoHV,34,1023.0,0.0,91.0,932.0,0.0
209,300,NoHV,35,757.2,9.679876032264048,84.0,673.2,9.679876032264048
209,300,NoHV,36,799.4,7.402702209328687,91.0,708.4,7.402702209328687
209,300,NoHV,39,1023.0,0.0,81.0,942.0,0.0
209,300,NoHV,40,1023.0,0.0,79.0,944.0,0.0
209,300,NoHV,41,1023.0,0.0,81.0,942.0,0.0
209,300,NoHV,42,822.4,4.9799598391954945,79.0,743.4,4.9799598391954945
209,300,NoHV,43,774.0,4.242640687119285,84.0,690.0,4.242640687119285
209,300,NoHV,44,786.6,2.6076809620810577,80.0,706.6,2.6076809620810577
209,300,NoHV,45,769.0,3.3166247903554,80.0,689.0,3.3166247903554
209,300,NoHV,46,823.4,2.408318915758454,82.0,741.4,2.408318915758454
209,300,NoHV,48,816.4,3.1304951684996962,81.0,735.4,3.1304951684996962
209,300,NoHV,49,740.0,1.9999999999999947,83.0,657.0,1.9999999999999947
209,300,NoHV,50,859.0,3.0000000000000107,101.0,758.0,3.0000000000000107
209,300,NoHV,51,803.2,2.588435821108967,79.0,724.2,2.588435821108967
209,300,NoHV,52,793.8,4.658325879540842,85.0,708.8,4.658325879540842
209,300,NoHV,53,796.0,5.196152422706634,80.0,716.0,5.196152422706634
209,300,NoHV,54,775.6,4.277849927241488,82.0,693.6,4.277849927241488
209,300,NoHV,55,819.8,3.033150177620621,81.0,738.8,3.033150177620621
209,300,NoHV,58,840.0,6.782329983125262,85.0,755.0,6.782329983125262
209,300,NoHV,59,810.2,7.726577508832745,81.0,729.2,7.726577508832745
209,300,NoHV,60,811.8,3.5637059362410857,85.0,726.8,3.5637059362410857
209,300,NoHV,61,807.8,4.324349662087914,85.0,722.8,4.324349662087914
209,300,NoHV,62,838.6,4.6690470119715,86.0,752.6,4.6690470119715
209,300,NoHV,63,797.6,6.465291950097844,90.0,707.6,6.465291950097844
209,300,NoHV,64,778.0,4.4158804331639185,83.0,695.0,4.4158804331639185
209,300,NoHV,65,826.4,5.941380311005175,91.0,735.4,5.941380311005175
209,300,NoHV,67,788.0,6.74536878161603,88.0,700.0,6.74536878161603
209,300,NoHV,68,798.2,3.2710854467592267,86.0,712.2,3.2710854467592267
209,300,NoHV,69,824.0,6.32455532033676,86.0,738.0,6.32455532033676
209,300,NoHV,70,815.0,2.738612787525838,83.0,732.0,2.738612787525838
209,300,NoHV,71,818.2,5.167204273105523,85.0,733.2,5.167204273105523
209,300,NoHV,72,846.8,6.220932405998308,83.0,763.8,6.220932405998308
209,300,NoHV,73,785.2,6.534523701081816,85.0,700.2,6.534523701081816
209,300,NoHV,74,825.0,10.14889156509222,87.0,738.0,10.14889156509222
209,300,NoHV,77,792.8,7.981227975693976,89.0,703.8,7.981227975693976
209,300,NoHV,78,822.8,7.395944834840226,90.0,732.8,7.395944834840226
209,300,NoHV,79,837.4,8.080841540334768,92.0,745.4,8.080841540334768
209,300,NoHV,80,824.8,8.043631020876076,89.0,735.8,8.043631020876076
209,300,NoHV,81,768.6,3.974921382870347,89.0,679.6,3.974921382870347
209,300,NoHV,82,826.8,7.463243262818112,91.0,735.8,7.463243262818112
209,300,NoHV,83,809.0,14.798648586948737,86.0,723.0,14.798648586948737
209,300,NoHV,84,807.2,6.833739825307959,86.0,721.2,6.833739825307959
209,300,NoHV,86,785.8,7.46324326281811,86.0,699.8,7.46324326281811
209,300,NoHV,87,829.8,6.760177512462231,91.0,738.8,6.760177512462231
209,300,NoHV,88,814.8,15.880806024884249,92.0,722.8,15.880806024884249
209,300,NoHV,89,836.2,8.043631020876076,85.0,751.2,8.043631020876076
209,300,NoHV,90,924.2,17.626684316683036,111.0,813.2,17.626684316683036
209,300,NoHV,91,813.4,9.914635646356357,91.0,722.4,9.914635646356357
209,300,NoHV,92,794.8,10.91787525116496,89.0,705.8,10.91787525116496
