FPGA,DAC,Condition,Channel,mean,std,Pedestal,mean_corr,std_corr
209,200,HV,54,426.0,1.8708286933869744,81.0,345.0,1.8708286933869744
209,200,HV,55,441.6,4.722287581247038,77.0,364.6,4.722287581247038
209,200,HV,58,449.6,4.037325847637269,79.0,370.6,4.037325847637269
209,200,HV,59,433.0,2.44948974278318,81.0,352.0,2.44948974278318
209,200,HV,60,443.8,2.280350850198275,81.0,362.8,2.280350850198275
209,200,HV,61,432.0,1.5811388300841898,80.0,352.0,1.5811388300841898
209,200,HV,62,440.2,2.774887385102325,79.0,361.2,2.774887385102325
209,200,HV,63,442.4,4.098780306383833,79.0,363.4,4.098780306383833
209,200,HV,64,442.2,3.962322551231793,79.0,363.2,3.962322551231793
209,200,HV,65,435.2,3.114482300479489,82.0,353.2,3.114482300479489
209,200,HV,67,432.6,2.9664793948382604,78.0,354.6,2.9664793948382604
209,200,HV,68,447.4,5.5497747702046425,79.0,368.4,5.5497747702046425
209,200,HV,69,431.4,2.7018512172212614,78.0,353.4,2.7018512172212614
209,200,HV,70,429.2,2.4899799195977415,81.0,348.2,2.4899799195977415
209,200,HV,71,430.0,2.738612787525832,80.0,350.0,2.738612787525832
209,200,HV,72,441.2,3.271085446759229,82.0,359.2,3.271085446759229
209,200,HV,73,426.6,4.9295030175465016,79.0,347.6,4.9295030175465016
209,200,HV,74,431.6,3.781534080237804,77.0,354.6,3.781534080237804
209,200,HV,77,441.8,3.420526275297412,79.0,362.8,3.420526275297412
209,200,HV,78,453.6,4.505552130427525,82.0,371.6,4.505552130427525
209,200,HV,79,461.6,3.577708763999663,79.0,382.6,3.577708763999663
209,200,HV,80,454.6,4.615192303685731,79.0,375.6,4.615192303685731
209,200,HV,81,446.4,4.277849927241489,80.0,366.4,4.277849927241489
209,200,HV,82,452.8,3.4205262752974117,83.0,369.8,3.4205262752974117
209,200,HV,83,447.4,4.393176527297758,81.0,366.4,4.393176527297758
209,200,HV,84,459.4,4.61519230368573,78.0,381.4,4.61519230368573
209,200,HV,86,456.8,5.761944116355175,79.0,377.8,5.761944116355175
209,200,HV,87,467.2,6.685805860178711,81.0,386.2,6.685805860178711
209,200,HV,88,466.4,5.68330889535313,80.0,386.4,5.68330889535313
209,200,HV,89,449.8,4.711687595755896,77.0,372.8,4.711687595755896
209,200,HV,90,504.6,3.577708763999659,105.0,399.6,3.577708763999659
209,200,HV,91,450.6,4.827007354458868,81.0,369.6,4.827007354458868
209,200,HV,92,450.4,10.310189135025606,80.0,370.4,10.310189135025606
209,200,HV,93,445.2,4.764451699828642,79.0,366.2,4.764451699828642
209,200,HV,96,461.0,3.391164991562634,80.0,381.0,3.391164991562634
209,200,HV,97,445.2,5.263078946776309,79.0,366.2,5.263078946776309
209,200,HV,98,458.4,1.949358868961792,79.0,379.4,1.949358868961792
209,200,HV,99,448.0,3.391164991562634,79.0,369.0,3.391164991562634
209,200,HV,100,450.4,2.7018512172212628,81.0,369.4,2.7018512172212628
209,200,HV,101,461.8,6.099180272790761,83.0,378.8,6.099180272790761
209,200,HV,102,457.8,7.8866976612521364,77.0,380.8,7.8866976612521364
209,200,HV,103,651.0,3.24037034920393,74.0,577.0,3.24037034920393
209,200,HV,105,442.8,3.7013511046643433,78.0,364.8,3.7013511046643433
209,200,HV,106,445.6,3.361547262794325,77.0,368.6,3.361547262794325
209,200,HV,107,451.0,5.24404424085076,79.0,372.0,5.24404424085076
209,200,HV,108,453.0,2.23606797749979,81.0,372.0,2.23606797749979
209,200,HV,109,442.4,3.781534080237811,79.0,363.4,3.781534080237811
209,200,HV,110,443.6,1.673320053068148,79.0,364.6,1.673320053068148
209,200,HV,111,438.2,2.4899799195977526,79.0,359.2,2.4899799195977526
209,200,HV,112,446.8,4.086563348340507,79.0,367.8,4.086563348340507
209,200,HV,115,456.4,3.9115214431215923,81.0,375.4,3.9115214431215923
209,200,HV,116,435.0,2.9154759474226504,80.0,355.0,2.9154759474226504
209,200,HV,117,432.2,3.3466401061363023,79.0,353.2,3.3466401061363023
209,200,HV,118,460.4,1.816590212458498,92.0,368.4,1.816590212458498
