Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,152,0,0,0
1,1.5625,8,156,0,0,0
1,3.125,9,147,0,0,0
1,4.6875,10,148,0,0,0
1,6.25,11,162,0,0,0
1,7.8125,12,145,0,0,0
1,9.375,13,148,0,0,0
1,10.9375,14,154,0,0,0
1,12.5,15,149,0,0,0
1,14.0625,0,146,0,0,0
1,15.625,1,142,0,0,0
1,17.1875,2,151,0,0,0
1,18.75,3,145,0,0,0
1,20.3125,4,150,0,0,0
1,21.875,5,152,0,0,0
1,23.4375,6,144,0,0,0
1,25.0,7,144,0,0,0
1,26.5625,8,145,0,0,0
1,28.125,9,146,0,0,0
1,29.6875,10,147,0,0,0
1,31.25,11,161,0,0,814
1,32.8125,12,148,0,0,0
1,34.375,13,146,0,0,0
1,35.9375,14,164,0,0,0
1,37.5,15,149,0,0,0
1,39.0625,0,146,0,0,0
1,40.625,1,144,0,0,0
1,42.1875,2,152,0,0,0
1,43.75,3,145,0,0,0
1,45.3125,4,157,0,0,0
1,46.875,5,160,0,0,0
1,48.4375,6,145,0,0,0
1,50.0,7,143,0,0,0
1,51.5625,8,144,0,0,0
1,53.125,9,147,0,0,0
1,54.6875,10,151,0,0,0
1,56.25,11,160,0,0,0
1,57.8125,12,148,0,0,0
1,59.375,13,147,0,0,0
1,60.9375,14,166,683,1368,564
1,62.5,15,158,0,0,0
1,64.0625,0,148,0,0,0
1,65.625,1,145,0,0,0
1,67.1875,2,153,0,0,0
1,68.75,3,147,0,0,0
1,70.3125,4,163,0,0,0
1,71.875,5,168,0,0,0
1,73.4375,6,145,0,0,0
1,75.0,7,157,0,0,0
1,76.5625,8,188,0,0,0
1,78.125,9,255,0,0,0
1,79.6875,10,337,0,0,0
1,81.25,11,451,0,0,160
1,82.8125,12,533,0,0,0
1,84.375,13,634,0,0,0
1,85.9375,14,742,0,0,0
1,87.5,15,805,0,0,0
1,89.0625,0,813,0,0,0
1,90.625,1,788,0,0,0
1,92.1875,2,776,0,0,0
1,93.75,3,726,0,0,0
1,95.3125,4,704,470,470,957
1,96.875,5,655,615,824,195
1,98.4375,6,150,0,0,0
1,100.0,7,510,0,0,0
1,101.5625,8,471,322,322,964
1,103.125,9,438,332,332,891
1,104.6875,10,398,335,335,823
1,106.25,11,373,429,429,606
1,107.8125,12,339,324,324,708
1,109.375,13,319,329,329,637
1,110.9375,14,319,0,0,0
1,112.5,15,311,579,536,124
1,114.0625,0,280,332,332,449
1,115.625,1,261,319,319,388
1,117.1875,2,268,340,340,308
1,118.75,3,255,326,326,252
1,120.3125,4,268,0,0,0
1,121.875,5,269,0,0,0
1,123.4375,6,568,0,0,0
1,125.0,7,233,322,322,1021
1,126.5625,8,234,0,0,0
1,128.125,9,237,0,0,0
1,129.6875,10,232,0,0,0
1,131.25,11,234,0,0,0
1,132.8125,12,223,0,0,0
1,134.375,13,222,0,0,0
1,135.9375,14,233,0,0,0
1,137.5,15,232,0,0,0
1,139.0625,0,217,0,0,0
1,140.625,1,209,0,0,0
1,142.1875,2,222,0,0,0
1,143.75,3,212,0,0,0
1,145.3125,4,223,0,0,0
1,146.875,5,229,0,0,0
1,148.4375,6,238,322,322,66
1,150.0,7,204,0,0,0
1,151.5625,8,209,0,0,0
1,153.125,9,212,0,0,0
1,154.6875,10,209,0,0,0
1,156.25,11,219,0,0,0
1,157.8125,12,205,0,0,0
1,159.375,13,204,0,0,0
1,160.9375,14,212,0,0,0
1,162.5,15,221,0,0,0
1,164.0625,0,205,0,0,0
1,165.625,1,198,0,0,0
1,167.1875,2,219,0,0,0
1,168.75,3,202,0,0,0
1,170.3125,4,207,0,0,0
1,171.875,5,215,0,0,0
1,173.4375,6,204,0,0,0
1,175.0,7,197,0,0,0
1,176.5625,8,204,0,0,0
1,178.125,9,206,0,0,0
1,179.6875,10,204,0,0,0
1,181.25,11,214,0,0,0
1,182.8125,12,201,0,0,0
1,184.375,13,202,0,0,0
1,185.9375,14,200,0,0,0
1,187.5,15,214,0,0,0
1,189.0625,0,198,0,0,0
1,190.625,1,196,0,0,0
1,192.1875,2,215,0,0,0
1,193.75,3,199,0,0,0
1,195.3125,4,198,0,0,0
1,196.875,5,208,0,0,0
1,198.4375,6,198,0,0,0
2,0.0,7,162,0,0,0
2,1.5625,8,161,0,0,0
2,3.125,9,155,0,0,0
2,4.6875,10,171,0,0,0
2,6.25,11,154,0,0,0
2,7.8125,12,162,0,0,0
2,9.375,13,160,0,0,0
2,10.9375,14,159,0,0,0
2,12.5,15,161,0,0,0
2,14.0625,0,158,0,0,0
2,15.625,1,172,0,0,0
2,17.1875,2,174,0,0,0
2,18.75,3,158,0,0,0
2,20.3125,4,160,0,0,0
2,21.875,5,157,0,0,0
2,23.4375,6,172,0,0,0
2,25.0,7,172,0,0,0
2,26.5625,8,168,0,0,0
2,28.125,9,164,0,0,0
2,29.6875,10,170,0,0,0
2,31.25,11,152,0,0,0
2,32.8125,12,159,0,0,0
2,34.375,13,159,0,0,0
2,35.9375,14,158,0,0,0
2,37.5,15,162,0,0,0
2,39.0625,0,157,0,0,0
2,40.625,1,171,0,0,0
2,42.1875,2,174,0,0,0
2,43.75,3,161,0,0,0
2,45.3125,4,163,0,0,0
2,46.875,5,158,0,0,0
2,48.4375,6,164,0,0,0
2,50.0,7,172,0,0,0
2,51.5625,8,175,0,0,0
2,53.125,9,167,0,0,0
2,54.6875,10,168,0,0,0
2,56.25,11,154,0,0,0
2,57.8125,12,160,0,0,0
2,59.375,13,163,0,0,0
2,60.9375,14,158,0,0,0
2,62.5,15,162,0,0,0
2,64.0625,0,158,0,0,0
2,65.625,1,173,0,0,0
2,67.1875,2,176,0,0,0
2,68.75,3,159,0,0,0
2,70.3125,4,164,0,0,0
2,71.875,5,158,0,0,0
2,73.4375,6,160,0,0,0
2,75.0,7,190,0,0,0
2,76.5625,8,220,0,0,0
2,78.125,9,269,0,0,0
2,79.6875,10,333,0,0,0
2,81.25,11,433,0,0,0
2,82.8125,12,540,0,0,0
2,84.375,13,657,0,0,0
2,85.9375,14,718,0,0,0
2,87.5,15,785,0,0,0
2,89.0625,0,819,0,0,0
2,90.625,1,820,0,0,0
2,92.1875,2,814,0,0,0
2,95.3125,4,699,0,0,0
2,96.875,5,641,0,0,0
2,98.4375,6,164,0,0,0
2,100.0,7,552,367,367,3
2,101.5625,8,507,357,357,991
2,103.125,9,455,361,361,903
2,104.6875,10,399,336,336,851
2,106.25,11,368,342,342,785
2,107.8125,12,349,344,344,726
2,109.375,13,343,365,365,648
2,110.9375,14,308,340,340,595
2,112.5,15,301,352,352,524
2,114.0625,0,285,348,348,467
2,115.625,1,277,357,357,389
2,117.1875,2,290,374,374,317
2,118.75,3,261,350,350,269
2,120.3125,4,255,347,347,212
2,121.875,5,252,343,343,150
2,123.4375,6,586,0,0,0
2,125.0,7,255,0,0,0
2,126.5625,8,263,0,0,0
2,128.125,9,250,0,0,0
2,129.6875,10,232,0,0,0
2,131.25,11,228,0,0,0
