Channel,Time,Phase,ADC,TOT_10bit,TOT_12bit,ToA
1,0.0,7,72,0,0,0
1,1.5625,8,80,0,0,0
1,3.125,9,79,0,0,0
1,4.6875,10,77,0,0,0
1,6.25,11,86,0,0,0
1,7.8125,12,87,0,0,0
1,9.375,13,80,0,0,0
1,10.9375,14,77,0,0,0
1,12.5,15,80,0,0,0
1,14.0625,0,80,0,0,0
1,15.625,1,82,0,0,0
1,17.1875,2,78,0,0,0
1,18.75,3,80,0,0,0
1,20.3125,4,73,0,0,0
1,21.875,5,75,0,0,0
1,23.4375,6,80,0,0,0
1,25.0,7,74,0,0,0
1,26.5625,8,80,0,0,0
1,28.125,9,86,0,0,0
1,29.6875,10,75,0,0,0
1,31.25,11,89,0,0,0
1,32.8125,12,81,0,0,0
1,34.375,13,79,0,0,0
1,35.9375,14,79,0,0,0
1,37.5,15,80,0,0,0
1,39.0625,0,78,0,0,0
1,40.625,1,81,0,0,0
1,42.1875,2,80,0,0,0
1,43.75,3,78,0,0,0
1,45.3125,4,76,0,0,0
1,46.875,5,77,0,0,0
1,48.4375,6,72,0,0,0
1,50.0,7,78,0,0,0
1,51.5625,8,77,0,0,0
1,53.125,9,83,0,0,0
1,54.6875,10,76,0,0,0
1,56.25,11,84,0,0,0
1,57.8125,12,79,0,0,0
1,59.375,13,88,0,0,0
1,60.9375,14,81,0,0,0
1,62.5,15,77,0,0,0
1,64.0625,0,78,0,0,0
1,65.625,1,81,0,0,0
1,67.1875,2,77,0,0,0
1,68.75,3,80,0,0,0
1,70.3125,4,78,0,0,0
1,71.875,5,77,0,0,0
1,73.4375,6,80,0,0,0
1,75.0,7,82,0,0,0
1,76.5625,8,94,0,0,0
1,78.125,9,129,0,0,0
1,79.6875,10,186,0,0,0
1,81.25,11,239,0,0,0
1,82.8125,12,301,0,0,0
1,84.375,13,373,0,0,0
1,85.9375,14,418,0,0,0
1,87.5,15,446,0,0,0
1,89.0625,0,472,0,0,0
1,90.625,1,469,0,0,0
1,92.1875,2,453,0,0,0
1,93.75,3,440,0,0,0
1,95.3125,4,416,0,0,0
1,96.875,5,388,0,0,0
1,98.4375,6,80,0,0,0
1,100.0,7,342,0,0,0
1,101.5625,8,324,205,205,1
1,103.125,9,303,210,210,955
1,104.6875,10,301,228,228,881
1,106.25,11,282,212,212,821
1,107.8125,12,272,206,206,768
1,109.375,13,270,220,220,693
1,110.9375,14,264,221,221,631
1,112.5,15,260,209,209,567
1,114.0625,0,254,216,216,508
1,115.625,1,255,221,221,443
1,117.1875,2,253,211,211,377
1,118.75,3,251,211,211,310
1,120.3125,4,246,203,203,256
1,121.875,5,246,202,202,193
1,123.4375,6,364,0,0,0
1,125.0,7,250,208,208,55
1,126.5625,8,237,0,0,0
1,128.125,9,235,0,0,0
1,129.6875,10,235,0,0,0
1,131.25,11,229,0,0,0
1,132.8125,12,226,0,0,0
1,134.375,13,222,0,0,0
1,135.9375,14,217,0,0,0
1,137.5,15,214,0,0,0
1,139.0625,0,203,0,0,0
1,140.625,1,206,0,0,0
1,142.1875,2,199,0,0,0
1,143.75,3,195,0,0,0
1,145.3125,4,195,0,0,0
1,146.875,5,190,0,0,0
1,148.4375,6,248,200,200,123
1,150.0,7,191,0,0,0
1,151.5625,8,185,0,0,0
1,153.125,9,174,0,0,0
1,154.6875,10,175,0,0,0
1,156.25,11,160,0,0,0
1,157.8125,12,177,0,0,0
1,159.375,13,167,0,0,0
1,160.9375,14,168,0,0,0
1,162.5,15,162,0,0,0
1,164.0625,0,156,0,0,0
1,165.625,1,157,0,0,0
1,167.1875,2,152,0,0,0
1,168.75,3,152,0,0,0
1,170.3125,4,152,0,0,0
1,171.875,5,147,0,0,0
1,173.4375,6,185,0,0,0
1,175.0,7,150,0,0,0
1,176.5625,8,152,0,0,0
1,178.125,9,134,0,0,0
1,179.6875,10,141,0,0,0
1,181.25,11,142,0,0,0
1,182.8125,12,149,0,0,0
1,184.375,13,136,0,0,0
1,185.9375,14,140,0,0,0
1,187.5,15,134,0,0,0
1,189.0625,0,129,0,0,0
1,190.625,1,132,0,0,0
1,192.1875,2,130,0,0,0
1,193.75,3,129,0,0,0
1,195.3125,4,130,0,0,0
1,196.875,5,128,0,0,0
1,198.4375,6,148,0,0,0
2,0.0,7,80,0,0,0
2,1.5625,8,77,0,0,0
2,3.125,9,77,0,0,0
2,4.6875,10,81,0,0,0
2,6.25,11,78,0,0,0
2,7.8125,12,78,0,0,0
2,9.375,13,75,0,0,0
2,10.9375,14,77,0,0,0
2,12.5,15,75,0,0,0
2,14.0625,0,60,0,0,0
2,15.625,1,78,0,0,0
2,17.1875,2,74,0,0,0
2,18.75,3,77,0,0,0
2,20.3125,4,80,0,0,0
2,21.875,5,77,0,0,0
2,23.4375,6,76,0,0,0
2,25.0,7,76,0,0,0
2,26.5625,8,77,0,0,0
2,28.125,9,79,0,0,0
2,29.6875,10,79,0,0,0
2,31.25,11,78,0,0,0
2,32.8125,12,78,0,0,0
2,34.375,13,74,0,0,0
2,35.9375,14,77,0,0,0
2,37.5,15,76,0,0,0
2,39.0625,0,72,0,0,0
2,40.625,1,78,0,0,0
2,42.1875,2,77,0,0,0
2,43.75,3,72,0,0,0
2,45.3125,4,73,0,0,0
2,46.875,5,76,0,0,0
2,48.4375,6,68,0,0,0
2,50.0,7,75,0,0,0
2,51.5625,8,72,0,0,0
2,53.125,9,78,0,0,0
2,54.6875,10,78,0,0,0
2,56.25,11,77,0,0,0
2,57.8125,12,75,0,0,0
2,59.375,13,76,0,0,0
2,60.9375,14,79,0,0,0
2,62.5,15,76,0,0,0
2,64.0625,0,73,0,0,0
2,65.625,1,77,0,0,0
2,67.1875,2,77,0,0,0
2,68.75,3,73,0,0,0
